Date,mkt_cap
2013-12-24,1900-03-06 07:58:04.800000
2013-12-25,1900-03-06 07:58:04.800000
2013-12-26,1900-03-06 14:53:22.560000
2013-12-27,1900-03-06 21:47:57.120000
2013-12-30,1900-03-07 05:42:34.560000
2013-12-31,1900-03-07 12:37:52.320000
2014-01-01,1900-03-07 12:37:52.320000
2014-01-02,1900-03-06 11:55:23.520000
2014-01-03,1900-03-09 22:25:32.160000
2014-01-06,1900-03-11 20:37:14.880000
2014-01-07,1900-03-12 09:31:23.520000
2014-01-08,1900-03-12 11:40:24.960000
2014-01-09,1900-03-12 20:16:30.720000
2014-01-10,1900-03-13 13:26:15.360000
2014-01-13,1900-03-14 02:24:00
2014-01-14,1900-03-14 14:26:18.240000
2014-01-15,1900-03-15 21:57:36
2014-01-16,1900-03-16 07:52:19.200000
2014-01-17,1900-03-15 08:28:19.200000
2014-01-20,1900-03-15 08:28:19.200000
2014-01-21,1900-03-16 00:22:10.560000
2014-01-22,1900-03-15 22:57:47.520000
2014-01-23,1900-03-16 10:05:57.120000
2014-01-24,1900-03-14 06:52:24.960000
2014-01-27,1900-03-14 01:51:44.640000
2014-01-28,1900-03-14 23:34:39.360000
2014-01-29,1900-03-13 20:51:04.320000
2014-01-30,1900-03-14 04:38:47.040000
2014-01-31,1900-03-13 05:15:38.880000
2014-02-03,1900-03-09 16:45:41.760000
2014-02-04,1900-03-07 05:15:38.880000
2014-02-05,1900-03-07 11:28:53.760000
2014-02-06,1900-03-08 18:22:45.120000
2014-02-07,1900-03-09 10:08:15.360000
2014-02-10,1900-03-09 14:17:05.280000
2014-02-11,1900-03-10 13:05:39.840000
2014-02-12,1900-03-10 13:48:00
2014-02-13,1900-03-11 06:43:12
2014-02-14,1900-03-11 13:58:39.360000
2014-02-17,1900-03-11 13:58:39.360000
2014-02-18,1900-03-11 23:18:31.680000
2014-02-19,1900-03-11 17:05:16.800000
2014-02-20,1900-03-12 01:22:56.640000
2014-02-21,1900-03-12 02:25:09.120000
2014-02-24,1900-03-12 20:02:41.280000
2014-02-25,1900-03-12 16:56:03.840000
2014-02-26,1900-03-13 06:24:02.880000
2014-02-27,1900-03-13 17:49:03.360000
2014-02-28,1900-03-14 03:31:32.160000
2014-03-03,1900-03-12 13:49:26.400000
2014-03-04,1900-03-13 23:00:05.760000
2014-03-05,1900-03-14 06:15:33.120000
2014-03-06,1900-03-15 00:55:17.760000
2014-03-07,1900-03-14 15:35:25.440000
2014-03-10,1900-03-14 16:37:37.920000
2014-03-11,1900-03-14 12:28:48
2014-03-12,1900-03-14 04:11:08.160000
2014-03-13,1900-03-12 15:53:51.360000
2014-03-14,1900-03-12 08:38:24
2014-03-17,1900-03-12 23:09:18.720000
2014-03-18,1900-03-14 06:15:33.120000
2014-03-19,1900-03-13 07:41:48.480000
2014-03-20,1900-03-13 06:24:46.080000
2014-03-21,1900-03-13 03:18:08.640000
