Date,mkt_cap
2019-03-08,1900-03-11 03:37:26.400000
2019-03-11,1900-03-03 18:56:09.600000
2019-03-12,1900-03-03 21:18:43.200000
2019-03-13,1900-03-05 05:47:02.400000
2019-03-14,1900-03-05 20:49:55.200000
2019-03-15,1900-03-06 02:22:33.600000
2019-03-18,1900-03-06 21:23:02.400000
2019-03-19,1900-03-07 04:30:43.200000
2019-03-20,1900-03-07 10:50:52.800000
2019-03-21,1900-03-07 09:15:50.400000
2019-03-22,1900-03-05 20:02:24
2019-03-25,1900-03-05 13:41:13.920000
2019-03-26,1900-03-05 17:39:50.400000
2019-03-27,1900-03-05 19:14:52.800000
2019-03-28,1900-03-05 06:34:33.600000
2019-03-29,1900-03-03 15:33:07.200000
2019-04-01,1900-03-04 18:25:55.200000
2019-04-02,1900-03-05 00:34:33.600000
2019-04-03,1900-03-05 16:42:14.400000
2019-04-04,1900-03-05 12:51:50.400000
2019-04-05,1900-03-06 01:09:07.200000
2019-04-08,1900-03-05 19:46:33.600000
2019-04-09,1900-03-05 16:42:14.400000
2019-04-10,1900-03-06 05:04:07.680000
2019-04-11,1900-03-06 21:07:12
2019-04-12,1900-03-08 06:08:38.400000
2019-04-15,1900-03-08 18:25:55.200000
2019-04-16,1900-03-10 19:37:55.200000
2019-04-17,1900-03-11 17:00:57.600000
2019-04-18,1900-03-11 09:53:16.800000
2019-04-19,1900-03-11 09:53:16.800000
2019-04-22,1900-03-11 14:38:24
2019-04-23,1900-03-11 09:53:16.800000
2019-04-24,1900-03-10 07:45:07.200000
2019-04-25,1900-03-09 21:03:36
2019-04-26,1900-03-09 15:07:12
2019-04-29,1900-03-09 23:02:24
2019-04-30,1900-03-10 02:12:28.800000
2019-05-01,1900-03-09 19:04:48
2019-05-02,1900-03-09 02:26:52.800000
2019-05-03,1900-03-09 05:36:31.680000
2019-05-06,1900-03-08 07:26:24
2019-05-07,1900-03-11 06:14:24
2019-05-08,1900-03-13 14:52:48
2019-05-09,1900-03-12 12:57:36
2019-05-10,1900-03-13 15:44:38.400000
2019-05-13,1900-03-12 03:27:21.600000
2019-05-14,1900-03-12 13:49:26.400000
2019-05-15,1900-03-12 12:57:36
2019-05-16,1900-03-12 21:36:00
2019-05-17,1900-03-12 12:05:45.600000
2019-05-20,1900-03-12 11:13:55.200000
2019-05-21,1900-03-12 21:36:00
2019-05-22,1900-03-12 10:45:24.480000
2019-05-23,1900-03-11 03:15:50.400000
2019-05-24,1900-03-11 22:16:19.200000
2019-05-27,1900-03-11 22:16:19.200000
2019-05-28,1900-03-11 04:07:40.800000
2019-05-29,1900-03-10 08:15:21.600000
2019-05-30,1900-03-10 15:10:04.800000
2019-05-31,1900-03-08 06:00:00
2019-06-03,1900-03-08 12:43:12
2019-06-04,1900-03-03 17:51:21.600000
2019-06-05,1900-03-03 12:11:48.480000
2019-06-06,1900-03-03 09:56:44.160000
2019-06-07,1900-03-04 06:13:14.880000
2019-06-10,1900-03-04 06:08:38.400000
2019-06-11,1900-03-04 22:16:19.200000
2019-06-12,1900-03-03 23:13:55.200000
2019-06-13,1900-03-04 02:41:16.800000
2019-06-14,1900-03-03 16:19:12
2019-06-17,1900-03-01 12:05:45.600000
2019-06-18,1900-02-28 11:32:38.400000
2019-06-19,1900-02-28 15:15:50.400000
2019-06-20,1900-02-28 23:26:52.800000
2019-06-21,1900-03-01 01:40:48
2019-06-24,1900-03-01 02:25:26.400000
2019-06-25,1900-02-28 07:04:48
2019-06-26,1900-02-28 22:39:30.240000
2019-06-27,1900-02-28 23:26:52.800000
2019-06-28,1900-03-01 12:50:24
2019-07-01,1900-03-01 18:02:52.800000
2019-07-02,1900-02-28 08:09:36
2019-07-03,1900-02-28 19:27:50.400000
2019-07-04,1900-02-28 19:27:50.400000
2019-07-05,1900-02-28 00:00:00
2019-07-08,1900-02-28 18:14:24
2019-07-09,1900-02-28 03:50:24
2019-07-10,1900-02-28 13:12:00
2019-07-11,1900-02-28 16:04:48
2019-07-12,1900-02-28 21:07:12
2019-07-15,1900-02-28 16:04:48
2019-07-16,1900-02-28 11:02:24
2019-07-17,1900-02-27 22:04:48
2019-07-18,1900-02-27 22:48:00
2019-07-19,1900-02-27 06:57:36
2019-07-22,1900-02-27 18:28:48
2019-07-23,1900-02-28 13:26:15.360000
2019-07-24,1900-02-28 20:24:00
2019-07-25,1900-02-28 20:24:00
2019-07-26,1900-02-28 12:28:48
2019-07-29,1900-02-28 10:19:12
2019-07-30,1900-02-27 10:33:36
2019-07-31,1900-02-26 23:45:36
2019-08-01,1900-02-26 07:00:46.080000
2019-08-02,1900-02-26 19:26:24
2019-08-05,1900-02-25 23:16:48
2019-08-06,1900-02-26 08:38:24
2019-08-07,1900-02-26 08:38:24
2019-08-08,1900-02-26 07:12:00
2019-08-09,1900-02-26 16:33:36
2019-08-12,1900-02-25 20:02:49.920000
