Date,mkt_cap
2013-05-31,1900-02-18 11:25:26.400000
2013-06-03,1900-02-20 10:27:50.400000
2013-06-04,1900-02-17 15:56:09.600000
2013-06-05,1900-02-17 02:29:45.600000
2013-06-06,1900-02-18 07:23:31.200000
2013-06-07,1900-02-19 04:53:45.600000
2013-06-10,1900-02-17 07:12:00
2013-06-11,1900-02-15 03:27:21.600000
2013-06-12,1900-02-13 10:27:50.400000
2013-06-13,1900-02-15 00:46:04.800000
2013-06-14,1900-02-15 01:26:24
2013-06-17,1900-02-15 00:05:45.600000
2013-06-18,1900-02-15 10:10:33.600000
2013-06-19,1900-02-15 04:48:00
2013-06-20,1900-02-11 21:30:14.400000
2013-06-21,1900-02-10 15:56:09.600000
2013-06-24,1900-02-10 08:32:38.400000
2013-06-25,1900-02-12 00:51:50.400000
2013-06-26,1900-02-11 01:20:03.840000
2013-06-27,1900-02-10 17:16:48
2013-06-28,1900-02-12 09:36:00
2013-07-01,1900-02-12 09:36:00
2013-07-02,1900-02-11 03:21:36
2013-07-03,1900-02-11 21:25:12
2013-07-04,1900-02-11 21:25:12
2013-07-05,1900-02-13 18:02:09.600000
2013-07-08,1900-02-15 06:08:38.400000
2013-07-09,1900-02-14 03:14:24
2013-07-10,1900-02-13 23:42:00
2013-07-11,1900-02-13 22:59:31.200000
2013-07-12,1900-02-13 13:47:16.800000
2013-07-15,1900-02-12 17:15:21.600000
2013-07-16,1900-02-15 08:38:24
2013-07-17,1900-02-15 21:48:57.600000
2013-07-18,1900-02-17 01:37:55.200000
2013-07-19,1900-02-16 19:02:38.400000
2013-07-22,1900-02-16 21:14:24
2013-07-23,1900-02-16 20:30:28.800000
2013-07-24,1900-02-17 04:33:36
2013-07-25,1900-02-18 06:12:57.600000
2013-07-26,1900-02-19 05:16:48
2013-07-29,1900-02-20 03:36:00
2013-07-30,1900-02-19 11:13:55.200000
2013-07-31,1900-02-20 00:37:26.400000
2013-08-01,1900-02-21 02:39:50.400000
2013-08-02,1900-02-23 02:16:48
2013-08-05,1900-02-22 21:48:57.600000
2013-08-06,1900-02-22 13:37:55.200000
2013-08-07,1900-02-23 10:27:50.400000
2013-08-08,1900-02-27 01:55:12
2013-08-09,1900-02-27 18:02:52.800000
2013-08-12,1900-02-27 18:02:52.800000
2013-08-13,1900-02-28 15:56:44.160000
2013-08-14,1900-03-01 02:21:07.200000
2013-08-15,1900-02-28 12:00:00
2013-08-16,1900-02-28 16:33:36
2013-08-19,1900-02-26 12:40:19.200000
2013-08-20,1900-02-26 19:12:00
2013-08-21,1900-02-25 22:48:00
2013-08-22,1900-02-26 11:51:21.600000
2013-08-23,1900-02-28 00:34:33.600000
2013-08-26,1900-02-27 13:09:07.200000
2013-08-27,1900-02-24 14:58:33.600000
2013-08-28,1900-02-24 20:41:16.800000
2013-08-29,1900-02-26 10:13:26.400000
2013-08-30,1900-02-25 10:33:36
2013-09-02,1900-02-25 10:33:36
2013-09-03,1900-02-27 09:53:16.800000
2013-09-04,1900-02-28 07:06:14.400000
2013-09-05,1900-02-28 11:11:02.400000
2013-09-06,1900-02-28 03:30:14.400000
2013-09-09,1900-03-02 07:43:40.800000
2013-09-10,1900-03-02 16:42:14.400000
2013-09-11,1900-03-03 11:28:19.200000
2013-09-12,1900-03-01 13:52:19.200000
2013-09-13,1900-02-28 17:01:49.440000
2013-09-16,1900-02-28 21:43:12
2013-09-17,1900-03-01 14:52:48
2013-09-18,1900-03-03 09:00:00
2013-09-19,1900-03-03 04:19:12
2013-09-20,1900-02-28 22:30:00
2013-09-23,1900-03-01 03:10:48
2013-09-24,1900-03-02 18:57:36
2013-09-25,1900-03-02 11:08:09.600000
2013-09-26,1900-03-02 06:31:40.800000
2013-09-27,1900-03-02 18:48:57.600000
2013-09-30,1900-03-01 18:14:24
2013-10-01,1900-03-03 01:43:40.800000
2013-10-02,1900-03-02 11:08:09.600000
2013-10-03,1900-03-03 01:43:40.800000
2013-10-04,1900-03-05 19:46:33.600000
2013-10-07,1900-03-09 03:38:52.800000
2013-10-08,1900-03-05 21:18:43.200000
2013-10-09,1900-03-13 01:42:14.400000
2013-10-10,1900-03-13 11:38:24
2013-10-11,1900-03-15 03:41:02.400000
2013-10-14,1900-03-16 15:28:04.800000
2013-10-15,1900-03-16 00:58:27.840000
2013-10-16,1900-03-18 14:06:43.200000
2013-10-17,1900-03-21 18:28:48
2013-10-18,1900-03-24 21:04:19.200000
2013-10-21,1900-03-25 05:03:50.400000
2013-10-22,1900-04-02 15:15:50.400000
2013-10-23,1900-04-02 23:13:12
2013-10-24,1900-04-05 06:18:00
2013-10-25,1900-04-05 18:25:55.200000
2013-10-28,1900-04-04 22:16:19.200000
2013-10-29,1900-04-02 21:53:16.800000
2013-10-30,1900-04-02 14:49:55.200000
2013-10-31,1900-04-04 16:13:26.400000
2013-11-01,1900-04-02 16:50:52.800000
2013-11-04,1900-04-01 05:34:04.800000
2013-11-05,1900-03-31 03:21:36
2013-11-06,1900-04-01 14:38:24
2013-11-07,1900-04-01 14:34:48
2013-11-08,1900-04-05 05:19:40.800000
2013-11-11,1900-04-04 18:53:16.800000
2013-11-12,1900-04-01 05:16:48
2013-11-13,1900-04-02 17:49:12
2013-11-14,1900-04-03 01:07:40.800000
2013-11-15,1900-04-01 21:59:02.400000
2013-11-18,1900-04-02 23:02:24
2013-11-19,1900-04-03 04:15:36
2013-11-20,1900-04-04 02:18:57.600000
2013-11-21,1900-04-06 07:42:57.600000
2013-11-22,1900-04-08 06:42:28.800000
2013-11-25,1900-04-09 13:40:48
2013-11-26,1900-04-10 05:54:14.400000
2013-11-27,1900-04-14 15:21:36
2013-11-28,1900-04-14 15:21:36
2013-11-29,1900-04-23 08:24:00
2013-12-02,1900-04-28 03:10:04.800000
2013-12-03,1900-04-29 22:42:14.400000
2013-12-04,1900-05-02 18:25:55.200000
2013-12-05,1900-05-02 12:43:12
2013-12-06,1900-05-02 11:24:00
2013-12-09,1900-05-03 01:55:12
2013-12-10,1900-05-04 21:28:48
2013-12-11,1900-05-02 18:00:00
2013-12-12,1900-05-03 08:31:12
2013-12-13,1900-05-01 21:24:28.800000
2013-12-16,1900-05-01 08:38:24
2013-12-17,1900-04-30 16:30:43.200000
2013-12-18,1900-05-03 14:24:00
2013-12-19,1900-05-02 03:27:21.600000
2013-12-20,1900-04-29 17:47:02.400000
2013-12-23,1900-04-29 09:38:52.800000
2013-12-24,1900-05-01 14:34:04.800000
2013-12-25,1900-05-01 14:34:04.800000
2013-12-26,1900-05-01 20:02:24
2013-12-27,1900-05-06 16:19:12
2013-12-30,1900-05-07 23:19:40.800000
2013-12-31,1900-05-10 19:12:00
