Date,mkt_cap
2011-08-12,1901-01-26 11:45:36
2011-08-15,1901-02-02 12:28:48
2011-08-16,1901-01-25 14:24:00
2011-08-17,1901-01-29 15:33:07.200000
2011-08-18,1900-12-28 06:20:09.600000
2011-08-19,1900-11-22 01:26:24
2011-08-22,1900-11-26 04:01:55.200000
2011-08-23,1900-12-09 02:58:33.600000
2011-08-24,1900-12-11 08:03:50.400000
2011-08-25,1900-12-03 18:02:52.800000
2011-08-26,1900-12-06 10:30:43.200000
2011-08-29,1900-12-15 22:01:55.200000
2011-08-30,1900-12-14 08:06:43.200000
2011-08-31,1900-12-21 18:20:09.600000
2011-09-01,1900-12-16 13:12:00
2011-09-02,1900-12-03 06:40:19.200000
2011-09-05,1900-12-03 06:40:19.200000
2011-09-06,1900-11-16 20:18:14.400000
2011-09-07,1900-11-28 09:07:12
2011-09-08,1900-11-20 00:08:38.400000
2011-09-09,1900-11-04 12:31:40.800000
2011-09-12,1900-10-28 13:40:48
2011-09-13,1900-10-30 14:58:33.600000
2011-09-14,1900-11-08 15:07:12
2011-09-15,1900-11-20 07:43:40.800000
2011-09-16,1900-11-15 10:10:33.600000
2011-09-19,1900-11-04 20:06:43.200000
2011-09-20,1900-11-04 16:19:12
2011-09-21,1900-10-26 04:48:00
2011-09-22,1900-10-13 21:01:26.400000
2011-09-23,1900-10-05 12:40:19.200000
2011-09-26,1900-10-12 19:46:33.600000
2011-09-27,1900-10-24 09:01:26.400000
2011-09-28,1900-10-19 04:59:31.200000
2011-09-29,1900-10-27 20:55:40.800000
2011-09-30,1900-10-15 13:26:24
2011-10-03,1900-10-03 16:53:45.600000
2011-10-04,1900-10-10 20:21:07.200000
2011-10-05,1900-10-18 18:02:52.800000
2011-10-06,1900-10-29 16:42:14.400000
2011-10-07,1900-10-26 23:02:24
2011-10-10,1900-11-10 16:53:45.600000
2011-10-11,1900-11-11 03:50:24
2011-10-12,1900-11-20 06:43:12
2011-10-13,1900-11-19 01:32:09.600000
2011-10-14,1900-11-23 11:57:07.200000
2011-10-17,1900-11-11 18:25:55.200000
2011-10-18,1900-11-15 17:16:48
2011-10-19,1900-11-09 11:42:43.200000
2011-10-20,1900-11-08 13:49:26.400000
2011-10-21,1900-11-17 20:21:07.200000
2011-10-24,1900-11-23 04:01:55.200000
2011-10-25,1900-11-15 13:37:55.200000
2011-10-26,1900-11-21 19:12:00
2011-10-27,1900-12-27 09:18:43.200000
