Date,mkt_cap
2011-08-12,1901-11-26 00:50:24
2011-08-15,1901-12-06 15:04:19.200000
2011-08-16,1901-11-16 19:59:31.200000
2011-08-17,1901-11-24 04:00:28.800000
2011-08-18,1901-11-03 12:34:33.600000
2011-08-19,1901-10-31 05:42:43.200000
2011-08-22,1901-10-30 12:04:19.200000
2011-08-23,1901-11-14 21:44:38.400000
2011-08-24,1901-11-12 11:31:12
2011-08-25,1901-11-05 07:20:38.400000
2011-08-26,1901-11-09 07:33:36
2011-08-29,1901-11-22 01:55:12
2011-08-30,1901-11-26 17:19:40.800000
2011-08-31,1901-12-13 04:19:12
2011-09-01,1901-12-10 13:01:55.200000
2011-09-02,1901-12-05 06:25:55.200000
2011-09-05,1901-12-05 06:25:55.200000
2011-09-06,1901-11-07 12:30:14.400000
2011-09-07,1901-11-25 00:48:57.600000
2011-09-08,1901-11-19 00:30:14.400000
2011-09-09,1901-10-27 13:10:33.600000
2011-09-12,1901-10-08 05:49:55.200000
2011-09-13,1901-10-07 07:01:55.200000
2011-09-14,1901-10-02 23:13:55.200000
2011-09-15,1901-10-05 19:35:02.400000
2011-09-16,1901-09-28 23:00:57.600000
2011-09-19,1901-09-21 01:06:14.400000
2011-09-20,1901-09-16 01:33:36
2011-09-21,1901-08-12 16:12:00
2011-09-22,1901-06-09 19:12:00
2011-09-23,1901-05-24 09:56:09.600000
2011-09-26,1901-06-02 06:20:09.600000
2011-09-27,1901-06-18 14:00:57.600000
2011-09-28,1901-05-28 11:00:57.600000
2011-09-29,1901-06-06 10:27:50.400000
2011-09-30,1901-05-11 10:04:48
2011-10-03,1901-04-14 16:07:40.800000
2011-10-04,1901-04-04 08:03:50.400000
2011-10-05,1901-04-10 02:25:26.400000
2011-10-06,1901-05-07 11:00:57.600000
2011-10-07,1901-04-25 09:50:24
2011-10-10,1901-05-13 18:28:48
2011-10-11,1901-05-16 02:16:48
2011-10-12,1901-05-25 04:13:26.400000
2011-10-13,1901-05-22 09:01:26.400000
2011-10-14,1901-05-29 05:45:36
2011-10-17,1901-05-21 22:27:50.400000
2011-10-18,1901-05-28 08:38:24
2011-10-19,1901-05-25 10:56:38.400000
2011-10-20,1901-05-14 23:36:57.600000
2011-10-21,1901-05-27 19:58:04.800000
2011-10-24,1901-06-19 02:18:14.400000
2011-10-25,1901-06-09 12:05:45.600000
2011-10-26,1901-06-16 15:10:04.800000
2011-10-27,1901-07-14 16:53:45.600000
2011-10-28,1901-07-22 00:11:31.200000
2011-10-31,1901-07-06 06:08:38.400000
2011-11-01,1901-06-18 15:44:38.400000
2011-11-02,1901-06-30 06:31:40.800000
2011-11-03,1901-07-09 12:17:16.800000
2011-11-04,1901-07-01 03:38:52.800000
2011-11-07,1901-07-09 16:30:43.200000
2011-11-08,1901-07-18 20:51:21.600000
2011-11-09,1901-07-05 10:00:28.800000
2011-11-10,1901-06-30 04:42:14.400000
2011-11-11,1901-07-14 00:02:52.800000
2011-11-14,1901-07-06 13:37:55.200000
2011-11-15,1901-06-29 07:27:50.400000
2011-11-16,1901-06-24 08:31:12
2011-11-17,1901-06-19 01:04:48
2011-11-18,1901-06-13 07:00:28.800000
2011-11-21,1901-05-27 22:04:48
2011-11-22,1901-05-23 09:44:38.400000
2011-11-23,1901-04-22 20:21:07.200000
2011-11-24,1901-04-22 20:21:07.200000
2011-11-25,1901-04-13 01:03:21.600000
2011-11-28,1901-04-29 19:32:09.600000
2011-11-29,1901-04-24 13:37:55.200000
2011-11-30,1901-05-22 21:05:45.600000
2011-12-01,1901-05-16 03:10:04.800000
2011-12-02,1901-05-21 15:28:48
2011-12-05,1901-05-17 00:48:57.600000
2011-12-06,1901-05-20 22:46:33.600000
2011-12-07,1901-06-03 08:19:40.800000
2011-12-08,1901-05-16 18:33:07.200000
2011-12-09,1901-05-27 03:01:26.400000
2011-12-12,1901-05-20 12:20:09.600000
2011-12-13,1901-05-18 12:18:43.200000
2011-12-14,1901-05-08 22:37:55.200000
2011-12-15,1901-05-10 18:28:48
2011-12-16,1901-05-15 23:45:36
2011-12-19,1901-05-09 02:48:28.800000
2011-12-20,1901-05-19 00:50:24
2011-12-21,1901-05-18 08:08:09.600000
2011-12-22,1901-05-21 07:07:40.800000
2011-12-23,1901-05-22 18:37:26.400000
2011-12-26,1901-05-22 18:37:26.400000
2011-12-27,1901-05-15 02:52:48
2011-12-28,1901-05-09 19:30:43.200000
2011-12-29,1901-05-13 09:07:12
2011-12-30,1901-05-16 01:50:52.800000
2012-01-02,1901-05-16 01:50:52.800000
2012-01-03,1901-05-16 11:57:07.200000
2012-01-04,1901-05-23 23:31:12
2012-01-05,1901-05-24 05:42:43.200000
2012-01-06,1901-05-22 22:45:07.200000
2012-01-09,1901-05-23 21:27:21.600000
2012-01-10,1901-05-27 11:06:43.200000
2012-01-11,1901-05-30 18:34:33.600000
2012-01-12,1901-06-05 14:55:40.800000
2012-01-13,1901-05-31 11:05:16.800000
2012-01-16,1901-05-31 11:05:16.800000
2012-01-17,1901-06-06 11:34:04.800000
2012-01-18,1901-06-14 17:42:43.200000
2012-01-19,1901-06-21 16:53:45.600000
2012-01-20,1901-06-22 01:09:07.200000
2012-01-23,1901-08-08 08:08:09.600000
2012-01-24,1901-08-04 03:08:38.400000
2012-01-25,1901-08-02 06:15:50.400000
2012-01-26,1901-08-04 18:51:50.400000
2012-01-27,1901-08-08 01:23:31.200000
2012-01-30,1901-08-01 03:20:09.600000
2012-01-31,1901-08-03 18:10:04.800000
2012-02-01,1901-08-17 16:32:09.600000
2012-02-02,1901-08-26 04:43:40.800000
2012-02-03,1901-10-27 03:27:21.600000
2012-02-06,1901-10-24 16:59:31.200000
2012-02-07,1901-10-31 22:56:38.400000
2012-02-08,1901-11-02 16:33:36
2012-02-09,1901-11-07 18:57:36
2012-02-10,1901-11-04 15:04:19.200000
2012-02-13,1901-11-06 23:22:33.600000
2012-02-14,1901-11-04 22:24:57.600000
2012-02-15,1901-11-04 10:10:33.600000
2012-02-16,1901-11-10 15:30:14.400000
2012-02-17,1901-11-19 17:22:33.600000
2012-02-20,1901-11-19 17:22:33.600000
2012-02-21,1901-11-28 17:29:45.600000
2012-02-22,1901-11-25 07:45:07.200000
2012-02-23,1901-11-24 21:34:33.600000
2012-02-24,1901-11-29 05:54:14.400000
2012-02-27,1901-11-28 02:35:31.200000
2012-02-28,1901-12-07 22:33:36
2012-02-29,1901-12-09 13:19:12
2012-03-01,1901-12-24 19:52:19.200000
2012-03-02,1901-12-18 13:46:33.600000
2012-03-05,1901-12-07 18:17:16.800000
