Date,mkt_cap
2011-08-12,1903-04-02 06:57:36
2011-08-15,1903-04-28 23:31:12
2011-08-16,1903-04-24 06:00:00
2011-08-17,1903-06-02 02:09:36
2011-08-18,1903-03-10 12:57:36
2011-08-19,1903-03-05 10:04:48
2011-08-22,1903-03-15 15:36:00
2011-08-23,1903-04-24 11:31:12
2011-08-24,1903-04-11 16:48:00
2011-08-25,1903-03-11 09:21:36
2011-08-26,1903-03-23 02:24:00
2011-08-29,1903-04-28 07:26:24
2011-08-30,1903-04-20 05:16:48
2011-08-31,1903-06-05 00:14:24
2011-09-01,1903-06-02 16:04:48
2011-09-02,1903-04-08 03:07:12
2011-09-05,1903-04-08 03:07:12
2011-09-06,1903-03-12 07:12:00
2011-09-07,1903-04-07 02:09:36
2011-09-08,1903-03-01 04:48:00
2011-09-09,1902-11-26 22:19:12
2011-09-12,1902-11-14 09:07:12
2011-09-13,1902-11-18 21:21:36
2011-09-14,1902-11-22 11:31:12
2011-09-15,1902-12-25 13:55:12
2011-09-16,1902-12-20 15:07:12
2011-09-19,1902-12-08 08:38:24
2011-09-20,1902-09-29 09:21:36
2011-09-21,1902-08-12 23:31:12
2011-09-22,1902-05-08 18:25:55.200000
2011-09-23,1902-05-21 19:17:45.600000
2011-09-26,1902-08-16 23:11:02.400000
2011-09-27,1902-09-08 07:30:43.200000
2011-09-28,1902-08-12 18:20:09.600000
2011-09-29,1902-10-01 14:24:00
2011-09-30,1902-08-21 21:44:38.400000
2011-10-03,1902-08-03 09:18:43.200000
2011-10-04,1902-08-24 15:56:09.600000
2011-10-05,1902-09-03 02:52:48
2011-10-06,1902-09-26 08:52:48
2011-10-07,1902-09-08 01:04:48
2011-10-10,1902-10-13 02:38:24
2011-10-11,1902-10-12 03:07:12
2011-10-12,1902-11-04 23:02:24
2011-10-13,1902-11-04 04:19:12
2011-10-14,1902-11-18 22:48:00
2011-10-17,1902-10-14 21:07:12
2011-10-18,1902-11-17 13:40:48
2011-10-19,1902-10-29 01:40:48
2011-10-20,1902-10-08 23:16:48
2011-10-21,1902-10-24 22:19:12
2011-10-24,1902-11-26 19:55:12
2011-10-25,1902-11-15 14:24:00
2011-10-26,1902-12-05 12:00:00
2011-10-27,1903-01-28 06:43:12
2011-10-28,1903-02-06 03:21:36
2011-10-31,1902-12-01 21:36:00
2011-11-01,1902-10-27 04:48:00
2011-11-02,1903-01-10 13:12:00
2011-11-03,1903-01-31 15:50:24
2011-11-04,1903-01-27 09:36:00
2011-11-07,1903-02-09 19:12:00
2011-11-08,1903-03-17 03:21:36
2011-11-09,1903-01-27 07:40:48
2011-11-10,1903-02-06 19:40:48
2011-11-11,1903-03-10 08:09:36
2011-11-14,1903-02-23 22:04:48
2011-11-15,1903-02-23 17:16:48
2011-11-16,1903-02-03 07:40:48
2011-11-17,1903-01-10 00:14:24
2011-11-18,1903-01-14 23:02:24
2011-11-21,1902-12-08 21:07:12
2011-11-22,1902-12-16 02:09:36
2011-11-23,1902-11-13 03:07:12
2011-11-24,1902-11-13 03:07:12
2011-11-25,1902-09-18 19:12:00
2011-11-28,1902-10-30 19:12:00
2011-11-29,1902-11-20 04:48:00
2011-11-30,1903-01-04 14:24:00
2011-12-01,1902-12-29 00:00:00
2011-12-02,1903-01-04 19:12:00
2011-12-05,1903-03-19 07:40:48
2011-12-06,1903-03-20 18:57:36
2011-12-07,1903-03-16 04:04:48
2011-12-08,1903-02-15 14:38:24
