Date,mom_21
2013-07-22,0.09514747859181738
2013-07-23,0.0990990990990992
2013-07-24,0.1244509516837482
2013-07-25,0.12342691190706678
2013-07-26,0.1089345437171525
2013-07-29,0.1089345437171525
2013-07-30,0.10523786641037969
2013-07-31,0.07431796801505164
2013-08-01,0.07457786116322707
2013-08-02,0.0030647985989491477
2013-08-05,0.12243925678894718
2013-08-06,0.11042944785276076
2013-08-07,0.12047619047619063
2013-08-08,0.12326139088729016
2013-08-09,0.14532374100719414
2013-08-12,0.12106992022524654
2013-08-13,0.10933833880807131
2013-08-14,0.07895937927886809
2013-08-15,0.04284452296819774
2013-08-16,0.029206625980819467
2013-08-19,-0.008688097306689846
2013-08-20,-0.008688097306689846
2013-08-21,-0.015530629853321765
2013-08-22,0.00043402777777790114
2013-08-23,-0.013356311934511034
2013-08-26,-0.02800517018526505
2013-08-27,-0.04351572598018105
2013-08-28,-0.014782608695652177
2013-08-29,-0.007880910683012221
2013-08-30,-0.022261021388040203
2013-09-03,-0.0030554343081623525
2013-09-04,-0.03056027164685904
2013-09-05,-0.029324266893327677
2013-09-06,-0.04207394815129628
2013-09-09,-0.02818104184457726
2013-09-10,-0.03056951423785592
2013-09-11,-0.022185014650481394
2013-09-12,-0.015228426395939021
2013-09-13,-0.022419627749577065
2013-09-16,-0.015671325709445183
2013-09-17,-0.015671325709445183
2013-09-18,0.04119193689745848
2013-09-19,0.03856266432953537
2013-09-20,0.03856266432953537
2013-09-23,0.02819956616052055
2013-09-24,0.03493449781659397
2013-09-25,0.05053191489361697
2013-09-26,0.06756756756756754
2013-09-27,0.04589585172109434
2013-09-30,0.05604589585172115
2013-10-01,0.08437500000000009
2013-10-02,0.053415061295971844
2013-10-03,0.053415061295971844
2013-10-04,0.053415061295971844
2013-10-07,0.07453416149068315
2013-10-08,0.06414762741652003
2013-10-09,0.046220302375809874
2013-10-10,0.03681506849315075
2013-10-11,0.04037800687285209
2013-10-14,0.048031155344006926
2013-10-15,0.06411359724612753
2013-10-16,0.062392426850258254
2013-10-17,0.04040404040404022
2013-10-18,0.05021097046413514
2013-10-21,0.05021097046413514
2013-10-22,0.05864978902953588
2013-10-23,0.05864978902953588
2013-10-24,0.04177215189873418
2013-10-25,0.052320675105485215
2013-10-28,0.052320675105485215
2013-10-29,0.04220643543669045
2013-10-30,0.012350761630300466
2013-10-31,0.014962593516209655
2013-11-01,0.014962593516209655
2013-11-04,0.014962593516209655
2013-11-05,-0.012386457473162582
2013-11-06,-0.014450867052023031
2013-11-07,-0.02725020644095788
2013-11-08,-0.054913294797687806
2013-11-11,-0.052023121387283155
2013-11-12,-0.052023121387283155
2013-11-13,-0.08046906591184799
2013-11-14,-0.07897934386391259
2013-11-15,-0.08009708737864085
2013-11-18,-0.06669345118521497
2013-11-19,-0.06669345118521497
2013-11-20,-0.07413312076524514
2013-11-21,-0.07413312076524514
2013-11-22,-0.0818144997974889
2013-11-25,-0.09101844426623895
2013-11-26,-0.09101844426623895
2013-11-27,-0.10224538893344026
2013-11-29,-0.0902806018706791
2013-12-02,-0.08108108108108114
2013-12-03,-0.08517608517608521
2013-12-04,-0.09418509418509424
2013-12-05,-0.07316053511705689
2013-12-06,-0.0653540008378719
2013-12-09,-0.04753820033955847
2013-12-10,-0.019659239842725995
2013-12-11,-0.022648083623693416
2013-12-12,-0.022648083623693416
2013-12-13,-0.01319261213720302
2013-12-16,-0.01319261213720302
2013-12-17,-0.02638522427440626
2013-12-18,-0.03960396039603964
2013-12-19,-0.03960396039603964
2013-12-20,-0.03960396039603964
2013-12-23,-0.02324580284115363
2013-12-24,0.0008822232024701115
2013-12-26,0.0008822232024701115
2013-12-27,-0.0017644464049405562
2013-12-30,0.010719071013845394
2013-12-31,0.011622708985248087
2014-01-02,0.0062388591800355275
2014-01-03,0.0107430617726052
2014-01-06,0.020795660036166286
2014-01-07,0.010825439783491042
2014-01-08,0.0044822949350067365
2014-01-09,-0.023618538324420735
2014-01-10,-0.023618538324420735
2014-01-13,-0.024955436720142665
2014-01-14,-0.024955436720142665
2014-01-15,-0.024955436720142665
2014-01-16,-0.024955436720142665
2014-01-17,-0.011743450767841113
2014-01-21,-0.03541012998655313
2014-01-22,-0.03541012998655313
2014-01-23,-0.061855670103092786
2014-01-24,-0.09299250771264889
2014-01-27,-0.11282503305420899
2014-01-28,-0.11987659762009706
2014-01-29,-0.11268228015908088
2014-01-30,-0.11931064958020321
2014-01-31,-0.13610251878037993
2014-02-03,-0.13551815766164743
2014-02-04,-0.14348981399468552
2014-02-05,-0.14348981399468552
2014-02-06,-0.13699241410084784
2014-02-07,-0.13699241410084784
2014-02-10,-0.09447740757644907
2014-02-11,-0.08306709265175716
2014-02-12,-0.07815356489945147
2014-02-13,-0.07815356489945147
2014-02-14,-0.07815356489945147
2014-02-18,-0.07815356489945147
2014-02-19,-0.07084095063985374
2014-02-20,-0.05065055762081783
2014-02-21,-0.058085501858736066
2014-02-24,-0.039178213091256575
2014-02-25,-0.013119533527696792
2014-02-26,-0.02036761053154501
2014-02-27,-0.01001502253380071
2014-02-28,-0.015438247011952178
2014-03-03,0.012543903662819877
2014-03-04,0.039386189258312054
2014-03-05,0.040983606557376984
2014-03-06,0.050672182006204824
2014-03-07,0.050672182006204824
2014-03-10,0.050672182006204824
2014-03-11,0.050672182006204824
2014-03-12,0.024193548387096753
2014-03-13,0.011448481831757062
2014-03-14,0.007436787307882886
2014-03-17,0.04858701041150204
2014-03-18,0.04858701041150204
2014-03-19,0.05850272682201285
2014-03-20,0.050664043285784555
