Date,divy
2005-08-10,1.69581
2005-08-11,1.6991100000000001
2005-08-12,1.69692
2005-08-15,1.69692
2005-08-16,1.69973
2005-08-17,1.7119900000000001
2005-08-18,1.72932
2005-08-19,1.74458
2005-08-22,1.72945
2005-08-23,1.74
2005-08-24,1.7851599999999999
2005-08-25,1.75736
2005-08-26,1.78632
2005-08-29,1.77161
2005-08-30,1.7694299999999998
2005-08-31,1.7461799999999998
2005-09-01,1.72054
2005-09-02,1.7120600000000001
2005-09-05,1.7234699999999998
2005-09-06,1.72789
2005-09-07,1.71875
2005-09-08,1.71395
2005-09-09,1.70891
2005-09-12,1.70123
2005-09-13,1.63923
2005-09-14,1.65384
2005-09-15,1.66242
2005-09-16,1.6338300000000001
2005-09-19,1.64386
2005-09-20,1.64594
2005-09-21,1.66438
2005-09-22,1.66639
2005-09-23,1.6717
2005-09-26,1.7887499999999998
2005-09-27,1.78004
2005-09-28,1.81502
2005-09-29,1.81447
2005-09-30,1.79668
2005-10-03,1.76905
2005-10-04,1.90258
2005-10-05,1.93324
2005-10-06,1.9765000000000001
2005-10-07,1.9821900000000001
2005-10-10,1.96231
2005-10-11,1.96284
2005-10-12,1.9650699999999999
2005-10-13,2.02813
2005-10-14,2.05341
2005-10-17,2.04637
2005-10-18,2.04717
2005-10-19,2.05019
2005-10-20,2.06285
2005-10-21,2.04977
2005-10-24,2.04315
2005-10-25,2.02616
2005-10-26,2.02616
2005-10-27,2.02153
2005-10-28,2.03678
2005-10-31,1.99281
2005-11-01,1.99281
2005-11-02,1.95354
2005-11-03,1.94505
2005-11-04,1.9382899999999998
2005-11-07,1.9320300000000001
2005-11-08,1.9671699999999999
2005-11-09,1.9557099999999998
2005-11-10,1.9635799999999999
2005-11-11,1.98519
2005-11-14,1.97502
2005-11-15,1.9755099999999999
2005-11-16,1.99892
2005-11-17,1.9767700000000001
2005-11-18,1.97142
2005-11-21,1.98096
2005-11-22,1.96149
2005-11-23,1.95384
2005-11-24,1.94516
2005-11-25,1.94814
2005-11-28,1.94905
2005-11-29,1.94459
2005-11-30,1.95451
2005-12-01,1.92398
2005-12-02,1.91856
2005-12-05,1.9421
2005-12-06,1.9351
2005-12-07,1.9119199999999998
2005-12-08,1.9119199999999998
2005-12-09,1.93069
2005-12-12,1.9667400000000002
2005-12-13,1.9498
2005-12-14,1.95215
2005-12-15,1.9509400000000001
2005-12-16,1.9449
2005-12-19,1.95656
2005-12-20,1.95397
2005-12-21,1.95136
2005-12-22,1.92976
2005-12-23,1.93238
2005-12-26,1.93238
2005-12-27,1.92157
2005-12-28,1.91157
2005-12-29,1.90608
2005-12-30,1.90608
2006-01-02,2.29173
2006-01-03,2.26843
2006-01-04,2.22884
