Date,divy
2009-03-10,5.03
2009-03-11,4.98
2009-03-12,5.04
2009-03-13,5.06
2009-03-16,5.23
2009-03-17,5.25
2009-03-18,5.2
2009-03-19,5.17
2009-03-20,5.02
2009-03-23,4.9
2009-03-24,4.9399999999999995
2009-03-25,4.74
2009-03-26,4.65
2009-03-27,4.54
2009-03-30,4.5600000000000005
2009-03-31,4.67
2009-04-01,4.72
2009-04-02,4.66
2009-04-03,4.5
2009-04-06,4.5
2009-04-07,4.44
2009-04-08,4.4
2009-04-09,4.4
2009-04-10,4.4
2009-04-13,4.46
2009-04-14,4.46
2009-04-15,4.49
2009-04-16,4.38
2009-04-17,4.28
2009-04-20,4.31
2009-04-21,4.38
2009-04-22,4.32
2009-04-23,4.33
2009-04-24,4.24
2009-04-27,4.3
2009-04-28,4.33
2009-04-29,4.37
2009-04-30,4.31
2009-05-01,4.31
2009-05-04,4.23
2009-05-05,4.09
2009-05-06,4.06
2009-05-07,3.99
2009-05-08,3.98
2009-05-11,3.92
2009-05-12,3.9699999999999998
2009-05-13,3.9699999999999998
2009-05-14,4.01
2009-05-15,3.92
2009-05-18,3.98
2009-05-19,3.9
2009-05-20,3.86
2009-05-21,3.86
2009-05-22,3.9
2009-05-25,3.87
2009-05-26,3.9
2009-05-27,3.82
2009-05-28,3.84
2009-05-29,3.76
2009-06-01,3.25
2009-06-02,3.21
2009-06-03,3.25
2009-06-04,3.24
2009-06-05,3.18
2009-06-08,3.23
2009-06-09,3.29
2009-06-10,3.25
2009-06-11,3.16
2009-06-12,3.16
2009-06-15,3.17
2009-06-16,3.3
2009-06-17,3.42
2009-06-18,3.42
2009-06-19,3.48
2009-06-22,3.46
2009-06-23,3.54
2009-06-24,3.45
2009-06-25,3.38
2009-06-26,3.37
2009-06-29,3.38
2009-06-30,3.44
2009-07-01,3.44
2009-07-02,3.43
2009-07-03,3.44
2009-07-06,3.4
2009-07-07,3.36
2009-07-08,3.36
2009-07-09,3.33
2009-07-10,3.31
2009-07-13,3.33
2009-07-14,3.33
2009-07-15,3.3
2009-07-16,3.25
2009-07-17,3.24
2009-07-20,3.19
2009-07-21,3.17
2009-07-22,3.14
2009-07-23,3.14
2009-07-24,3.06
2009-07-27,2.96
2009-07-28,2.91
2009-07-29,2.85
2009-07-30,2.93
2009-07-31,2.9
2009-08-03,2.88
2009-08-04,2.81
2009-08-05,2.81
2009-08-06,2.85
2009-08-07,2.91
2009-08-10,2.82
2009-08-11,2.82
2009-08-12,2.86
2009-08-13,2.85
2009-08-14,2.87
2009-08-17,2.95
2009-08-18,2.99
2009-08-19,2.9699999999999998
2009-08-20,3.02
2009-08-21,3.02
2009-08-24,2.86
2009-08-25,2.88
2009-08-26,2.87
2009-08-27,2.86
2009-08-28,2.81
2009-08-31,2.82
2009-09-01,2.84
2009-09-02,2.9
2009-09-03,2.91
2009-09-04,2.9
2009-09-07,2.9
2009-09-08,2.86
2009-09-09,2.89
2009-09-10,2.87
2009-09-11,2.84
2009-09-14,2.89
2009-09-15,2.92
2009-09-16,2.94
2009-09-17,2.93
2009-09-18,2.92
2009-09-21,2.92
2009-09-22,2.95
2009-09-23,2.87
2009-09-24,2.87
2009-09-25,2.89
2009-09-28,2.93
2009-09-29,2.92
2009-09-30,2.92
2009-10-01,2.92
2009-10-02,2.93
2009-10-05,2.94
