Date,divy
2008-05-01,2.34
2008-05-02,2.33
2008-05-05,2.37
2008-05-06,2.39
2008-05-07,2.44
2008-05-08,2.44
2008-05-09,2.44
2008-05-12,2.48
2008-05-13,2.4699999999999998
2008-05-14,2.46
2008-05-15,2.4699999999999998
2008-05-16,2.4699999999999998
2008-05-19,2.55
2008-05-20,2.5300000000000002
2008-05-21,2.45
2008-05-22,2.45
2008-05-23,2.45
2008-05-26,2.54
2008-05-27,2.54
2008-05-28,2.54
2008-05-29,2.54
2008-05-30,2.54
2008-06-02,2.31
2008-06-03,2.31
2008-06-04,2.27
2008-06-05,2.32
2008-06-06,2.32
2008-06-09,2.27
2008-06-10,2.27
2008-06-11,2.2800000000000002
2008-06-12,2.4
2008-06-13,2.4
2008-06-16,2.37
2008-06-17,2.36
2008-06-18,2.37
2008-06-19,2.37
2008-06-20,2.37
2008-06-23,2.42
2008-06-24,2.43
2008-06-25,2.4699999999999998
2008-06-26,2.38
2008-06-27,2.38
2008-06-30,2.45
2008-07-01,2.44
2008-07-02,2.42
2008-07-03,2.42
2008-07-04,2.42
2008-07-07,2.42
2008-07-08,2.48
2008-07-09,2.57
2008-07-10,2.57
2008-07-11,2.57
2008-07-14,2.52
2008-07-15,2.62
2008-07-16,2.58
2008-07-17,2.65
2008-07-18,2.65
2008-07-21,2.58
2008-07-22,2.58
2008-07-23,2.57
2008-07-24,2.58
2008-07-25,2.58
2008-07-28,2.67
2008-07-29,2.68
2008-07-30,2.7
2008-07-31,2.7
2008-08-01,2.7
2008-08-04,2.79
2008-08-05,2.77
2008-08-06,2.74
2008-08-07,2.68
2008-08-08,2.68
2008-08-11,2.84
2008-08-12,2.8
2008-08-13,2.8
2008-08-14,2.8
2008-08-15,2.8
2008-08-18,2.75
2008-08-19,2.73
2008-08-20,2.71
2008-08-21,2.71
2008-08-22,2.71
2008-08-25,2.56
2008-08-26,2.54
2008-08-27,2.57
2008-08-28,2.57
2008-08-29,2.57
2008-09-01,2.61
2008-09-02,2.67
2008-09-03,2.69
2008-09-04,2.69
2008-09-05,2.69
2008-09-08,2.76
2008-09-09,2.85
2008-09-10,2.87
2008-09-11,2.77
2008-09-12,2.77
2008-09-15,3.08
2008-09-16,3.08
2008-09-17,3.02
2008-09-18,3.02
2008-09-19,3.02
2008-09-22,3.01
2008-09-23,3.01
2008-09-24,3.14
2008-09-25,3.14
2008-09-26,3.14
2008-09-29,3.23
2008-09-30,3.01
2008-10-01,3.01
2008-10-02,3.01
2008-10-03,3.01
2008-10-06,3.13
2008-10-07,3.59
2008-10-08,3.59
2008-10-09,3.59
2008-10-10,3.58
2008-10-13,3.4
2008-10-14,3.18
2008-10-15,3.09
2008-10-16,3.09
2008-10-17,3.09
2008-10-20,3.35
2008-10-21,3.33
2008-10-22,3.4699999999999998
2008-10-23,3.4699999999999998
2008-10-24,3.4699999999999998
2008-10-27,4.01
2008-10-28,3.82
2008-10-29,3.9
2008-10-30,3.91
2008-10-31,3.91
2008-11-03,3.73
2008-11-04,3.68
2008-11-05,3.7
2008-11-06,3.69
2008-11-07,3.7
2008-11-10,3.9
2008-11-11,4.11
2008-11-12,4.12
2008-11-13,4.11
2008-11-14,4.11
2008-11-17,4.28
2008-11-18,4.5
2008-11-19,4.59
2008-11-20,4.58
2008-11-21,4.58
2008-11-24,4.82
2008-11-25,4.85
2008-11-26,4.96
2008-11-27,4.97
2008-11-28,4.97
2008-12-01,4.55
2008-12-02,4.76
2008-12-03,4.68
2008-12-04,4.68
2008-12-05,4.68
2008-12-08,4.68
2008-12-09,4.54
2008-12-10,4.54
2008-12-11,4.54
2008-12-12,4.72
2008-12-15,4.51
2008-12-16,4.51
2008-12-17,4.45
2008-12-18,4.49
2008-12-19,4.5
2008-12-22,4.65
2008-12-23,4.64
2008-12-24,4.72
2008-12-25,4.72
2008-12-26,4.71
2008-12-29,4.71
2008-12-30,4.65
2008-12-31,4.6899999999999995
2009-01-01,4.5600000000000005
2009-01-02,4.5600000000000005
2009-01-05,4.2
2009-01-06,4.09
2009-01-07,4.1
2009-01-08,4.1
2009-01-09,4.1
2009-01-12,4.26
2009-01-13,4.34
2009-01-14,4.43
2009-01-15,4.32
2009-01-16,4.32
2009-01-19,4.67
2009-01-20,4.77
2009-01-21,4.77
2009-01-22,4.77
2009-01-23,4.77
2009-01-26,4.51
2009-01-27,4.46
2009-01-28,4.47
2009-01-29,4.44
2009-01-30,4.44
2009-02-02,4.51
2009-02-03,4.45
2009-02-04,4.45
2009-02-05,4.42
2009-02-06,4.42
2009-02-09,4.25
2009-02-10,4.27
2009-02-11,4.32
2009-02-12,4.33
2009-02-13,4.32
2009-02-16,4.26
2009-02-17,4.47
2009-02-18,4.39
2009-02-19,4.24
2009-02-20,4.24
2009-02-23,4.27
2009-02-24,4.42
2009-02-25,4.45
2009-02-26,4.45
2009-02-27,4.45
2009-03-02,4.71
2009-03-03,4.71
2009-03-04,4.65
2009-03-05,4.64
2009-03-06,4.64
2009-03-09,4.72
2009-03-10,4.68
2009-03-11,4.68
2009-03-12,4.48
2009-03-13,4.48
2009-03-16,4.18
2009-03-17,4.25
2009-03-18,4.16
2009-03-19,4.17
2009-03-20,4.25
2009-03-23,4.1
2009-03-24,4.03
2009-03-25,4
2009-03-26,4
2009-03-27,4
2009-03-30,4.07
2009-03-31,4.01
2009-04-01,3.98
2009-04-02,3.98
2009-04-03,3.99
2009-04-06,3.76
2009-04-07,3.84
2009-04-08,3.84
