Date,div_yield
2013-10-17,1.05
2013-10-18,1.04
2013-10-21,1.05
2013-10-22,1.05
2013-10-23,1.06
2013-10-24,1.06
2013-10-25,1.06
2013-10-28,1.05
2013-10-29,1.04
2013-10-30,1.04
2013-10-31,1.06
2013-11-01,1.05
2013-11-04,1.06
2013-11-05,1.06
2013-11-06,1.06
2013-11-07,1.07
2013-11-08,1.08
2013-11-11,1.08
2013-11-12,1.07
2013-11-13,1.1
2013-11-14,1.09
2013-11-15,1.06
2013-11-18,1.06
2013-11-19,1.05
2013-11-20,1.06
2013-11-21,1.08
2013-11-22,1.07
2013-11-25,1.07
2013-11-26,1.06
2013-11-27,1.07
2013-11-28,1.06
2013-11-29,1.06
2013-12-02,1.07
2013-12-03,1.09
2013-12-04,1.1
2013-12-05,1.11
2013-12-06,1.11
2013-12-09,1.1
2013-12-10,1.11
2013-12-11,1.11
2013-12-12,1.12
2013-12-13,1.13
2013-12-16,1.12
2013-12-17,1.12
2013-12-18,1.11
2013-12-19,1.12
2013-12-20,1.12
2013-12-23,1.1
2013-12-24,1.1
2013-12-25,1.1
2013-12-26,1.1
2013-12-27,1.09
2013-12-30,1.1
2013-12-31,1.1
2014-01-01,1.26
2014-01-02,1.28
2014-01-03,1.31
2014-01-06,1.31
2014-01-07,1.31
2014-01-08,1.31
2014-01-09,1.32
2014-01-10,1.32
2014-01-13,1.31
2014-01-14,1.32
2014-01-15,1.31
2014-01-16,1.31
2014-01-17,1.31
2014-01-20,1.31
2014-01-21,1.29
2014-01-22,1.28
2014-01-23,1.29
2014-01-24,1.3
2014-01-27,1.35
2014-01-28,1.35
2014-01-29,1.32
2014-01-30,1.32
2014-01-31,1.32
2014-02-03,1.35
2014-02-04,1.38
2014-02-05,1.3599999999999999
2014-02-06,1.35
2014-02-07,1.33
2014-02-10,1.33
2014-02-11,1.33
2014-02-12,1.32
2014-02-13,1.33
2014-02-14,1.32
2014-02-17,1.32
2014-02-18,1.32
2014-02-19,1.32
2014-02-20,1.33
2014-02-21,1.31
2014-02-24,1.32
2014-02-25,1.32
2014-02-26,1.31
2014-02-27,1.31
2014-02-28,1.3
2014-03-03,1.31
2014-03-04,1.32
2014-03-05,1.31
2014-03-06,1.31
2014-03-07,1.3
2014-03-10,1.32
2014-03-11,1.31
2014-03-12,1.34
2014-03-13,1.34
2014-03-14,1.3599999999999999
2014-03-17,1.35
2014-03-18,1.34
2014-03-19,1.35
2014-03-20,1.3599999999999999
2014-03-21,1.35
2014-03-24,1.34
2014-03-25,1.34
2014-03-26,1.3
2014-03-27,1.29
2014-03-28,1.29
2014-03-31,1.29
2014-04-01,1.28
2014-04-02,1.27
2014-04-03,1.27
2014-04-04,1.27
2014-04-07,1.27
2014-04-08,1.27
2014-04-09,1.26
2014-04-10,1.25
2014-04-11,1.26
2014-04-14,1.26
2014-04-15,1.26
2014-04-16,1.26
2014-04-17,1.27
2014-04-18,1.26
2014-04-21,1.26
2014-04-22,1.25
2014-04-23,1.25
2014-04-24,1.24
2014-04-25,1.25
2014-04-28,1.25
2014-04-29,1.25
2014-04-30,1.26
2014-05-01,1.26
2014-05-02,1.26
2014-05-05,1.26
2014-05-06,1.27
2014-05-07,1.27
2014-05-08,1.26
2014-05-09,1.26
2014-05-12,1.26
2014-05-13,1.24
2014-05-14,1.22
2014-05-15,1.22
2014-05-16,1.21
2014-05-19,1.22
2014-05-20,1.22
2014-05-21,1.22
2014-05-22,1.22
2014-05-23,1.21
2014-05-26,1.22
2014-05-27,1.23
2014-05-28,1.21
2014-05-29,1.21
2014-05-30,1.23
2014-06-02,1.23
2014-06-03,1.23
2014-06-04,1.22
2014-06-05,1.23
2014-06-06,1.23
2014-06-09,1.23
2014-06-10,1.22
2014-06-11,1.23
2014-06-12,1.22
2014-06-13,1.24
2014-06-16,1.23
2014-06-17,1.22
2014-06-18,1.23
2014-06-19,1.23
2014-06-20,1.25
2014-06-23,1.25
2014-06-24,1.23
2014-06-25,1.24
2014-06-26,1.23
2014-06-27,1.23
2014-06-30,1.22
2014-07-01,1.22
2014-07-02,1.21
2014-07-03,1.22
2014-07-04,1.22
2014-07-07,1.22
2014-07-08,1.22
2014-07-09,1.23
2014-07-10,1.23
2014-07-11,1.25
2014-07-14,1.24
2014-07-15,1.23
2014-07-16,1.23
2014-07-17,1.22
2014-07-18,1.25
2014-07-21,1.24
2014-07-22,1.24
2014-07-23,1.24
2014-07-24,1.23
2014-07-25,1.23
2014-07-28,1.22
2014-07-29,1.21
2014-07-30,1.19
