Date,divy
2005-04-06,1.948
2005-04-07,1.94156
2005-04-08,1.93247
2005-04-11,1.92397
2005-04-12,1.93153
2005-04-13,1.92598
2005-04-14,1.9135900000000001
2005-04-15,1.9097300000000001
2005-04-18,1.93886
2005-04-19,1.91704
2005-04-20,1.94093
2005-04-21,1.94678
2005-04-22,1.93638
2005-04-25,1.9401000000000002
2005-04-26,1.86764
2005-04-27,1.89924
2005-04-28,1.8931900000000002
2005-04-29,1.88611
2005-05-02,1.8513899999999999
2005-05-03,2.24493
2005-05-04,2.19299
2005-05-05,2.19299
2005-05-06,2.39495
2005-05-09,2.3965199999999998
2005-05-10,2.42549
2005-05-11,2.43777
2005-05-12,2.42413
2005-05-13,2.42449
2005-05-16,2.42449
2005-05-17,2.42359
2005-05-18,2.40697
2005-05-19,2.40413
2005-05-20,2.38883
2005-05-23,2.38375
2005-05-24,2.36158
2005-05-25,2.35192
2005-05-26,2.33253
2005-05-27,2.32405
2005-05-30,2.32574
2005-05-31,2.18398
2005-06-01,2.14402
2005-06-02,2.13729
2005-06-03,2.14322
2005-06-06,2.1311
2005-06-07,2.11334
2005-06-08,2.11132
2005-06-09,2.11036
2005-06-10,2.11211
2005-06-13,2.10079
2005-06-14,2.10018
2005-06-15,2.10834
2005-06-16,2.10914
2005-06-17,2.10706
2005-06-20,2.11521
2005-06-21,2.09428
2005-06-22,2.09351
2005-06-23,2.12731
2005-06-24,2.14517
2005-06-27,2.15538
2005-06-28,2.14736
2005-06-29,2.13014
2005-06-30,2.1322
2005-07-01,2.12786
2005-07-04,2.12597
2005-07-05,2.12738
2005-07-06,2.06488
2005-07-07,2.08489
2005-07-08,2.04959
2005-07-11,2.03158
2005-07-12,2.02635
2005-07-13,2.00638
2005-07-14,2.0071
2005-07-15,2.00629
2005-07-18,2.02058
2005-07-19,2.01783
2005-07-20,2.0333
2005-07-21,2.03328
2005-07-22,2.03265
2005-07-25,2.02704
2005-07-26,2.02274
2005-07-27,1.9934500000000002
2005-07-28,1.96928
2005-07-29,1.97234
2005-08-01,1.99804
2005-08-02,1.9845000000000002
2005-08-03,1.94065
2005-08-04,1.95062
2005-08-05,1.95527
2005-08-08,1.9494500000000001
2005-08-09,1.9439600000000001
2005-08-10,1.91986
2005-08-11,1.9258199999999999
2005-08-12,1.93645
2005-08-15,1.93964
2005-08-16,1.94289
2005-08-17,1.93849
2005-08-18,1.93925
2005-08-19,1.9173200000000001
2005-08-22,1.9224
2005-08-23,1.94162
2005-08-24,1.94503
2005-08-25,1.96166
2005-08-26,1.9761
2005-08-29,2.04771
2005-08-30,2.01604
2005-08-31,1.98369
2005-09-01,1.98733
2005-09-02,1.97123
2005-09-05,1.96828
2005-09-06,1.9488699999999999
2005-09-07,1.93155
2005-09-08,1.9310399999999999
2005-09-09,1.92205
2005-09-12,1.90486
2005-09-13,1.91806
2005-09-14,1.91525
2005-09-15,1.91248
2005-09-16,1.89372
2005-09-19,1.89302
2005-09-20,1.87947
2005-09-21,1.90019
2005-09-22,1.9127100000000001
2005-09-23,1.89774
2005-09-26,1.88129
2005-09-27,1.88314
2005-09-28,1.8784999999999998
2005-09-29,1.88776
2005-09-30,1.86992
2005-10-03,1.84354
2005-10-04,1.83575
2005-10-05,1.83521
2005-10-06,1.84927
2005-10-07,1.85011
2005-10-10,1.85179
2005-10-11,1.83954
2005-10-12,1.8542399999999999
2005-10-13,1.87079
2005-10-14,1.8250600000000001
2005-10-17,1.82227
2005-10-18,1.8152599999999999
2005-10-19,1.8396599999999999
2005-10-20,1.82894
2005-10-21,1.8347799999999999
2005-10-24,1.8153299999999999
2005-10-25,1.80232
2005-10-26,1.7877999999999998
2005-10-27,1.79895
2005-10-28,1.8113000000000001
2005-10-31,1.77751
2005-11-01,1.7667000000000002
2005-11-02,1.77276
2005-11-03,1.75161
2005-11-04,1.7573699999999999
2005-11-07,1.7546
2005-11-08,1.7555800000000001
2005-11-09,1.76172
2005-11-10,1.75354
2005-11-11,1.73773
2005-11-14,1.74538
2005-11-15,1.7426300000000001
2005-11-16,1.75536
2005-11-17,1.7383600000000001
2005-11-18,1.71987
2005-11-21,1.71449
2005-11-22,1.7132
2005-11-23,1.70315
2005-11-24,1.71242
2005-11-25,1.70593
2005-11-28,1.71831
2005-11-29,1.71319
2005-11-30,1.71804
2005-12-01,1.70387
2005-12-02,1.68518
2005-12-05,1.6788699999999999
2005-12-06,1.67653
2005-12-07,1.68239
2005-12-08,1.6837499999999999
2005-12-09,1.67879
2005-12-12,1.67262
2005-12-13,1.67249
2005-12-14,1.68105
2005-12-15,1.69648
2005-12-16,1.69695
2005-12-19,1.68842
2005-12-20,1.7039900000000001
2005-12-21,1.6953399999999998
2005-12-22,1.69224
2005-12-23,1.69638
2005-12-26,1.69574
2005-12-27,1.6825299999999999
2005-12-28,1.68007
2005-12-29,1.6749800000000001
2005-12-30,1.67228
2006-01-02,1.89388
2006-01-03,1.8716
2006-01-04,1.84207
2006-01-05,1.8467799999999999
2006-01-06,1.84379
2006-01-09,1.84889
2006-01-10,1.85971
2006-01-11,1.83575
2006-01-12,1.85002
2006-01-13,1.82882
2006-01-16,1.82028
2006-01-17,1.8331
2006-01-18,1.8479
2006-01-19,1.835
2006-01-20,1.8564500000000002
2006-01-23,1.85438
2006-01-24,1.85653
2006-01-25,1.85772
2006-01-26,1.85131
2006-01-27,1.85531
2006-01-30,1.85463
2006-01-31,1.8413
2006-02-01,1.83517
2006-02-02,1.84862
2006-02-03,1.84233
2006-02-06,1.8443399999999999
2006-02-07,1.84504
2006-02-08,1.84568
2006-02-09,1.83899
2006-02-10,1.84301
2006-02-13,1.83904
2006-02-14,1.8351199999999999
2006-02-15,1.86446
2006-02-16,1.84381
2006-02-17,1.86127
2006-02-20,1.8526
