Date,divy
2017-06-14,3.19
2017-06-15,3.31
2017-06-16,3.3
2017-06-19,3.26
2017-06-20,3.32
2017-06-21,3.27
2017-06-22,3.2800000000000002
2017-06-23,3.23
2017-06-26,3.22
2017-06-27,3.24
2017-06-28,3.26
2017-06-29,3.3
2017-06-30,3.31
2017-07-03,3.42
2017-07-04,3.44
2017-07-05,3.45
2017-07-06,3.37
2017-07-07,3.41
2017-07-10,3.38
2017-07-11,3.41
2017-07-12,3.24
2017-07-13,3.23
2017-07-14,3.15
2017-07-17,3.15
2017-07-18,3.19
2017-07-19,3.15
2017-07-20,3.16
2017-07-21,3.15
2017-07-24,3.13
2017-07-25,3.13
2017-07-26,3.11
2017-07-27,3.13
2017-07-28,3.13
2017-07-31,3.16
2017-08-01,3.16
2017-08-02,3.17
2017-08-03,3.17
2017-08-04,3.17
2017-08-07,3.1
2017-08-08,3.09
2017-08-09,3.14
2017-08-10,3.13
2017-08-11,3.18
2017-08-14,3.12
2017-08-15,3.15
2017-08-16,3.09
2017-08-17,3.1
2017-08-18,3.11
2017-08-21,3.1
2017-08-22,3.08
2017-08-23,3.07
2017-08-24,3.05
2017-08-25,3.03
2017-08-28,3.04
2017-08-29,3.04
2017-08-30,3.07
2017-08-31,3.05
2017-09-01,3.06
2017-09-04,3.11
2017-09-05,3.1
2017-09-06,3.16
2017-09-07,3.14
2017-09-08,3.17
2017-09-11,3.16
2017-09-12,3.15
2017-09-13,3.18
2017-09-14,3.18
2017-09-15,3.21
2017-09-18,3.21
2017-09-19,3.21
2017-09-20,3.19
2017-09-21,3.2
2017-09-22,3.18
2017-09-25,3.21
2017-09-26,3.27
2017-09-27,3.3
2017-09-28,3.3
2017-09-29,3.25
2017-10-02,3.34
2017-10-03,3.27
2017-10-04,3.23
2017-10-05,3.22
2017-10-06,3.22
2017-10-09,3.22
2017-10-10,3.14
2017-10-11,3.11
2017-10-12,3.09
2017-10-13,3.05
2017-10-16,3.03
2017-10-17,3.09
2017-10-18,3.1
2017-10-19,3.1
2017-10-20,3.12
2017-10-23,3.12
2017-10-24,3.13
2017-10-25,3.17
2017-10-26,3.2
2017-10-27,3.19
2017-10-30,3.12
2017-10-31,3.14
2017-11-01,3.1
2017-11-02,3.1
2017-11-03,3.12
2017-11-06,3.09
2017-11-07,3.06
2017-11-08,3.05
2017-11-09,3.07
2017-11-10,3.1
2017-11-13,3.17
2017-11-14,3.16
2017-11-15,3.16
2017-11-16,3.08
2017-11-17,2.99
2017-11-20,2.98
2017-11-21,2.94
2017-11-22,2.93
2017-11-23,2.98
2017-11-24,2.9699999999999998
2017-11-27,2.9699999999999998
2017-11-28,2.92
2017-11-29,2.92
2017-11-30,2.95
2017-12-01,3.21
2017-12-04,3.18
2017-12-05,3.19
2017-12-06,3.31
2017-12-07,3.36
2017-12-08,3.37
2017-12-11,3.38
2017-12-12,3.45
2017-12-13,3.39
2017-12-14,3.33
2017-12-15,3.31
2017-12-18,3.13
2017-12-19,3.13
2017-12-20,3.11
2017-12-21,3.12
2017-12-22,3.09
2017-12-25,3.12
2017-12-26,3.11
2017-12-27,3.03
2017-12-28,3.03
2017-12-29,3
2018-01-01,3.09
2018-01-02,3.11
2018-01-03,3.13
