Date,divy
2007-04-02,10.72
2007-04-03,10.95
2007-04-04,11.77
2007-04-05,11.21
2007-04-06,11.21
2007-04-09,11.21
2007-04-10,11.21
2007-04-11,11.21
2007-04-12,11.21
2007-04-13,11.21
2007-04-16,11.21
2007-04-17,11.21
2007-04-18,11.21
2007-04-19,11.21
2007-04-20,11.21
2007-04-23,11.21
2007-04-24,11.21
2007-04-25,11.21
2007-04-26,11.21
2007-04-27,11.21
2007-04-30,11.21
2007-05-01,11.21
2007-05-02,11.21
2007-05-03,11.21
2007-05-04,11.21
2007-05-07,11.21
2007-05-08,11.21
2007-05-09,11.21
2007-05-10,11.21
2007-05-11,11.21
2007-05-14,11.21
2007-05-15,11.21
2007-05-16,11.21
2007-05-17,11.21
2007-05-18,11.21
2007-05-21,11.21
2007-05-22,11.21
2007-05-23,11.21
2007-05-24,11.21
2007-05-25,11.21
2007-05-28,11.21
2007-05-29,11.21
2007-05-30,11.21
2007-05-31,11.21
2007-06-01,11.21
2007-06-04,11.21
2007-06-05,11.21
2007-06-06,11.21
2007-06-07,11.21
2007-06-08,11.21
2007-06-11,11.21
2007-06-12,11.21
2007-06-13,11.21
2007-06-14,11.21
2007-06-15,11.21
2007-06-18,11.21
2007-06-19,11.21
2007-06-20,11.21
2007-06-21,11.21
2007-06-22,11.21
2007-06-25,11.21
2007-06-26,11.21
2007-06-27,11.21
2007-06-28,11.21
2007-06-29,11.21
2007-07-02,11.21
2007-07-03,11.21
2007-07-04,11.21
2007-07-05,11.21
2007-07-06,11.21
2007-07-09,11.21
2007-07-10,11.21
2007-07-11,11.21
2007-07-12,11.21
2007-07-13,11.21
2007-07-16,11.21
2007-07-17,11.21
2007-07-18,11.21
2007-07-19,11.21
2007-07-20,11.21
2007-07-23,11.21
2007-07-24,11.21
2007-07-25,11.21
2007-07-26,11.21
2007-07-27,11.21
2007-07-30,11.21
2007-07-31,11.21
2007-08-01,11.21
2007-08-02,11.21
2007-08-03,11.21
2007-08-06,11.21
2007-08-07,11.21
2007-08-08,11.21
2007-08-09,11.21
2007-08-10,11.21
2007-08-13,11.21
2007-08-14,11.21
2007-08-15,11.21
2007-08-16,11.21
2007-08-17,11.21
2007-08-20,11.21
2007-08-21,11.21
2007-08-22,11.21
2007-08-23,11.21
2007-08-24,11.21
2007-08-27,11.21
2007-08-28,11.21
2007-08-29,11.21
2007-08-30,11.21
2007-08-31,11.21
2007-09-03,11.21
2007-09-04,11.21
2007-09-05,11.21
2007-09-06,11.21
2007-09-07,11.21
2007-09-10,11.21
2007-09-11,11.21
2007-09-12,11.21
2007-09-13,11.21
2007-09-14,11.21
2007-09-17,11.21
2007-09-18,11.21
2007-09-19,11.21
2007-09-20,11.21
2007-09-21,11.21
2007-09-24,11.21
2007-09-25,11.21
2007-09-26,11.21
2007-09-27,11.21
2007-09-28,11.21
2007-10-01,11.21
2007-10-02,11.21
2007-10-03,11.21
2007-10-04,11.21
2007-10-05,11.21
2007-10-08,11.21
2007-10-09,11.21
2007-10-10,11.21
2007-10-11,11.21
2007-10-12,11.21
2007-10-15,9.59
2007-10-16,9.64
2007-10-17,9.24
2007-10-18,8.89
2007-10-19,8.89
2007-10-22,8.8
2007-10-23,8.5
2007-10-24,8.78
2007-10-25,8.76
2007-10-26,8.76
2007-10-29,8.27
2007-10-30,8.26
2007-10-31,8.06
2007-11-01,7.83
2007-11-02,7.83
2007-11-05,8.85
2007-11-06,8.33
2007-11-07,7.55
2007-11-08,7.74
2007-11-09,7.74
2007-11-12,7.52
2007-11-13,7.83
2007-11-14,7.8
2007-11-15,7.7
2007-11-16,7.7
2007-11-19,7.62
2007-11-20,7.73
2007-11-21,7.9
2007-11-22,8.08
2007-11-23,8.08
2007-11-26,8.1
2007-11-27,8.38
2007-11-28,8.42
2007-11-29,8.24
2007-11-30,8.24
2007-12-03,8.22
2007-12-04,8.01
2007-12-05,7.86
2007-12-06,7.9399999999999995
2007-12-07,7.9399999999999995
2007-12-10,7.64
2007-12-11,7.64
2007-12-12,7.64
2007-12-13,7.64
2007-12-14,7.64
2007-12-17,7.64
2007-12-18,7.64
2007-12-19,7.64
2007-12-20,7.64
2007-12-21,7.64
2007-12-24,7.64
2007-12-25,7.64
2007-12-26,7.64
2007-12-27,7.64
2007-12-28,7.64
2007-12-31,7.64
2008-01-01,7.64
2008-01-02,7.64
2008-01-03,7.64
2008-01-04,7.64
2008-01-07,7.64
2008-01-08,7.64
2008-01-09,7.64
2008-01-10,7.64
2008-01-11,7.64
2008-01-14,7.64
2008-01-15,7.64
2008-01-16,7.64
2008-01-17,7.64
2008-01-18,7.64
2008-01-21,7.64
2008-01-22,7.64
2008-01-23,7.64
2008-01-24,7.64
2008-01-25,7.64
2008-01-28,7.64
2008-01-29,7.64
2008-01-30,7.64
2008-01-31,7.64
2008-02-01,7.64
2008-02-04,7.64
2008-02-05,7.64
2008-02-06,7.64
2008-02-07,7.64
2008-02-08,7.64
2008-02-11,7.64
2008-02-12,7.64
2008-02-13,7.64
2008-02-14,7.64
2008-02-15,7.64
2008-02-18,7.64
2008-02-19,7.64
2008-02-20,7.64
2008-02-21,7.64
2008-02-22,7.64
2008-02-25,7.64
2008-02-26,7.64
2008-02-27,7.64
2008-02-28,7.64
2008-02-29,7.64
2008-03-03,7.64
2008-03-04,7.64
2008-03-05,7.64
2008-03-06,7.64
2008-03-07,7.64
2008-03-10,7.64
2008-03-11,7.64
2008-03-12,7.62
2008-03-13,7.67
2008-03-14,7.82
2008-03-17,8.31
2008-03-18,8.29
2008-03-19,8.15
2008-03-20,8.34
2008-03-21,8.34
2008-03-24,8.63
2008-03-25,8.52
2008-03-26,8.47
2008-03-27,8.56
2008-03-28,8.51
2008-03-31,8.59
2008-04-01,8.41
2008-04-02,8.45
2008-04-03,8.39
2008-04-04,8.38
2008-04-07,8.39
2008-04-08,8.42
2008-04-09,8.25
2008-04-10,8.29
2008-04-11,8.31
2008-04-14,8.36
2008-04-15,8.33
2008-04-16,8.25
2008-04-17,8.19
2008-04-18,8.18
2008-04-21,7.83
2008-04-22,7.64
2008-04-23,7.7
2008-04-24,7.74
2008-04-25,7.74
2008-04-28,7.82
2008-04-29,7.83
2008-04-30,7.84
2008-05-01,7.89
2008-05-02,7.88
2008-05-05,7.79
2008-05-06,7.83
2008-05-07,7.85
2008-05-08,7.88
2008-05-09,7.88
2008-05-12,7.9
2008-05-13,8.03
2008-05-14,8.08
2008-05-15,8.1
2008-05-16,8.08
2008-05-19,8.12
2008-05-20,8.18
2008-05-21,8.24
2008-05-22,8.13
2008-05-23,8.15
2008-05-26,8.18
2008-05-27,7.93
2008-05-28,7.9399999999999995
2008-05-29,7.86
2008-05-30,7.86
2008-06-02,7.27
2008-06-03,7.27
2008-06-04,7.24
2008-06-05,7.23
2008-06-06,7.23
2008-06-09,7.27
2008-06-10,7.34
2008-06-11,7.33
2008-06-12,7.28
2008-06-13,7.29
2008-06-16,7.24
2008-06-17,7.33
2008-06-18,7.24
2008-06-19,7.27
2008-06-20,7.26
2008-06-23,7.32
2008-06-24,7.41
2008-06-25,7.41
2008-06-26,7.4
2008-06-27,7.4
2008-06-30,7.43
2008-07-01,7.37
2008-07-02,7.32
2008-07-03,7.4
2008-07-04,7.4
2008-07-07,7.58
2008-07-08,7.68
2008-07-09,7.63
2008-07-10,7.67
2008-07-11,7.63
2008-07-14,7.67
2008-07-15,7.73
2008-07-16,7.91
2008-07-17,9.65
2008-07-18,9.67
2008-07-21,9.42
2008-07-22,9.43
2008-07-23,9.16
2008-07-24,9.21
2008-07-25,9.18
2008-07-28,9.24
2008-07-29,9.37
2008-07-30,9.28
2008-07-31,9.28
2008-08-01,9.3
2008-08-04,9.32
2008-08-05,9.45
2008-08-06,9.39
2008-08-07,9.38
2008-08-08,9.38
2008-08-11,10.06
2008-08-12,10.41
2008-08-13,10.16
2008-08-14,10.14
2008-08-15,10.16
2008-08-18,10
2008-08-19,9.97
2008-08-20,10.1
2008-08-21,10.21
2008-08-22,10.27
2008-08-25,10.38
2008-08-26,10.73
2008-08-27,10.55
2008-08-28,10.44
2008-08-29,10.46
2008-09-01,12.31
2008-09-02,12.41
2008-09-03,12.19
2008-09-04,12.33
2008-09-05,12.41
2008-09-08,13.04
2008-09-09,13.02
2008-09-10,13.53
2008-09-11,13.99
2008-09-12,13.99
2008-09-15,15.03
2008-09-16,15.34
2008-09-17,14.87
2008-09-18,15.53
2008-09-19,15.24
2008-09-22,13.95
2008-09-23,14.51
2008-09-24,14.96
2008-09-25,14.66
2008-09-26,14.64
2008-09-29,14.17
2008-09-30,14.16
2008-10-01,14.16
2008-10-02,14.16
2008-10-03,14.38
2008-10-06,17.09
2008-10-07,18.31
2008-10-08,19.94
2008-10-09,19.66
2008-10-10,19.94
2008-10-13,18.7
2008-10-14,16.75
2008-10-15,17.84
2008-10-16,19.12
2008-10-17,19.04
2008-10-20,17.89
2008-10-21,17.39
2008-10-22,18.13
2008-10-23,18.29
2008-10-24,18.37
2008-10-27,20.79
2008-10-28,20.62
2008-10-29,20.57
2008-10-30,20.67
