Date,divy
2016-10-25,5.18
2016-10-26,5.16
2016-10-27,5.15
2016-10-28,5.24
2016-10-31,5.37
2016-11-01,5.36
2016-11-02,5.41
2016-11-03,5.47
2016-11-04,5.49
2016-11-07,5.5
2016-11-08,5.47
2016-11-09,5.46
2016-11-10,5.51
2016-11-11,5.52
2016-11-14,5.53
2016-11-15,5.54
2016-11-16,5.5600000000000005
2016-11-17,5.51
2016-11-18,5.59
2016-11-21,3.59
2016-11-22,3.58
2016-11-23,3.59
2016-11-24,3.57
2016-11-25,3.5300000000000002
2016-11-28,3.56
2016-11-29,3.54
2016-11-30,3.5300000000000002
2016-12-01,3.64
2016-12-02,3.65
2016-12-05,3.6
2016-12-06,3.56
2016-12-07,3.55
2016-12-08,3.56
2016-12-09,3.58
2016-12-12,3.57
2016-12-13,3.52
2016-12-14,3.55
2016-12-15,3.62
2016-12-16,3.58
2016-12-19,3.57
2016-12-20,3.56
2016-12-21,3.5300000000000002
2016-12-22,3.5300000000000002
2016-12-23,3.52
2016-12-26,3.52
2016-12-27,3.51
2016-12-28,3.52
2016-12-29,3.49
2016-12-30,3.4699999999999998
2017-01-02,3.33
2017-01-03,3.36
2017-01-04,3.32
2017-01-05,3.29
2017-01-06,3.3
2017-01-09,3.31
2017-01-10,3.3
2017-01-11,3.34
2017-01-12,3.32
2017-01-13,3.31
2017-01-16,3.33
2017-01-17,3.32
2017-01-18,3.32
2017-01-19,3.35
2017-01-20,3.34
2017-01-23,3.34
2017-01-24,3.34
2017-01-25,3.31
2017-01-26,3.34
2017-01-27,3.33
2017-01-30,3.36
2017-01-31,3.36
2017-02-01,3.34
2017-02-02,3.32
2017-02-03,3.32
2017-02-06,3.35
2017-02-07,3.35
2017-02-08,3.34
2017-02-09,3.32
2017-02-10,3.34
2017-02-13,3.32
2017-02-14,3.32
2017-02-15,3.3
2017-02-16,3.31
2017-02-17,3.31
2017-02-20,3.3
2017-02-21,3.3
2017-02-22,3.3
2017-02-23,3.3
2017-02-24,3.33
2017-02-27,3.32
2017-02-28,3.31
