Date,div_yield
2005-05-06,3.5354200000000002
2005-05-09,3.51187
2005-05-10,3.51866
2005-05-11,3.5141
2005-05-12,3.56897
2005-05-13,3.65943
2005-05-16,3.65943
2005-05-17,3.65943
2005-05-18,3.59057
2005-05-19,3.56776
2005-05-20,3.56776
2005-05-23,3.56776
2005-05-24,3.56776
2005-05-25,3.7213000000000003
2005-05-26,3.66585
2005-05-27,3.65363
2005-05-30,3.63516
2005-05-31,3.6710000000000003
2005-06-01,3.4489
2005-06-02,3.42351
2005-06-03,3.4218
2005-06-06,3.41188
2005-06-07,3.4023
2005-06-08,3.36661
2005-06-09,3.37445
2005-06-10,3.32235
2005-06-13,3.42031
2005-06-14,3.37136
2005-06-15,3.38443
2005-06-16,3.35913
2005-06-17,3.3213
2005-06-20,3.32264
2005-06-21,3.3223
2005-06-22,3.33333
2005-06-23,3.28131
2005-06-24,3.23811
2005-06-27,3.26749
2005-06-28,3.21182
2005-06-29,3.20996
2005-06-30,3.20582
2005-07-01,3.20446
2005-07-04,3.13827
2005-07-05,3.14864
2005-07-06,3.08042
2005-07-07,3.15238
2005-07-08,3.04208
2005-07-11,3.04034
2005-07-12,3.04808
2005-07-13,3.02241
2005-07-14,3.08852
2005-07-15,3.12985
2005-07-18,3.13419
2005-07-19,3.08615
2005-07-20,3.11363
2005-07-21,3.1135099999999998
2005-07-22,3.07559
2005-07-25,3.11168
2005-07-26,3.14416
2005-07-27,3.1573700000000002
2005-07-28,3.15148
2005-07-29,3.12019
2005-08-01,3.13242
2005-08-02,3.23456
2005-08-03,3.04793
2005-08-04,3.07642
2005-08-05,3.09462
2005-08-08,3.04385
2005-08-09,3.01564
2005-08-10,3.03007
2005-08-11,3.06561
2005-08-12,3.06033
2005-08-15,3.05699
2005-08-16,3.0956
2005-08-17,3.10476
2005-08-18,3.10859
2005-08-19,3.07296
2005-08-22,3.04079
2005-08-23,3.03461
2005-08-24,3.03715
2005-08-25,3.0407
2005-08-26,3.04018
2005-08-29,3.04463
2005-08-30,3.00617
2005-08-31,3.00348
2005-09-01,2.95948
2005-09-02,2.97582
2005-09-05,2.99383
2005-09-06,2.9655
2005-09-07,3.03553
2005-09-08,3.05586
2005-09-09,3.11501
2005-09-12,3.08841
2005-09-13,3.11305
2005-09-14,3.09025
2005-09-15,3.08304
2005-09-16,3.13719
2005-09-19,3.11434
2005-09-20,3.07758
2005-09-21,3.0712099999999998
2005-09-22,3.0907
2005-09-23,3.15779
2005-09-26,3.18826
2005-09-27,3.19806
2005-09-28,3.16067
2005-09-29,3.13114
2005-09-30,3.14111
2005-10-03,3.1631
2005-10-04,3.23697
2005-10-05,3.29078
2005-10-06,3.43486
2005-10-07,3.43486
2005-10-10,3.4453300000000002
2005-10-11,3.3958
2005-10-12,3.40733
2005-10-13,3.55464
2005-10-14,3.59411
2005-10-17,3.54777
2005-10-18,3.6550700000000003
2005-10-19,3.77522
2005-10-20,3.66465
2005-10-21,3.70438
2005-10-24,3.60772
2005-10-25,3.79737
2005-10-26,3.73846
2005-10-27,3.7764100000000003
2005-10-28,3.7972099999999998
2005-10-31,3.6543
2005-11-01,3.70078
2005-11-02,3.70542
2005-11-03,3.56405
2005-11-04,3.57361
2005-11-07,3.57855
2005-11-08,3.61294
2005-11-09,3.61091
2005-11-10,3.6563499999999998
2005-11-11,3.69586
2005-11-14,3.66336
2005-11-15,3.695
2005-11-16,3.74965
2005-11-17,3.65715
2005-11-18,3.6295
2005-11-21,3.61203
2005-11-22,3.55363
2005-11-23,3.61605
2005-11-24,3.64057
2005-11-25,3.60472
2005-11-28,3.6381
2005-11-29,3.64133
2005-11-30,3.64056
2005-12-01,3.58533
2005-12-02,3.51394
2005-12-05,3.51026
2005-12-06,3.49832
2005-12-07,3.4486
2005-12-08,3.47607
2005-12-09,3.45517
2005-12-12,3.46746
2005-12-13,3.44158
2005-12-14,3.43544
2005-12-15,3.4957
2005-12-16,3.51933
2005-12-19,3.6249000000000002
2005-12-20,3.58139
2005-12-21,3.57851
2005-12-22,3.56668
2005-12-23,3.56967
2005-12-26,3.56967
2005-12-27,3.56961
2005-12-28,3.5483599999999997
2005-12-29,3.54205
2005-12-30,3.54386
2006-01-02,3.29106
2006-01-03,3.25104
2006-01-04,3.23001
2006-01-05,3.24457
2006-01-06,3.22198
2006-01-09,3.21454
2006-01-10,3.23265
2006-01-11,3.22498
2006-01-12,3.18314
2006-01-13,3.21532
2006-01-16,3.18303
2006-01-17,3.19172
2006-01-18,3.22752
2006-01-19,3.16291
2006-01-20,3.10606
2006-01-23,3.14434
2006-01-24,3.07984
2006-01-25,3.08072
2006-01-26,3.0856
2006-01-27,3.01253
2006-01-30,2.97871
2006-01-31,3.00839
2006-02-01,3.00328
2006-02-02,3.01451
2006-02-03,3.08187
2006-02-06,3.02408
2006-02-07,3.09161
2006-02-08,3.12323
2006-02-09,3.43178
2006-02-10,3.43456
2006-02-13,3.5528399999999998
2006-02-14,3.6312100000000003
2006-02-15,3.55083
2006-02-16,3.53283
2006-02-17,3.48039
2006-02-20,3.42766
2006-02-21,3.43035
2006-02-22,3.45666
2006-02-23,3.4742100000000002
2006-02-24,3.43774
2006-02-27,3.45896
2006-02-28,3.50622
2006-03-01,3.47082
2006-03-02,3.42701
2006-03-03,3.4187
2006-03-06,3.43259
2006-03-07,3.4803100000000002
2006-03-08,3.5069
2006-03-09,3.49586
2006-03-10,3.50446
2006-03-13,3.47897
2006-03-14,3.4612
2006-03-15,3.43648
2006-03-16,3.39887
2006-03-17,3.3576
2006-03-20,3.32893
2006-03-21,3.37193
2006-03-22,3.3315799999999998
2006-03-23,3.28735
2006-03-24,3.28629
2006-03-27,3.28121
2006-03-28,3.28287
2006-03-29,3.2295
2006-03-30,3.20613
2006-03-31,3.2365
2006-04-03,3.21134
2006-04-04,3.29659
