Date,divy
2006-01-02,3.4106
2006-01-03,3.36973
2006-01-04,3.32871
2006-01-05,3.32446
2006-01-06,3.32446
2006-01-09,3.10044
2006-01-10,3.25307
2006-01-11,3.21846
2006-01-12,3.22246
2006-01-13,3.22946
2006-01-16,3.18363
2006-01-17,3.17752
2006-01-18,3.22265
2006-01-19,3.16323
2006-01-20,3.14676
2006-01-23,3.1795
2006-01-24,3.1308
2006-01-25,3.14987
2006-01-26,3.16659
2006-01-27,3.19623
2006-01-30,3.19871
2006-01-31,3.18841
2006-02-01,3.17426
2006-02-02,3.1306
2006-02-03,3.14385
2006-02-06,3.10262
2006-02-07,3.10391
2006-02-08,3.09612
2006-02-09,3.0522
2006-02-10,3.06651
2006-02-13,3.10641
2006-02-14,3.13353
2006-02-15,3.13977
2006-02-16,3.10904
2006-02-17,3.09491
2006-02-20,3.07
2006-02-21,3.0399
2006-02-22,3.00299
2006-02-23,2.98771
2006-02-24,2.97002
2006-02-27,2.99682
2006-02-28,2.99414
2006-03-01,3.05925
2006-03-02,3.12348
2006-03-03,3.15609
2006-03-06,3.15609
2006-03-07,3.22836
2006-03-08,3.22696
2006-03-09,3.15318
2006-03-10,3.14663
2006-03-13,3.09679
2006-03-14,3.15599
2006-03-15,3.15308
2006-03-16,3.1071
2006-03-17,3.06245
2006-03-20,3.05294
2006-03-21,3.06678
2006-03-22,3.08991
2006-03-23,3.08236
2006-03-24,3.0697
2006-03-27,3.10892
2006-03-28,3.14715
2006-03-29,3.13911
2006-03-30,3.10797
2006-03-31,3.10705
2006-04-03,3.10098
2006-04-04,3.08336
2006-04-05,3.08581
2006-04-06,3.02118
2006-04-07,2.98067
2006-04-10,2.98256
2006-04-11,3.02898
2006-04-12,3.06974
2006-04-13,3.08088
2006-04-14,3.08088
2006-04-17,3.08088
2006-04-18,3.08664
2006-04-19,3.05876
2006-04-20,3.09754
2006-04-21,3.09754
2006-04-24,3.09754
2006-04-25,3.14172
2006-04-26,3.10872
2006-04-27,3.12657
2006-04-28,3.15146
2006-05-01,3.15146
2006-05-02,3.10433
2006-05-03,3.09205
2006-05-04,3.05158
2006-05-05,3.03343
2006-05-08,3.01297
2006-05-09,3.02011
2006-05-10,3.0642
2006-05-11,3.09527
2006-05-12,3.13746
2006-05-15,3.21016
2006-05-16,3.20298
2006-05-17,3.26151
2006-05-18,3.35511
2006-05-19,3.38718
2006-05-22,3.58487
2006-05-23,3.47024
2006-05-24,3.56882
2006-05-25,3.55303
2006-05-26,3.44111
2006-05-29,3.41734
2006-05-30,4.51629
2006-05-31,4.46029
2006-06-01,4.30861
2006-06-02,4.29204
2006-06-05,4.39285
2006-06-06,4.48362
2006-06-07,4.4831
2006-06-08,4.5081
2006-06-09,4.44838
2006-06-12,4.44838
2006-06-13,4.58393
2006-06-14,4.52953
2006-06-15,4.33371
2006-06-16,4.28407
2006-06-19,4.24219
2006-06-20,4.2974499999999995
2006-06-21,4.37107
2006-06-22,4.31922
2006-06-23,4.30329
2006-06-26,4.32745
2006-06-27,4.36337
2006-06-28,4.4132
2006-06-29,4.32776
2006-06-30,4.17875
2006-07-03,3.48018
2006-07-04,3.45687
2006-07-05,3.52797
2006-07-06,3.54854
2006-07-07,3.54208
2006-07-10,3.5189399999999997
2006-07-11,3.4782
2006-07-12,3.44698
2006-07-13,3.5246399999999998
2006-07-14,3.52366
2006-07-17,3.63262
2006-07-18,3.5906599999999997
2006-07-19,3.60112
2006-07-20,3.53619
2006-07-21,3.5533799999999998
2006-07-24,3.5331
2006-07-25,3.48101
2006-07-26,3.4847099999999998
2006-07-27,3.42277
2006-07-28,3.43226
2006-07-31,3.41013
2006-08-01,3.40507
2006-08-02,3.38623
2006-08-03,3.39016
2006-08-04,3.33758
2006-08-07,3.30771
2006-08-08,3.40963
2006-08-09,3.39185
2006-08-10,3.43348
2006-08-11,3.42268
2006-08-14,3.38044
2006-08-15,3.38044
2006-08-16,3.32876
2006-08-17,3.3207
2006-08-18,3.30781
2006-08-21,3.31852
2006-08-22,3.32918
2006-08-23,3.3342
2006-08-24,3.33247
2006-08-25,3.39909
2006-08-28,3.43607
2006-08-29,3.42076
2006-08-30,3.42813
2006-08-31,3.36728
2006-09-01,3.32107
2006-09-04,3.31744
2006-09-05,3.32201
2006-09-06,3.34394
2006-09-07,3.37214
2006-09-08,3.36007
2006-09-11,3.34794
2006-09-12,3.33426
2006-09-13,3.32664
2006-09-14,3.35519
2006-09-15,3.32288
2006-09-18,3.35418
2006-09-19,3.35928
2006-09-20,3.32449
2006-09-21,3.3027699999999998
2006-09-22,3.31641
2006-09-25,3.31702
2006-09-26,3.31263
2006-09-27,3.2850099999999998
2006-09-28,3.30388
2006-09-29,3.32906
2006-10-02,3.33652
2006-10-03,3.35664
2006-10-04,3.31268
2006-10-05,3.25442
2006-10-06,3.27778
2006-10-09,3.28449
2006-10-10,3.26379
2006-10-11,3.25174
2006-10-12,3.19135
2006-10-13,3.18196
2006-10-16,3.19596
2006-10-17,3.21921
2006-10-18,3.18916
2006-10-19,3.17419
2006-10-20,3.14128
2006-10-23,3.15524
2006-10-24,3.13982
2006-10-25,3.13849
2006-10-26,3.11884
2006-10-27,3.13849
2006-10-30,3.13592
2006-10-31,3.13681
2006-11-01,3.12264
2006-11-02,3.14352
2006-11-03,3.11132
2006-11-06,3.09583
2006-11-07,3.08325
2006-11-08,3.10446
2006-11-09,3.09443
2006-11-10,3.04961
2006-11-13,3.05363
2006-11-14,3.03671
2006-11-15,2.9899
2006-11-16,2.98741
2006-11-17,3.00265
2006-11-20,3.03698
2006-11-21,3.00665
2006-11-22,2.99589
2006-11-23,2.99493
2006-11-24,3.00737
2006-11-27,3.03119
2006-11-28,3.10866
2006-11-29,3.05688
2006-11-30,3.08783
2006-12-01,3.1207
2006-12-04,3.14901
2006-12-05,3.18166
2006-12-06,3.16021
2006-12-07,3.13828
2006-12-08,3.15867
2006-12-11,3.13449
2006-12-12,3.12701
2006-12-13,3.07607
2006-12-14,3.07764
2006-12-15,3.06198
2006-12-18,3.06623
2006-12-19,3.0881
2006-12-20,3.07599
2006-12-21,3.0584
2006-12-22,3.08605
2006-12-25,3.08605
2006-12-26,3.08605
2006-12-27,3.07414
2006-12-28,3.07245
2006-12-29,3.07615
2007-01-01,3.07615
2007-01-02,3.65569
2007-01-03,3.62355
2007-01-04,3.5796
2007-01-05,3.5583299999999998
2007-01-08,3.5229
2007-01-09,3.5471
2007-01-10,3.61794
2007-01-11,3.57136
2007-01-12,3.5220000000000002
2007-01-15,3.50761
2007-01-16,3.53166
2007-01-17,3.537
2007-01-18,3.49416
2007-01-19,3.51143
2007-01-22,3.5205
2007-01-23,3.55337
2007-01-24,3.50227
2007-01-25,3.49921
2007-01-26,3.50663
2007-01-29,3.49799
2007-01-30,3.5091099999999997
2007-01-31,3.49167
2007-02-01,3.46173
2007-02-02,3.44232
2007-02-05,3.42363
2007-02-06,3.45498
2007-02-07,3.48735
2007-02-08,3.50144
2007-02-09,3.52446
2007-02-12,3.58357
2007-02-13,3.54014
2007-02-14,3.51797
2007-02-15,3.48908
2007-02-16,3.50787
2007-02-19,3.50787
2007-02-20,3.48461
2007-02-21,3.52245
2007-02-22,3.47728
2007-02-23,3.46848
2007-02-26,3.48754
2007-02-27,3.6463900000000002
2007-02-28,3.69814
2007-03-01,3.81721
2007-03-02,3.8183
2007-03-05,3.83652
2007-03-06,3.79322
2007-03-07,3.73683
2007-03-08,3.69219
2007-03-09,3.66915
2007-03-12,3.67448
2007-03-13,3.72241
2007-03-14,3.80731
2007-03-15,3.75725
2007-03-16,3.68538
2007-03-19,3.64665
2007-03-20,3.6481
2007-03-21,3.62425
2007-03-22,3.56005
2007-03-23,3.53353
2007-03-26,3.50706
2007-03-27,3.55402
2007-03-28,3.6088
2007-03-29,3.54629
2007-03-30,3.56705
2007-04-02,3.5984
2007-04-03,3.57157
2007-04-04,3.52414
