Date,mom_252
2001-06-25,-0.45237113402061857
2001-06-26,-0.4650967199327166
2001-06-27,-0.44683544303797473
2001-06-28,-0.4436917866215072
2001-06-29,-0.4149026248941575
2001-07-02,-0.43094629156010233
2001-07-03,-0.45183290707587387
2001-07-05,-0.4651546391752577
2001-07-06,-0.4702207413577676
2001-07-09,-0.46516567544604925
2001-07-10,-0.4873444873444873
2001-07-11,-0.4720416124837451
2001-07-12,-0.45802522836015647
2001-07-13,-0.48439504061564775
2001-07-16,-0.5165618448637317
2001-07-17,-0.522203947368421
2001-07-18,-0.5216645216645216
2001-07-19,-0.5095986038394416
2001-07-20,-0.5132666376685515
2001-07-23,-0.49754135002235134
2001-07-24,-0.5194456861868575
2001-07-25,-0.5105051408135897
2001-07-26,-0.48994188645507375
2001-07-27,-0.48636566830576666
2001-07-30,-0.5004424778761063
2001-07-31,-0.48938053097345136
2001-08-01,-0.47699115044247786
2001-08-02,-0.4584070796460177
2001-08-03,-0.46548672566371685
2001-08-06,-0.4733570159857904
2001-08-07,-0.46133214126061683
2001-08-08,-0.47126948775055677
2001-08-09,-0.4760034904013962
2001-08-10,-0.48591244039878634
2001-08-13,-0.4728142670726403
2001-08-14,-0.4593988335576491
2001-08-15,-0.45015645954403216
2001-08-16,-0.44658493870402804
2001-08-17,-0.4773999139044339
2001-08-20,-0.48262548262548255
2001-08-21,-0.49077649077649077
2001-08-22,-0.4914748508098892
2001-08-23,-0.4919011082693947
2001-08-24,-0.5025862068965518
2001-08-27,-0.4949891067538126
2001-08-28,-0.4839584274740172
2001-08-29,-0.47862867319679425
2001-08-30,-0.4744058500914077
2001-08-31,-0.474469046543154
2001-09-04,-0.4354913833255706
2001-09-05,-0.47109695038689126
2001-09-06,-0.48384160218479744
2001-09-07,-0.4657210401891252
2001-09-10,-0.46234509056244044
2001-09-17,-0.5286052009456264
2001-09-18,-0.533806146572104
2001-09-19,-0.5319351763584366
2001-09-20,-0.5348950707662274
2001-09-21,-0.5563241106719368
2001-09-24,-0.5330307614725164
2001-09-25,-0.5423991726990693
2001-09-26,-0.5201654601861427
2001-09-27,-0.5206825232678387
2001-09-28,-0.5166147455867083
2001-10-01,-0.5233213736545361
2001-10-02,-0.5490594814438232
2001-10-03,-0.526998961578401
2001-10-04,-0.5215769845498135
2001-10-05,-0.5113390928725701
2001-10-08,-0.47353279631760636
2001-10-09,-0.48813559322033895
2001-10-10,-0.45884413309982486
2001-10-11,-0.43643586833144155
2001-10-12,-0.4575707154742097
2001-10-15,-0.47763666482606293
2001-10-16,-0.44320089535534424
2001-10-17,-0.44519392917369305
2001-10-18,-0.4235781990521327
2001-10-19,-0.4228739002932551
2001-10-22,-0.359748427672956
2001-10-23,-0.38871857755977923
2001-10-24,-0.31992212848799484
2001-10-25,-0.31992212848799484
2001-10-26,-0.3252396166134185
2001-10-29,-0.3576199149969641
2001-10-30,-0.42840778923253153
2001-10-31,-0.4032539221382917
2001-11-01,-0.40485829959514175
2001-11-02,-0.36308439587128105
2001-11-05,-0.34411226357535085
2001-11-06,-0.3372164316370324
2001-11-07,-0.31133250311332494
2001-11-08,-0.3553571428571429
2001-11-09,-0.38147295742232445
2001-11-12,-0.3618149675898644
2001-11-13,-0.3665906499429875
2001-11-14,-0.36383804769828065
2001-11-15,-0.3497481813094573
2001-11-16,-0.32994350282485874
2001-11-19,-0.2891495601173021
2001-11-20,-0.344711807498601
2001-11-21,-0.29794721407624636
2001-11-23,-0.2528445006321113
2001-11-26,-0.22555910543130997
2001-11-27,-0.16527196652719656
2001-11-28,-0.20781032078103212
2001-11-29,-0.20350404312668458
2001-11-30,-0.21630727762803226
2001-12-03,-0.21626856036152353
2001-12-04,-0.15266666666666662
2001-12-05,-0.101078167115903
2001-12-06,-0.06233243967828417
2001-12-07,-0.06364829396325467
2001-12-10,-0.05003427004797811
2001-12-11,-0.07824933687002655
2001-12-12,0.004112405757368043
2001-12-13,-0.04523646333104869
2001-12-14,-0.03912466843501328
2001-12-17,-0.07611548556430447
2001-12-18,-0.1017060367454069
2001-12-19,-0.11486048020765738
2001-12-20,-0.09919571045576414
2001-12-21,-0.08293351610692246
2001-12-24,-0.06583506583506582
2001-12-26,-0.027196652719665315
2001-12-27,0.0051132213294375894
2001-12-28,0.029761904761904878
2001-12-31,0.03287070854638441
2002-01-02,0.078125
2002-01-03,0.13604378420641128
2002-01-04,0.06425992779783396
2002-01-07,0.08014440433212999
2002-01-08,0.07537688442211055
2002-01-09,-0.0240103828682674
2002-01-10,0.027266530334014938
2002-01-11,-0.04466666666666663
2002-01-14,-0.06889763779527569
2002-01-15,-0.08306709265175727
2002-01-16,-0.13463969658659924
2002-01-17,-0.10419313850063538
2002-01-18,-0.12460063897763585
2002-01-22,-0.1238615664845173
2002-01-23,-0.1518987341772151
2002-01-24,-0.18746533555185807
2002-01-25,-0.163616195230172
2002-01-28,-0.13961407491486955
2002-01-29,-0.18328690807799441
2002-01-30,-0.16694772344013487
2002-01-31,-0.1516533637400227
2002-02-01,-0.1465265615878576
2002-02-04,-0.11786372007366486
2002-02-05,-0.16183294663573078
2002-02-06,-0.1394399066511085
2002-02-07,-0.14600231749710324
2002-02-08,-0.17330342120022424
2002-02-11,-0.11143695014662758
2002-02-12,-0.11011370436864165
2002-02-13,-0.06373762376237624
2002-02-14,-0.030228254164096247
2002-02-15,-0.03575832305795301
2002-02-19,-0.13019891500904157
2002-02-20,-0.15786350148367967
2002-02-21,-0.17091988130563807
2002-02-22,-0.1917808219178082
2002-02-25,-0.1584337349397591
