Date,pc_ratio
2011-08-12,0.43
2011-08-15,0.41
2011-08-16,0.41
2011-08-17,0.4
2011-08-18,0.4
2011-08-19,0.4
2011-08-22,0.27
2011-08-23,0.45
2011-08-24,0.42
2011-08-25,0.49
2011-08-26,0.52
2011-08-29,0.51
2011-08-30,0.49
2011-08-31,0.48
2011-09-01,0.45
2011-09-02,0.45
2011-09-05,0.45
2011-09-06,0.44
2011-09-07,0.43
2011-09-08,0.44
2011-09-09,0.41
2011-09-12,0.43
2011-09-13,0.42
2011-09-14,0.39
2011-09-15,0.4
2011-09-16,0.39
2011-09-19,0.34
2011-09-20,0.5
2011-09-21,0.4
2011-09-22,0.47
2011-09-23,0.49
2011-09-26,0.48
2011-09-27,0.46
2011-09-28,0.44
2011-09-29,0.44
2011-09-30,0.46
2011-10-03,0.46
2011-10-04,0.45
2011-10-05,0.45
2011-10-06,0.39
2011-10-07,0.36
2011-10-10,0.35
2011-10-11,0.35
2011-10-12,0.35
2011-10-13,0.35
2011-10-14,0.35
2011-10-17,0.36
2011-10-18,0.36
2011-10-19,0.36
2011-10-20,0.37
2011-10-21,0.37
2011-10-24,0.59
2011-10-25,0.44
2011-10-26,0.41
2011-10-27,0.41
2011-10-28,0.42
2011-10-31,0.42
2011-11-01,0.42
2011-11-02,0.42
2011-11-03,0.42
2011-11-04,0.38
2011-11-07,0.38
2011-11-08,0.38
2011-11-09,0.35
2011-11-10,0.35
2011-11-11,0.35
2011-11-14,0.35
2011-11-15,0.35
2011-11-16,0.35
2011-11-17,0.34
2011-11-18,0.35
2011-11-21,0.35
2011-11-22,0.35
2011-11-23,0.35
2011-11-24,0.35
2011-11-25,0.36
2011-11-28,0.36
2011-11-29,0.31
2011-11-30,0.22
2011-12-01,0.21
2011-12-02,0.22
2011-12-05,0.21
2011-12-06,0.21
2011-12-07,0.17
2011-12-08,0.18
2011-12-09,0.18
2011-12-12,0.18
2011-12-13,0.19
2011-12-14,0.19
2011-12-15,0.22
2011-12-16,0.22
2011-12-19,0.2
2011-12-20,0.18
2011-12-21,0.14
2011-12-22,0.14
2011-12-23,0.14
2011-12-26,3
2011-12-27,0.14
2011-12-28,0.14
2011-12-29,0.14
2011-12-30,0.14
