Date,short_int_ratio
2014-02-13,0.1362756834532374
2014-02-14,0.09397856115107914
2014-02-17,0.09397856115107914
2014-02-18,0.0946595652173913
2014-02-19,0.0967631111111111
2014-02-20,0.0967631111111111
2014-02-21,0.0967631111111111
2014-02-24,0.0967631111111111
2014-02-25,0.0967631111111111
2014-02-26,0.09821819548872181
2014-02-27,0.09821819548872181
2014-02-28,0.10215082706766916
2014-03-03,0.10215082706766916
2014-03-04,0.10215082706766916
2014-03-05,0.10215082706766916
2014-03-06,0.10215082706766916
2014-03-07,0.10215082706766916
2014-03-10,0.10215082706766916
2014-03-11,0.10215082706766916
2014-03-12,0.10215082706766916
2014-03-13,0.10215082706766916
2014-03-14,0.10824962406015037
2014-03-17,0.10824962406015037
2014-03-18,0.10824962406015037
2014-03-19,0.10744179104477611
2014-03-20,0.10744179104477611
2014-03-21,0.1035769784172662
2014-03-24,0.10283714285714285
2014-03-25,0.10210780141843971
2014-03-26,0.10067972027972028
2014-03-27,0.09998055555555554
2014-03-28,0.09794013605442177
2014-03-31,0.06046864864864865
2014-04-01,0.06046864864864865
2014-04-02,0.06046864864864865
2014-04-03,0.06046864864864865
2014-04-04,0.06046864864864865
2014-04-07,0.06046864864864865
2014-04-08,0.06046864864864865
2014-04-09,0.05887736842105264
2014-04-10,0.05887736842105264
2014-04-11,0.059662400000000004
2014-04-14,0.059662400000000004
2014-04-15,0.05334973333333333
2014-04-16,0.0548113698630137
2014-04-17,0.0548113698630137
2014-04-18,0.0548113698630137
2014-04-21,0.0548113698630137
2014-04-22,0.05443850340136055
2014-04-23,0.05443850340136055
2014-04-24,0.05443850340136055
2014-04-25,0.05443850340136055
2014-04-28,0.05443850340136055
2014-04-29,0.05443850340136055
2014-04-30,0.03627006802721089
2014-05-01,0.03627006802721089
2014-05-02,0.03627006802721089
2014-05-05,0.03627006802721089
2014-05-06,0.03627006802721089
2014-05-07,0.03627006802721089
2014-05-08,0.03627006802721089
2014-05-09,0.03677034482758621
2014-05-12,0.03728461538461538
2014-05-13,0.03728461538461538
2014-05-14,0.03781347517730496
2014-05-15,0.037676879432624114
2014-05-16,0.03849594202898551
2014-05-19,0.03849594202898551
2014-05-20,0.038776934306569345
2014-05-21,0.03935140740740741
2014-05-22,0.03964507462686567
2014-05-23,0.04055297709923664
2014-05-26,0.04055297709923664
2014-05-27,0.04055297709923664
2014-05-28,0.04055297709923664
2014-05-29,0.04183023622047244
2014-05-30,0.07179848484848485
2014-06-02,0.07179848484848485
2014-06-03,0.07072686567164178
2014-06-04,0.07072686567164178
2014-06-05,0.07072686567164178
2014-06-06,0.07072686567164178
2014-06-09,0.07020296296296297
2014-06-10,0.0686768115942029
2014-06-11,0.0686768115942029
2014-06-12,0.0686768115942029
2014-06-13,0.05104927536231884
2014-06-16,0.05104927536231884
2014-06-17,0.05104927536231884
2014-06-18,0.05104927536231884
2014-06-19,0.05104927536231884
2014-06-20,0.0518
2014-06-23,0.0518
2014-06-24,0.0518
2014-06-25,0.05104927536231884
2014-06-26,0.05104927536231884
2014-06-27,0.05104927536231884
2014-06-30,0.03889971014492754
2014-07-01,0.03889971014492754
2014-07-02,0.03889971014492754
2014-07-03,0.03889971014492754
2014-07-04,0.03889971014492754
2014-07-07,0.03889971014492754
2014-07-08,0.03889971014492754
2014-07-09,0.03861985611510791
2014-07-10,0.03861985611510791
2014-07-11,0.03861985611510791
2014-07-14,0.03861985611510791
2014-07-15,0.04368460431654676
2014-07-16,0.04368460431654676
2014-07-17,0.04368460431654676
2014-07-18,0.04368460431654676
2014-07-21,0.04368460431654676
2014-07-22,0.04368460431654676
2014-07-23,0.04337257142857143
2014-07-24,0.04337257142857143
2014-07-25,0.04337257142857143
2014-07-28,0.04337257142857143
2014-07-29,0.04337257142857143
2014-07-30,0.04368460431654676
2014-07-31,0.056335588235294116
2014-08-01,0.056335588235294116
2014-08-04,0.056335588235294116
2014-08-05,0.056335588235294116
2014-08-06,0.056335588235294116
2014-08-07,0.058485801526717555
2014-08-08,0.058485801526717555
2014-08-11,0.058485801526717555
2014-08-12,0.058485801526717555
2014-08-13,0.05675288888888889
2014-08-14,0.05675288888888889
2014-08-15,0.0988989705882353
2014-08-18,0.0988989705882353
2014-08-19,0.0988989705882353
2014-08-20,0.0988989705882353
2014-08-21,0.0988989705882353
2014-08-22,0.0988989705882353
2014-08-25,0.0988989705882353
2014-08-26,0.09817708029197081
2014-08-27,0.09817708029197081
2014-08-28,0.09817708029197081
2014-08-29,0.07070043795620438
2014-09-01,0.07070043795620438
2014-09-02,0.07070043795620438
2014-09-03,0.07070043795620438
2014-09-04,0.07070043795620438
2014-09-05,0.07070043795620438
2014-09-08,0.07018811594202898
2014-09-09,0.07018811594202898
2014-09-10,0.07018811594202898
2014-09-11,0.07018811594202898
2014-09-12,0.07018811594202898
2014-09-15,0.0827214705882353
2014-09-16,0.08333422222222221
2014-09-17,0.0827214705882353
2014-09-18,0.0827214705882353
2014-09-19,0.0827214705882353
2014-09-22,0.08395611940298507
2014-09-23,0.08395611940298507
2014-09-24,0.08458736842105262
2014-09-25,0.08458736842105262
2014-09-26,0.08395611940298507
2014-09-29,0.08333422222222221
2014-09-30,0.10999881481481481
2014-10-01,0.10919
2014-10-02,0.10919
2014-10-03,0.10919
2014-10-06,0.10919
2014-10-07,0.10919
2014-10-08,0.11249878787878789
2014-10-09,0.11165293233082707
2014-10-10,0.11422953846153847
2014-10-13,0.116014375
2014-10-14,0.116014375
2014-10-15,0.14082713178294573
2014-10-16,0.14082713178294573
