Date,mr_252
1997-03-14,0.12897858639987847
1997-03-17,0.10628130577465567
1997-03-18,0.1053903238796523
1997-03-19,0.09909249638938578
1997-03-20,0.07481205436960114
1997-03-21,0.084874184729965
1997-03-24,0.10746598224911419
1997-03-25,0.10116190776372114
1997-03-26,0.10027914966716756
1997-03-27,0.08145223585958283
1997-03-31,0.043019515333476255
1997-04-01,0.05319559346735825
1997-04-02,0.04183535762483137
1997-04-03,0.03053140924078268
1997-04-04,0.03539482131393101
1997-04-07,0.03486332720195051
1997-04-08,0.028967227483592373
1997-04-09,0.028505491687678797
1997-04-10,0.028000256295251935
1997-04-11,-0.010013450904199916
1997-04-14,-0.0049942374183638005
1997-04-15,0.010752688172042557
1997-04-16,0.026465633063913918
1997-04-17,0.026006139154160612
1997-04-18,0.0309383789312192
1997-04-21,0.03049923325949866
1997-04-22,0.035403316799011986
1997-04-23,0.034940630718814925
1997-04-24,0.039816232771822335
1997-04-25,0.04468727411879758
1997-04-28,0.028221693301598183
1997-04-29,0.03313790466479749
1997-04-30,0.04866242038216573
1997-05-01,0.05873366151756931
1997-05-02,0.09714673432894894
1997-05-05,0.10698042317579604
1997-05-06,0.09550526115216074
1997-05-07,0.10532551054947548
1997-05-08,0.10447656024295915
1997-05-09,0.10892845827260667
1997-05-12,0.10275929026720565
1997-05-13,0.11778765043302264
1997-05-14,0.11159811193526692
1997-05-15,0.11077108805817293
1997-05-16,0.12052628995041559
1997-05-19,0.11964679911699849
1997-05-20,0.11352161399430072
1997-05-21,0.13373728327339474
1997-05-22,0.13803951176544693
1997-05-23,0.14231035181214424
1997-05-27,0.146573621772506
1997-05-28,0.12454503618792723
1997-05-29,0.1340596873519666
1997-05-30,0.122556935241384
1997-06-02,0.14778037383177667
1997-06-03,0.16237938771682514
1997-06-04,0.15598736944377078
1997-06-05,0.14441416893733083
1997-06-06,0.14333608096033146
1997-06-09,0.15265168290522713
1997-06-10,0.15149629813973897
1997-06-11,0.14514603001402104
1997-06-12,0.14921624903411157
1997-06-13,0.16362734152090508
1997-06-16,0.16232161419789382
1997-06-17,0.16101881395093143
1997-06-18,0.1442113506161662
1997-06-19,0.15332994826332325
1997-06-20,0.1366135201458687
1997-06-23,0.13546160483175296
1997-06-24,0.1188660012451015
1997-06-25,0.13321122987343292
1997-06-26,0.14745637748832774
1997-06-27,0.13080778804514726
1997-06-30,0.10915644098629951
1997-07-01,0.11329848064041959
1997-07-02,0.14300091802386983
1997-07-03,0.1622763520765138
1997-07-07,0.14054230111554555
1997-07-08,0.14452277657266954
1997-07-09,0.15352112676056473
1997-07-10,0.1522025850699038
1997-07-11,0.15597111220705306
1997-07-14,0.1597543693906487
1997-07-15,0.1684121143504118
1997-07-16,0.1669415035033297
1997-07-17,0.1755674905390252
1997-07-18,0.16896926732992434
1997-07-21,0.1422287783290881
1997-07-22,0.14590713965216007
1997-07-23,0.16465347726634438
1997-07-24,0.15812536739165406
1997-07-25,0.16167768534393745
1997-07-28,0.16519757750195008
1997-07-29,0.15867080100608288
1997-07-30,0.16718609828222175
1997-07-31,0.1706384757809245
1997-08-01,0.15914287797344984
1997-08-04,0.14772178126717117
1997-08-05,0.1562766527163466
1997-08-06,0.16973258501155586
1997-08-07,0.1682207245822518
1997-08-08,0.1419087136929469
1997-08-11,0.14052653045114338
1997-08-12,0.1391476891943395
1997-08-13,0.12295485420645447
1997-08-14,0.13153375198290496
1997-08-15,0.10563952117767283
1997-08-18,0.08482826300294466
1997-08-19,0.11333899745114784
1997-08-20,0.11217601357968343
1997-08-21,0.10610655657516377
1997-08-22,0.09516673399444953
1997-08-25,0.10227036034159642
1997-08-26,0.08650357017441257
1997-08-27,0.0855011824631624
1997-08-28,0.07955135528092283
1997-08-29,0.07363383460109407
1997-09-02,0.08721310625838163
1997-09-03,0.09100086716798517
1997-09-04,0.0898935241752492
1997-09-05,0.10337167175764828
1997-09-08,0.09249964517502596
1997-09-09,0.09139421124881597
1997-09-10,0.0854446068363417
1997-09-11,0.06502161383285365
1997-09-12,0.06888773208398469
1997-09-15,0.07280864534439524
1997-09-16,0.09118901754498565
1997-09-17,0.08532974427994655
1997-09-18,0.10360017158918522
1997-09-19,0.11212024304445212
1997-09-22,0.11096202871327043
1997-09-23,0.10500213821143456
1997-09-24,0.11987146382050873
1997-09-25,0.10747359973504245
1997-09-26,0.12228732845990908
1997-09-29,0.10993459981314246
1997-09-30,0.10882816071519286
1997-10-01,0.11408944734455173
1997-10-02,0.13207116788321183
1997-10-03,0.121410847217299
1997-10-06,0.1298518977575982
1997-10-07,0.1334786316687202
1997-10-08,0.1323055175155723
1997-10-09,0.12641141870039196
1997-10-10,0.11578867810445215
1997-10-13,0.11947849286451429
1997-10-14,0.11365636551082559
1997-10-15,0.11263518860459043
1997-10-16,0.10216990248616398
1997-10-17,0.10122320516116123
1997-10-20,0.09401173972147947
1997-10-21,0.09314204161346074
1997-10-22,0.11269411418886421
1997-10-23,0.10703818730589276
1997-10-24,0.08574568524115245
1997-10-27,0.014435769252373776
1997-10-28,0.023329507460452703
1997-10-29,0.046334164588529125
1997-10-30,0.0269946907948857
1997-10-31,0.026508545517963444
1997-11-03,0.04477091633466168
1997-11-04,0.05358642701159111
1997-11-05,0.053088484954013415
1997-11-06,0.061949542852526074
1997-11-07,0.03798412047564059
1997-11-10,0.037552242142719905
1997-11-11,0.03246632317338172
1997-11-12,0.008694357045780698
1997-11-13,0.02242018933707235
1997-11-14,0.017401982064671806
1997-11-17,0.035764101991854425
1997-11-18,0.03537256457290194
