Date,mr_252
1997-03-14,-0.210008189481528
1997-03-17,-0.20466729081489166
1997-03-18,-0.1864913623856338
1997-03-19,-0.17691420594215646
1997-03-20,-0.1849073369959925
1997-03-21,-0.16664528543938406
1997-03-24,-0.18325964033759246
1997-03-25,-0.16923551582351404
1997-03-26,-0.16405561142541203
1997-03-27,-0.16319333119589585
1997-03-31,-0.18869344909415353
1997-04-01,-0.16996333212828585
1997-04-02,-0.1690175907592022
1997-04-03,-0.16376490976500946
1997-04-04,-0.18043393352903747
1997-04-07,-0.18845414071852262
1997-04-08,-0.1874674151639968
1997-04-09,-0.19545809135823877
1997-04-10,-0.19883746943246594
1997-04-11,-0.2065624484050087
1997-04-14,-0.20552305009107108
1997-04-15,-0.19134992812580165
1997-04-16,-0.17695505157356795
1997-04-17,-0.17595996821210558
1997-04-18,-0.1658896141810542
1997-04-21,-0.14690864307539375
1997-04-22,-0.14582761099390484
1997-04-23,-0.14469795829992915
1997-04-24,-0.15241008332454387
1997-04-25,-0.15125626371563028
1997-04-28,-0.14570332122688678
1997-04-29,-0.14456745660936832
1997-04-30,-0.1163076995573411
1997-05-01,-0.11527324837383757
1997-05-02,-0.10064646901966967
1997-05-05,-0.09520474472291429
1997-05-06,-0.07144660140566228
1997-05-07,-0.0796755767573668
1997-05-08,-0.06508242007959453
1997-05-09,-0.05501495229505882
1997-05-12,-0.01795511221945134
1997-05-13,-0.021716848110805764
1997-05-14,-0.0027927147605582014
1997-05-15,-0.00654862675207768
1997-05-16,0.007855949124889072
1997-05-19,0.022205275167864746
1997-05-20,0.031758742446792
1997-05-21,0.014072409885281356
1997-05-22,-0.01283622473340773
1997-05-23,0.006281395781680743
1997-05-27,-0.006898777102872233
1997-05-28,0.011975582486831726
1997-05-29,0.0032893392107380404
1997-05-30,-0.014386500894479348
1997-06-02,0.004500223613595589
1997-06-03,0.00507011866235163
1997-06-04,0.014903357527679573
1997-06-05,0.019940968972716355
1997-06-06,0.029696988489903875
1997-06-09,0.034651285663966025
1997-06-10,0.04890476314414349
1997-06-11,0.0631686888391303
1997-06-12,0.04522621120526438
1997-06-13,0.04572490482748681
1997-06-16,0.06457483728191882
1997-06-17,0.055730337078651715
1997-06-18,0.0424010037641156
1997-06-19,0.052320986141672465
1997-06-20,0.04359098555542418
1997-06-23,0.03027067138448758
1997-06-24,0.040201369019593924
1997-06-25,0.077906144668894
1997-06-26,0.08289099564240354
1997-06-27,0.06486023671619279
1997-06-30,0.05142221362229127
1997-07-01,0.05188759619970251
1997-07-02,0.052353390936656474
1997-07-03,0.06664917741667042
1997-07-07,0.04818244671992633
1997-07-08,0.04398978583162849
1997-07-09,0.04435674886191632
1997-07-10,0.040101845957988935
1997-07-11,0.035629348046910536
1997-07-14,0.059297728074600986
1997-07-15,0.04559556988394853
1997-07-16,0.059887053654066325
1997-07-17,0.0696354816971867
1997-07-18,0.05592469826168367
1997-07-21,0.04677904328018245
1997-07-22,0.05651282310944605
1997-07-23,0.056669053577885764
1997-07-24,0.04747789210923847
1997-07-25,0.05717872874683483
1997-07-28,0.047983255879953335
1997-07-29,0.03886128299315761
1997-07-30,0.039247983641940376
1997-07-31,0.04447294406993629
1997-08-01,0.012234141904677198
1997-08-04,0.012741997404069672
1997-08-05,-0.014879781970496109
1997-08-06,0.013684008282988325
1997-08-07,0.004617105664599164
1997-08-08,0.033096818493934865
1997-08-11,0.005310282082021667
1997-08-12,0.010340871027744614
1997-08-13,0.020233562903709146
1997-08-14,0.03009518220331242
1997-08-15,0.0114921909161243
1997-08-18,0.01679008216596789
1997-08-19,0.007696662739277826
1997-08-20,0.022255513872957877
1997-08-21,0.01321375406612435
1997-08-22,-0.01915073156080571
1997-08-25,-0.022980257952935235
1997-08-26,-0.008349857495083324
1997-08-27,-0.02665370645111742
1997-08-28,-0.04982375819398954
1997-08-29,-0.04932544344756684
1997-09-02,-0.06303093284304795
1997-09-03,-0.04345499007982234
1997-09-04,-0.04297121847532559
1997-09-05,-0.0332113698060722
1997-09-08,-0.04203762006567746
1997-09-09,-0.022707940382410086
1997-09-10,-0.03647645408863287
1997-09-11,-0.05485195617767047
1997-09-12,-0.059192531627593525
1997-09-15,-0.053660736626518046
1997-09-16,-0.05791674480814235
1997-09-17,-0.06659737174251923
1997-09-18,-0.06122975476108128
1997-09-19,-0.0701673582267418
1997-09-22,-0.059917205916697025
1997-09-23,-0.06391489458514987
1997-09-24,-0.03462863008708861
1997-09-25,-0.03400787162683372
1997-09-26,-0.06196507903280768
1997-09-29,-0.05186328253822059
1997-09-30,-0.04621138845877615
1997-10-01,-0.03617425619191017
1997-10-02,-0.06426795061923396
1997-10-03,-0.06359160598288971
1997-10-06,-0.038895600947804754
1997-10-07,-0.052760802631427794
1997-10-08,-0.05221999847891756
1997-10-09,-0.0660371162308705
1997-10-10,-0.060681457556780005
1997-10-13,-0.060053887421013696
1997-10-14,-0.07378010875981378
1997-10-15,-0.07305377951809067
1997-10-16,-0.052868492671947376
1997-10-17,-0.05214350038744231
1997-10-20,-0.0565792989275925
1997-10-21,-0.06072088356361094
1997-10-22,-0.05540349577793657
1997-10-23,-0.10304371701169912
1997-10-24,-0.09760556809441501
1997-10-27,-0.14527307720622973
1997-10-28,-0.10088566361622231
1997-10-29,-0.11955305850307396
1997-10-30,-0.123904216158779
1997-10-31,-0.12317679292798689
1997-11-03,-0.10282789377660573
1997-11-04,-0.1313742272943409
1997-11-05,-0.13561435629269714
1997-11-06,-0.13957934990439713
1997-11-07,-0.19220409448284648
1997-11-10,-0.1912001324565158
