Date,debt_gdp
2003-12-31,72.9
2004-12-31,56.2
2005-12-31,49.9
2006-12-31,38.6
2007-12-31,34
2008-12-31,29.3
2009-12-31,27.4
2010-12-31,25.7
2011-12-31,24.1
2012-12-31,23
2013-12-31,24.2
2014-12-31,25.9
2015-12-31,28.4
2016-12-31,27.8
2017-12-31,28.9
