Date,debt_gdp
2003-12-31,51.9
2004-12-31,51.8
2005-12-31,49.5
2006-12-31,56.8
2007-12-31,52.8
2008-12-31,42.6
2009-12-31,45.3
2010-12-31,44.2
2011-12-31,43.4
2012-12-31,40.5
2013-12-31,39.6
2014-12-31,46
2015-12-31,49.6
2016-12-31,52
2017-12-31,49.4
