Date,debt_gdp
2003-12-31,46.6
2004-12-31,47.6
2005-12-31,47.6
2006-12-31,41.2
2007-12-31,37.9
2008-12-31,37.9
2009-12-31,44.9
2010-12-31,42.4
2011-12-31,44.9
2012-12-31,45.7
2013-12-31,45.9
2014-12-31,46.3
2015-12-31,46
2016-12-31,41.2
2017-12-31,41.9
