Date,debt_gdp
2003-12-31,58.5
2004-12-31,52
2005-12-31,51.6
2006-12-31,46
2007-12-31,45.1
2008-12-31,38.8
2009-12-31,59.5
2010-12-31,54.7
2011-12-31,54.2
2012-12-31,58.8
2013-12-31,59.2
2014-12-31,58.9
2015-12-31,66.5
2016-12-31,69.9
2017-12-31,84
