Date,debt_gdp
2003-12-31,65.7
2004-12-31,118
2005-12-31,72.5
2006-12-31,64
2007-12-31,56.1
2008-12-31,48.6
2009-12-31,48.6
2010-12-31,45.1
2011-12-31,41.7
2012-12-31,44.8
2013-12-31,45.8
2014-12-31,42.7
2015-12-31,50.1
2016-12-31,54.5
2017-12-31,52.6
