Date,debt_gdp
2003-12-31,22.1
2004-12-31,33.1
2005-12-31,50.1
2006-12-31,41.2
2007-12-31,83.1
2008-12-31,55.7
2009-12-31,49.8
2010-12-31,49.7
2011-12-31,33.8
2012-12-31,29.1
2013-12-31,30.1
2014-12-31,38.6
2015-12-31,31.8
2016-12-31,35.7
2017-12-31,36.7
