Date,debt_gdp
2003-12-31,77
2005-12-31,69.6
2006-12-31,67.7
2007-12-31,64.2
2008-12-31,63.8
2009-12-31,82.5
2010-12-31,84
2011-12-31,87.4
2012-12-31,85.4
2013-12-31,86.3
2014-12-31,94.8
2015-12-31,98.6
2016-12-31,99.4
2017-12-31,89.7
