Date,debt_gdp
2003-12-31,102
2004-12-31,96.2
2005-12-31,94.3
2006-12-31,88.8
2007-12-31,84.6
2008-12-31,89.6
2009-12-31,101
2010-12-31,100.7
2011-12-31,98
2012-12-31,99.6
2013-12-31,102.4
2014-12-31,106.3
2015-12-31,106.1
2016-12-31,106
2017-12-31,103.2
