Date,debt_gdp
2003-12-31,45.5
2004-12-31,45.4
2005-12-31,46.2
2006-12-31,42.3
2007-12-31,41.6
2008-12-31,40
2009-12-31,53.3
2010-12-31,53.1
2011-12-31,51.8
2012-12-31,53.3
2013-12-31,54.6
2014-12-31,52.7
2015-12-31,54.5
2016-12-31,52.7
2017-12-31,54.2
