Date,debt_gdp
2003-12-31,45
2004-12-31,42.5
2005-12-31,37
2006-12-31,30.1
2007-12-31,26
2008-12-31,33.5
2009-12-31,41.5
2010-12-31,43.7
2011-12-31,46.6
2012-12-31,45.6
2013-12-31,47
2014-12-31,45.1
2015-12-31,40.2
2016-12-31,37.7
2017-12-31,36.4
