Date,debt_gdp
2003-12-31,106.4
2004-12-31,102.5
2005-12-31,102.9
2006-12-31,98.3
2007-12-31,96.3
2008-12-31,99.2
2009-12-31,110
2010-12-31,112.4
2011-12-31,118.2
2012-12-31,111.4
2013-12-31,105.5
2014-12-31,103.2
2015-12-31,104.7
2016-12-31,112.9
2017-12-31,110.9
