Date,debt_gdp
2003-12-31,106.4
2004-12-31,105.6
2005-12-31,108.8
2006-12-31,106.7
2007-12-31,104
2008-12-31,105.8
2009-12-31,115.8
2010-12-31,119.1
2011-12-31,120.1
2012-12-31,126.9
2013-12-31,133
2014-12-31,132
2015-12-31,132.8
2016-12-31,132.5
2017-12-31,131.5
