Date,debt_gdp
2003-12-31,51
2004-12-31,39.6
2005-12-31,43.1
2006-12-31,42.7
2007-12-31,43.6
2008-12-31,51.8
2009-12-31,68.2
2010-12-31,76.1
2011-12-31,85.3
2012-12-31,88.7
2013-12-31,91.1
2014-12-31,88.1
2015-12-31,89
2016-12-31,89.3
2017-12-31,87
