Date,debt_gdp
2003-12-31,72.7
2005-12-31,35.6
2006-12-31,26.8
2007-12-31,11
2008-12-31,5.1
2009-12-31,14
2010-12-31,8.6
2011-12-31,34
2012-12-31,32.8
2013-12-31,30.6
2014-12-31,31.9
2015-12-31,41.6
2016-12-31,55.4
2017-12-31,54
