Date,debt_gdp
2003-12-31,100.9
2004-12-31,112
2005-12-31,106.8
2006-12-31,82.4
2007-12-31,89.5
2008-12-31,97.4
2009-12-31,113.4
2010-12-31,142.7
2011-12-31,165.3
2012-12-31,156.9
2013-12-31,175
2014-12-31,177.1
2015-12-31,177.4
2016-12-31,179.4
2017-12-31,181.9
