Date,debt_gdp
2003-12-31,59.7
2004-12-31,59.7
2005-12-31,53.8
2006-12-31,60
2007-12-31,58.2
2008-12-31,56.4
2009-12-31,57.3
2010-12-31,50.6
2011-12-31,50.5
2012-12-31,51.7
2013-12-31,51.8
2014-12-31,51.7
2015-12-31,52.4
2016-12-31,50.3
2017-12-31,70.2
