Date,debt_gdp
2003-12-31,108.6
2004-12-31,104.5
2005-12-31,99.7
2006-12-31,84.9
2007-12-31,80.6
2008-12-31,76.8
2009-12-31,77.7
2010-12-31,74.6
2011-12-31,72.6
2012-12-31,66.9
2013-12-31,67.1
2014-12-31,65.9
2015-12-31,63.3
2016-12-31,60.7
2017-12-31,61
