Date,debt_gdp
2003-12-31,25.6
2004-12-31,22.1
2005-12-31,21.3
2006-12-31,21.2
2007-12-31,20.7
2008-12-31,24.4
2009-12-31,22.2
2010-12-31,27.5
2011-12-31,36.1
2012-12-31,38.1
2013-12-31,38.4
2014-12-31,34.6
2015-12-31,35
2016-12-31,33.3
2017-12-31,26.4
