Date,debt_gdp
2003-12-31,48.7
2004-12-31,46.8
2005-12-31,39.6
2006-12-31,38.9
2007-12-31,35.9
2008-12-31,33.7
2009-12-31,40.3
2010-12-31,48.4
2011-12-31,49.2
2012-12-31,53.1
2013-12-31,56.5
2014-12-31,59.3
2015-12-31,62.5
2016-12-31,63.6
2017-12-31,61.4
