Date,debt_gdp
2003-12-31,47.4
2004-12-31,49.9
2005-12-31,47.7
2006-12-31,45.5
2007-12-31,43.1
2008-12-31,45.2
2009-12-31,46.4
2010-12-31,54.9
2011-12-31,53.4
2012-12-31,48.3
2013-12-31,48.2
2014-12-31,43.7
2015-12-31,45
2016-12-31,48.4
2017-12-31,51.4
