Date,debt_gdp
2003-12-31,30.5
2004-12-31,32.4
2005-12-31,33.6
2006-12-31,34.6
2007-12-31,27.9
2008-12-31,29.4
2009-12-31,33
2010-12-31,33.4
2011-12-31,34.7
2012-12-31,35.8
2013-12-31,38.9
2014-12-31,33.4
2015-12-31,32.7
2016-12-31,31.2
2017-12-31,35.2
