Date,debt_gdp
2004-12-31,2.1
2005-12-31,1.8
2006-12-31,13.3
2007-12-31,12.5
2008-12-31,13.9
2009-12-31,37.4
2010-12-31,17.8
2011-12-31,39.8
2012-12-31,37.8
2013-12-31,35.6
2014-12-31,39.5
2015-12-31,37
2016-12-31,44.8
2017-12-31,0.1
