Date,debt_gdp
2003-12-31,77
2004-12-31,74.2
2005-12-31,72.3
2006-12-31,63.8
2007-12-31,55.8
2008-12-31,56.9
2009-12-31,57.3
2010-12-31,52.4
2011-12-31,50.9
2012-12-31,51.5
2013-12-31,50.2
2014-12-31,45.4
2015-12-31,44.8
2016-12-31,42.1
2017-12-31,37.8
