Date,debt_gdp
2003-12-31,154.6
2004-12-31,164.3
2005-12-31,158
2006-12-31,177.6
2007-12-31,170
2008-12-31,172.1
2009-12-31,192.9
2010-12-31,199.7
2011-12-31,205.5
2012-12-31,219.1
2013-12-31,226.1
2014-12-31,231.9
2015-12-31,230
2016-12-31,222.2
2017-12-31,236.4
