Date,debt_gdp
2003-12-31,18.1
2004-12-31,17.6
2005-12-31,17.5
2006-12-31,16.2
2007-12-31,21.2
2008-12-31,40.7
2009-12-31,48.9
2010-12-31,51.2
2011-12-31,45.9
2012-12-31,42.6
2013-12-31,41.7
2014-12-31,45.4
2015-12-31,51.3
2016-12-31,62.7
2017-12-31,19.5
