Date,debt_gdp
2003-12-31,49.2
2004-12-31,44.1
2005-12-31,38
2006-12-31,32.6
2007-12-31,29.2
2008-12-31,24
2009-12-31,25
2010-12-31,23.4
2011-12-31,19.9
2012-12-31,16.6
2013-12-31,14.9
2014-12-31,20.1
2015-12-31,23.3
2016-12-31,23.8
2017-12-31,25.5
