Date,debt_gdp
2003-12-31,18.2
2004-12-31,17.4
2005-12-31,16.1
2006-12-31,16.1
2007-12-31,15.6
2008-12-31,14.7
2009-12-31,22.1
2010-12-31,28.8
2011-12-31,26.7
2012-12-31,32.4
2013-12-31,32.6
2014-12-31,42.4
2015-12-31,44.2
2016-12-31,46.6
2017-12-31,41.6
