Date,debt_gdp
2003-12-31,54.1
2004-12-31,55.8
2005-12-31,52.7
2006-12-31,49.4
2007-12-31,45.5
2008-12-31,58.2
2009-12-31,60.9
2010-12-31,62.7
2011-12-31,65.1
2012-12-31,71.1
2013-12-31,74.3
2014-12-31,69
2015-12-31,65.3
2016-12-31,61.8
2017-12-31,56.7
