Date,debt_gdp
2003-12-31,64.2
2004-12-31,65.8
2005-12-31,67.3
2006-12-31,67.8
2007-12-31,64.9
2008-12-31,66
2009-12-31,73.2
2010-12-31,83.4
2011-12-31,80.6
2012-12-31,81
2013-12-31,79.9
2014-12-31,74.3
2015-12-31,71.2
2016-12-31,68.4
2017-12-31,64.1
