Date,debt_gdp
2003-12-31,68.8
2004-12-31,67.7
2005-12-31,66.2
2006-12-31,64.2
2007-12-31,63.9
2008-12-31,68.1
2009-12-31,77.6
2010-12-31,82.4
2011-12-31,86.1
2012-12-31,90.3
2013-12-31,93.4
2014-12-31,95.5
2015-12-31,96.2
2016-12-31,96.4
2017-12-31,97
