Date,debt_gdp
2003-12-31,13.8
2004-12-31,21.3
2005-12-31,20
2006-12-31,25.2
2007-12-31,28.2
2008-12-31,24.4
2009-12-31,23.5
2010-12-31,35.1
2011-12-31,33.6
2012-12-31,35.1
2013-12-31,35.8
2014-12-31,34.5
2015-12-31,44.8
2016-12-31,45.6
2017-12-31,39.8
