Date,debt_gdp
2003-12-31,31.2
2004-12-31,31.2
2005-12-31,26.7
2006-12-31,24.9
2007-12-31,24.9
2008-12-31,44.2
2009-12-31,64.8
2010-12-31,94.9
2011-12-31,108.2
2012-12-31,117.6
2013-12-31,124.2
2014-12-31,107.6
2015-12-31,101.2
2016-12-31,72.9
2017-12-31,68.5
