Date,debt_gdp
2003-12-31,94.6
2004-12-31,75
2005-12-31,44.2
2006-12-31,32.2
2007-12-31,24.3
2008-12-31,18.9
2009-12-31,22.6
2010-12-31,16.6
2011-12-31,12.6
2012-12-31,11.8
2013-12-31,12.2
2014-12-31,1.6
2015-12-31,15
2016-12-31,22.3
2017-12-31,17.3
