Date,debt_gdp
2003-12-31,57.1
2004-12-31,57.2
2005-12-31,52
2006-12-31,51
2007-12-31,44.2
2008-12-31,40.2
2009-12-31,40.5
2010-12-31,54.5
2011-12-31,52.4
2012-12-31,52.4
2013-12-31,33.8
2014-12-31,34.7
2015-12-31,34.4
2016-12-31,32.6
2017-12-31,42.8
