Date,debt_gdp
2003-12-31,51.8
2004-12-31,51.6
2005-12-31,50.4
2006-12-31,47.8
2007-12-31,41.7
2008-12-31,36.7
2009-12-31,41.6
2010-12-31,39.7
2011-12-31,38.3
2012-12-31,38.2
2013-12-31,41.5
2014-12-31,43.8
2015-12-31,43.2
2016-12-31,41.7
2017-12-31,40.9
