Date,Market,Ticker,"Forward Return (one month, 21-trading day)",fundamental_emerging_ridge_train
2016-01-04,Emerging,ARGT,-0.06674405107370872,0.006703434127193902
2016-01-04,Emerging,ECH,0.019849418206707714,0.015658619424808746
2016-01-04,Emerging,EPHE,-0.04995403003371135,0.0022973420565882523
2016-01-04,Emerging,EPOL,-0.025324274243360256,0.01901485690145526
2016-01-04,Emerging,EPU,-0.024496461622210086,0.023965269673565666
2016-01-04,Emerging,ERUS,0.0022123893805310324,0.020991026852423593
2016-01-04,Emerging,EWM,0.05351437699680517,0.006433172978545426
2016-01-04,Emerging,EWW,-0.025395411004678133,-0.0033804935004946492
2016-01-04,Emerging,EWY,-0.026479750778816147,0.020115032909362583
2016-01-04,Emerging,EWZ,-0.011061946902654829,0.03436854947410408
2016-01-04,Emerging,GREK,-0.14020691149387932,0.0009502433082081898
2016-01-04,Emerging,KSA,-0.10672308415608832,0.010032807874652536
2016-01-04,Emerging,MCHI,-0.11501360375958447,0.009396064290590008
2016-01-04,Emerging,THD,0.055513016845329284,0.00548148908319531
2016-01-05,Emerging,ARGT,-0.03360370799536516,0.006538302112217842
2016-01-05,Emerging,ECH,0.03737682636765216,0.015572880335396987
2016-01-05,Emerging,EPHE,-0.04020712762717017,0.002187692129269541
2016-01-05,Emerging,EPOL,0.005667506297229119,0.019050629634049694
2016-01-05,Emerging,EPU,-0.004350190320826619,0.023973644814709913
2016-01-05,Emerging,ERUS,-0.029923830250272117,0.020989719030900772
2016-01-05,Emerging,EWM,0.0582408874801903,0.006204836116606123
2016-01-05,Emerging,EWW,-0.012513966480447005,-0.003419831511317353
2016-01-05,Emerging,EWY,-0.011965433192998032,0.020095737141955346
2016-01-05,Emerging,EWZ,0.015812431842966213,0.034221792986989616
2016-01-05,Emerging,GREK,-0.1600954137601065,0.0013045778191665327
2016-01-05,Emerging,KSA,-0.10672308415608832,0.010187574178525829
2016-01-05,Emerging,MCHI,-0.12301980198019805,0.009473648409193618
2016-01-05,Emerging,THD,0.05448963929393713,0.0056462122565343765
2016-01-06,Emerging,ARGT,-0.02240566037735869,0.006789168982865732
2016-01-06,Emerging,ECH,0.03253424657534243,0.015516843148874717
2016-01-06,Emerging,EPHE,-0.02691831683168322,0.0020928558254493454
2016-01-06,Emerging,EPOL,0.035415325177076566,0.018950644541941866
2016-01-06,Emerging,EPU,0.031526548672566435,0.024020857655347554
2016-01-06,Emerging,ERUS,-0.01941209095951202,0.02101102553882355
2016-01-06,Emerging,EWM,0.05958654235914064,0.005971324715412719
2016-01-06,Emerging,EWW,-0.016879562043795704,-0.0031435915978413487
2016-01-06,Emerging,EWY,-0.0045207956600362715,0.020116979311073355
2016-01-06,Emerging,EWZ,0.007198228128460826,0.03418624682691632
2016-01-06,Emerging,GREK,-0.16121187846884474,0.001081100983269823
2016-01-06,Emerging,KSA,-0.072265625,0.01065244608953903
2016-01-06,Emerging,MCHI,-0.11681772406847934,0.009459488388059538
2016-01-06,Emerging,THD,0.05894900135737835,0.00532202504446675
2016-01-07,Emerging,ARGT,-0.014475271411338862,0.006375283929771706
2016-01-07,Emerging,ECH,0.0642299503193755,0.015453350394795638
2016-01-07,Emerging,EPHE,-0.0031928480204342913,0.0020369128190284875
2016-01-07,Emerging,EPOL,0.028478964401294608,0.01892184876329954
2016-01-07,Emerging,EPU,0.04635387224420584,0.02404422260725318
2016-01-07,Emerging,ERUS,-0.005757052389176787,0.020885919669857977
2016-01-07,Emerging,EWM,0.05982905982905984,0.005459001238904209
2016-01-07,Emerging,EWW,0.001424163304058812,-0.003369878236224892
2016-01-07,Emerging,EWY,0.004824259131633424,0.020015921503157164
2016-01-07,Emerging,EWZ,0.021276595744681,0.034196369478874035
2016-01-07,Emerging,GREK,-0.1825549062467473,0.001842098888331119
2016-01-07,Emerging,KSA,-0.045982819605861584,0.010918648482869584
2016-01-07,Emerging,MCHI,-0.0986876640419947,0.009716334745734134
2016-01-07,Emerging,THD,0.10722891566265068,0.005531381168546975
2016-01-08,Emerging,ARGT,-0.010448678549477508,0.006459904047789651
2016-01-08,Emerging,ECH,0.07158273381294955,0.015558823392746807
2016-01-08,Emerging,EPHE,0.019915115899445057,0.0019274407448421123
2016-01-08,Emerging,EPOL,0.04924491135915954,0.01907764378083852
2016-01-08,Emerging,EPU,0.03420752565564422,0.02427090948557284
2016-01-08,Emerging,ERUS,-0.03040935672514633,0.02103563976049607
2016-01-08,Emerging,EWM,0.06039441248972888,0.0051927476489255844
2016-01-08,Emerging,EWW,-0.0009636232233196652,-0.00289671963026333
