Date,Market,Ticker,"Forward Return (one month, 21-trading day)",fundamental_developed_ridge_train
2016-01-26,Developed,EWJ,-0.011716881874701102,0.007894504612388399
2016-01-26,Developed,EWL,-0.015837104072398134,0.007346966563190308
2016-01-26,Developed,EWN,-0.009573958831976979,0.007535931038167954
2016-01-26,Developed,EWO,0.002349256068911565,0.0077652836838772174
2016-01-26,Developed,EWQ,-0.004812319538017418,0.0075849721701351635
2016-01-26,Developed,EWU,-0.0023696682464454666,0.0063893189393504244
2016-01-26,Developed,VOO,0.02813474734872101,0.0078080740279573265
2016-01-27,Developed,ENZL,0.0600407055630936,0.007390728945042097
2016-01-27,Developed,EWA,0.012658227848101332,0.007856736142420523
2016-01-27,Developed,EWG,-0.025419881979119485,0.007674821094335624
2016-01-27,Developed,EWH,0.041884816753926746,0.007493104939230046
2016-01-27,Developed,EWI,-0.060736489717838286,0.005450760089091005
2016-01-27,Developed,EWJ,-0.013377926421404784,0.007847249548452766
2016-01-27,Developed,EWL,-0.011402508551881295,0.007350711284557941
2016-01-27,Developed,EWN,-0.0014478764478763615,0.007534207548867077
2016-01-27,Developed,EWO,0.014331210191082857,0.007787052312398971
2016-01-27,Developed,EWQ,-0.002423654871546277,0.0075761049503826625
2016-01-27,Developed,EWU,0.004777070063694211,0.006348622268987855
2016-01-27,Developed,VOO,0.0380489651691065,0.007839854842714678
2016-01-28,Developed,ENZL,0.03753351206434319,0.007369159733962874
2016-01-28,Developed,EWA,-0.006906077348066253,0.007821038894001889
2016-01-28,Developed,EWG,-0.03283173734610123,0.007702872344023419
2016-01-28,Developed,EWH,0.03248862897985716,0.007501067388070461
2016-01-28,Developed,EWI,-0.052300242130750574,0.005506751403609004
2016-01-28,Developed,EWJ,-0.03028857619842606,0.00785640589596514
2016-01-28,Developed,EWL,-0.014879816863792472,0.007371875473086826
2016-01-28,Developed,EWN,-0.005285920230658325,0.00755452247209416
2016-01-28,Developed,EWO,-0.00393700787401563,0.0077823144776714166
2016-01-28,Developed,EWQ,-0.01060752169720347,0.0075836240031940776
2016-01-28,Developed,EWU,-0.009827044025157215,0.006278788807455754
2016-01-28,Developed,VOO,0.02322078574118236,0.007821533073346229
2016-01-29,Developed,ENZL,0.05124792013311152,0.0074506222771079465
2016-01-29,Developed,EWA,0.011580381471389735,0.007859665883063482
2016-01-29,Developed,EWG,-0.0036215482118604476,0.007728619660329922
2016-01-29,Developed,EWH,0.02533248891703632,0.0072859922451277495
2016-01-29,Developed,EWI,-0.03247373447946511,0.005207208755616101
2016-01-29,Developed,EWJ,-0.02957615277130876,0.00774248876568034
2016-01-29,Developed,EWL,-0.004514672686230181,0.007447725582755658
2016-01-29,Developed,EWN,0.007522331922896086,0.007547977273891492
2016-01-29,Developed,EWO,0.013302034428795071,0.00781266829770006
2016-01-29,Developed,EWQ,-0.0004748338081670411,0.007611290197353006
2016-01-29,Developed,EWU,-0.006538461538461604,0.006694131031939076
2016-01-29,Developed,VOO,0.022524176765821968,0.007761563995916414
2016-02-01,Developed,ENZL,0.0474934036939314,0.007436016825633052
2016-02-01,Developed,EWA,0.03874915023793335,0.00784423503615209
2016-02-01,Developed,EWG,-0.003624830086089825,0.007729994190581643
2016-02-01,Developed,EWH,0.05431309904153348,0.007301709297741515
2016-02-01,Developed,EWI,-0.02060373742213706,0.005198311150711319
2016-02-01,Developed,EWJ,-0.00960637300843481,0.007708268314194932
2016-02-01,Developed,EWL,0.0018839487565938122,0.007438776146876639
2016-02-01,Developed,EWN,-0.0009389671361501596,0.007543316228229869
2016-02-01,Developed,EWO,0.02202989771833197,0.007833435352278812
2016-02-01,Developed,EWQ,-0.001425178147268502,0.007618459502803717
2016-02-01,Developed,EWU,-0.0026881720430107503,0.00673708479635174
2016-02-01,Developed,VOO,0.02775225142437044,0.007760347124925923
2016-02-02,Developed,ENZL,0.07931726907630532,0.00739818362506673
2016-02-02,Developed,EWA,0.0941011235955056,0.007835404876336475
2016-02-02,Developed,EWG,0.03206319702602234,0.007734620980820491
2016-02-02,Developed,EWH,0.0762214983713354,0.007308163831900408
2016-02-02,Developed,EWI,0.038863976083707064,0.005211059718248942
2016-02-02,Developed,EWJ,0.008051148472649759,0.007704508927533797
2016-02-02,Developed,EWL,0.027234369006520875,0.007435708582395898
2016-02-02,Developed,EWN,0.029850746268656806,0.007554497771187384
2016-02-02,Developed,EWO,0.04610492845786962,0.007814441708643684
2016-02-02,Developed,EWQ,0.04064642507345728,0.007635249671256672
2016-02-02,Developed,EWU,0.03681710213776723,0.0067427334294227394
2016-02-02,Developed,VOO,0.05060210894116168,0.007775380843668023
2016-02-03,Developed,ENZL,0.07156798959011068,0.007374542225242661
2016-02-03,Developed,EWA,0.09833795013850424,0.007844457451266367
2016-02-03,Developed,EWG,0.01687186502507987,0.007732029574238932
2016-02-03,Developed,EWH,0.09375,0.007337663622560534
2016-02-03,Developed,EWI,0.02827380952380953,0.005235050583771869
2016-02-03,Developed,EWJ,0.03140733637017501,0.007737430238969448
2016-02-03,Developed,EWL,0.004521477015825282,0.00741115622877816
2016-02-03,Developed,EWN,0.020862968231389445,0.007552690211454625
2016-02-03,Developed,EWO,0.038552321007080836,0.007835318077484598
2016-02-03,Developed,EWQ,0.02741702741702734,0.007629692932957312
2016-02-03,Developed,EWU,0.029285435376805943,0.006722029323093351
2016-02-03,Developed,VOO,0.04782581725699386,0.007737893496663392
2016-02-04,Developed,ENZL,0.0634715025906738,0.007375251045493852
2016-02-04,Developed,EWA,0.09462219196732467,0.007817057613622743
2016-02-04,Developed,EWG,0.017857142857142794,0.007743639186939437
2016-02-04,Developed,EWH,0.08595800524934383,0.007318594725886005
2016-02-04,Developed,EWI,0.00686274509803919,0.00522939867161554
2016-02-04,Developed,EWJ,0.023317307692307658,0.007752402842523078
2016-02-04,Developed,EWL,0.016723679209426082,0.007449296421481452
2016-02-04,Developed,EWN,0.014164305949008638,0.007565030212706103
2016-02-04,Developed,EWO,0.029571984435797782,0.007813595350749884
2016-02-04,Developed,EWQ,0.02395783421178721,0.007633865499268548
2016-02-04,Developed,EWU,0.02959501557632405,0.006711618697075737
2016-02-04,Developed,VOO,0.047704603184437255,0.0077402036991188645
2016-02-05,Developed,ENZL,0.08157199471598409,0.007359306110298865
2016-02-05,Developed,EWA,0.10272536687631018,0.0078066139535711955
2016-02-05,Developed,EWG,0.027064862342510487,0.007750131503142692
2016-02-05,Developed,EWH,0.07570770243581304,0.00731736214693824
2016-02-05,Developed,EWI,0.03172205438066466,0.0052448675269696375
2016-02-05,Developed,EWJ,0.03105893861579845,0.0077677437090482035
2016-02-05,Developed,EWL,0.018000765990042078,0.007445550778312493
2016-02-05,Developed,EWN,0.02792489167067891,0.007576871744333156
2016-02-05,Developed,EWO,0.031931464174454804,0.0077833325456513735
2016-02-05,Developed,EWQ,0.029168692270296726,0.007631864107183429
2016-02-05,Developed,EWU,0.03244954491491892,0.006701264002566875
2016-02-05,Developed,VOO,0.055688849602222534,0.0077650458384650855
2016-02-08,Developed,ENZL,0.08092868988391387,0.007313966945670465
2016-02-08,Developed,EWA,0.13086074177746676,0.0077622595775287614
2016-02-08,Developed,EWG,0.05792245093346105,0.007767148927061796
2016-02-08,Developed,EWH,0.09899665551839476,0.007318359428125074
2016-02-08,Developed,EWI,0.07624020887728468,0.005264430107549683
2016-02-08,Developed,EWJ,0.032099975496201694,0.007733848545637049
2016-02-08,Developed,EWL,0.03302253302253312,0.007453430487922776
2016-02-08,Developed,EWN,0.06504468718967216,0.007611707042115143
2016-02-08,Developed,EWO,0.07281553398058249,0.0078212130007477
2016-02-08,Developed,EWQ,0.059233449477351874,0.007649984940087282
2016-02-08,Developed,EWU,0.06542056074766345,0.0066905119722264605
2016-02-08,Developed,VOO,0.07631241997439188,0.007763092991809055
2016-02-09,Developed,ENZL,0.07705026455026465,0.0072966289628379755
2016-02-09,Developed,EWA,0.144079885877318,0.007775384331137399
2016-02-09,Developed,EWG,0.05611510791366904,0.0077501042157557855
2016-02-09,Developed,EWH,0.10661268556005377,0.007313625702738514
2016-02-09,Developed,EWI,0.11871657754010713,0.005289100439166152
2016-02-09,Developed,EWJ,0.04746440169872601,0.00779940873320588
2016-02-09,Developed,EWL,0.045882352941176485,0.007453553881106715
2016-02-09,Developed,EWN,0.0800400200100051,0.007604737567264873
2016-02-09,Developed,EWO,0.11138613861386147,0.00782916181633991
2016-02-09,Developed,EWQ,0.07185929648241207,0.007645157973630421
2016-02-09,Developed,EWU,0.06726825266611969,0.0066550968671509544
2016-02-09,Developed,VOO,0.07654399999999995,0.007737993476146665
2016-02-10,Developed,ENZL,0.1019933554817276,0.0073415496060546
2016-02-10,Developed,EWA,0.1782390837508947,0.00780816228209991
2016-02-10,Developed,EWG,0.08986615678776277,0.007732988605006818
2016-02-10,Developed,EWH,0.12265415549597858,0.007281817786276344
2016-02-10,Developed,EWI,0.14085239085239087,0.005241073060665215
2016-02-10,Developed,EWJ,0.09486266531027464,0.007827878903622501
2016-02-10,Developed,EWL,0.05767731878409976,0.007432779320743179
2016-02-10,Developed,EWN,0.11598587997982855,0.007601467094780136
2016-02-10,Developed,EWO,0.13651315789473695,0.007815528095296712
2016-02-10,Developed,EWQ,0.10120240480961916,0.007628679578112887
2016-02-10,Developed,EWU,0.090311986863711,0.0067025938721017595
2016-02-10,Developed,VOO,0.09471661863592697,0.007735435761721188
2016-02-11,Developed,ENZL,0.091605596269154,0.007302383217917241
2016-02-11,Developed,EWA,0.16666666666666652,0.0077487142507402336
2016-02-11,Developed,EWG,0.1035645472061657,0.007747861372164573
2016-02-11,Developed,EWH,0.12131367292225215,0.0073147981923451675
2016-02-11,Developed,EWI,0.16336368505623988,0.0052859589797677325
2016-02-11,Developed,EWJ,0.12224240851284708,0.007814795269996495
2016-02-11,Developed,EWL,0.06724683544303799,0.007444075442762448
2016-02-11,Developed,EWN,0.1243628950050968,0.007621209115181501
2016-02-11,Developed,EWO,0.1494632535094964,0.007814084087649572
2016-02-11,Developed,EWQ,0.11779704232534427,0.007663120931271666
2016-02-11,Developed,EWU,0.10066555740432626,0.006665647379379075
2016-02-11,Developed,VOO,0.10736992344621776,0.007727305727305538
2016-02-12,Developed,ENZL,0.10679283541737083,0.007336561954908764
2016-02-12,Developed,EWA,0.12553191489361692,0.007801933092292307
2016-02-12,Developed,EWG,0.0871843735111959,0.00773370275744164
2016-02-12,Developed,EWH,0.1011162179908076,0.007306594964563696
2016-02-12,Developed,EWI,0.12077043206663207,0.005269700007430456
2016-02-12,Developed,EWJ,0.09801903781836896,0.007896219572778734
2016-02-12,Developed,EWL,0.04324113751460845,0.007432850187979934
2016-02-12,Developed,EWN,0.11431461810824485,0.007607688684972914
2016-02-12,Developed,EWO,0.1172190784155216,0.007755281623174394
2016-02-12,Developed,EWQ,0.1026289180990898,0.007648186870394617
2016-02-12,Developed,EWU,0.05488297013720733,0.006657176266481846
2016-02-12,Developed,VOO,0.08372536554354726,0.0077040579840619424
2016-02-16,Developed,ENZL,0.11155644622578498,0.007367411639644826
2016-02-16,Developed,EWA,0.12621359223300965,0.007804507288789786
2016-02-16,Developed,EWG,0.08881578947368429,0.007755743863182689
2016-02-16,Developed,EWH,0.10201429499675108,0.007289142561303311
2016-02-16,Developed,EWI,0.1052364006100659,0.005243690652804204
2016-02-16,Developed,EWJ,0.061057334326135575,0.00781532315363096
2016-02-16,Developed,EWL,0.03651037663335899,0.007458935300884673
2016-02-16,Developed,EWN,0.09871668311944726,0.007609558466495969
2016-02-16,Developed,EWO,0.10705789056304528,0.007757815804838456
2016-02-16,Developed,EWQ,0.08633448445979286,0.007651969587430786
2016-02-16,Developed,EWU,0.05250596658711215,0.006664164693527795
2016-02-16,Developed,VOO,0.07221458046767547,0.007731690953947789
2016-02-17,Developed,ENZL,0.1076115485564304,0.0074041546487622735
2016-02-17,Developed,EWA,0.13310580204778155,0.00784435136559887
2016-02-17,Developed,EWG,0.06580763920846744,0.007741208157924597
2016-02-17,Developed,EWH,0.08765195137555981,0.007298269847945307
2016-02-17,Developed,EWI,0.08699999999999998,0.00524712262275321
2016-02-17,Developed,EWJ,0.05587004676347518,0.007851803256980525
2016-02-17,Developed,EWL,0.037447458922430066,0.007451230708434413
2016-02-17,Developed,EWN,0.08430232558139528,0.0075903076962397335
2016-02-17,Developed,EWO,0.08141321044546856,0.007730451654469613
2016-02-17,Developed,EWQ,0.06274131274131277,0.007630831193708336
2016-02-17,Developed,EWU,0.05017502917152861,0.006637804524787136
2016-02-17,Developed,VOO,0.06157726377952755,0.007722418288877229
2016-02-18,Developed,ENZL,0.11290322580645172,0.007397048750842474
2016-02-18,Developed,EWA,0.12312925170068036,0.007802659636780588
2016-02-18,Developed,EWG,0.06617647058823528,0.007725358637134911
2016-02-18,Developed,EWH,0.10032154340835996,0.00729415029364998
2016-02-18,Developed,EWI,0.10701484895033286,0.005254899379586016
2016-02-18,Developed,EWJ,0.052178193453113364,0.007829220869131124
2016-02-18,Developed,EWL,0.03722179585571772,0.007458527828492546
2016-02-18,Developed,EWN,0.09259259259259278,0.007594454006304415
2016-02-18,Developed,EWO,0.1182965299684542,0.007778969607969409
2016-02-18,Developed,EWQ,0.07281553398058249,0.007627031530094195
2016-02-18,Developed,EWU,0.051602814698983535,0.006648898479197325
2016-02-18,Developed,VOO,0.07005621795267802,0.007738734947298259
2016-02-19,Developed,ENZL,0.1042684913652656,0.0073632037349490335
2016-02-19,Developed,EWA,0.11860940695296528,0.00780962670859702
2016-02-19,Developed,EWG,0.06823420931304748,0.007731899432522745
2016-02-19,Developed,EWH,0.09840255591054324,0.007299824790365467
2016-02-19,Developed,EWI,0.12190082644628085,0.005267802608142112
2016-02-19,Developed,EWJ,0.06181998021760626,0.0078503470103525
2016-02-19,Developed,EWL,0.03528960490985812,0.007464312532212804
2016-02-19,Developed,EWN,0.08869395711500982,0.0075978688945002705
2016-02-19,Developed,EWO,0.10086004691164983,0.0077570091058916536
2016-02-19,Developed,EWQ,0.06404657933042213,0.00762874433610069
2016-02-19,Developed,EWU,0.04737666405638219,0.006641086162004349
2016-02-19,Developed,VOO,0.07192288680177937,0.007738228650842593
2016-02-22,Developed,ENZL,0.08745980707395495,0.007402516589073769
2016-02-22,Developed,EWA,0.08759124087591252,0.007814828865080092
2016-02-22,Developed,EWG,0.05702554744525545,0.007726957578034701
2016-02-22,Developed,EWH,0.06778606965174161,0.007277441187041156
2016-02-22,Developed,EWI,0.08684738955823268,0.005240341798633882
2016-02-22,Developed,EWJ,0.05083921187059115,0.007854452640287682
2016-02-22,Developed,EWL,0.028669724770642224,0.007474688225660493
2016-02-22,Developed,EWN,0.07328833172613325,0.0075879988220808395
2016-02-22,Developed,EWO,0.07621247113163965,0.007741489443061361
2016-02-22,Developed,EWQ,0.050553683196918664,0.007626589526394404
2016-02-22,Developed,EWU,0.034037558685446,0.006665845067061353
2016-02-22,Developed,VOO,0.0562899786780382,0.007736804224071511
2016-02-23,Developed,ENZL,0.08242112041210548,0.007369825348451924
2016-02-23,Developed,EWA,0.0845165652467883,0.00779168018991898
2016-02-23,Developed,EWG,0.07295539033457255,0.0077347476939255665
2016-02-23,Developed,EWH,0.0712933753943219,0.007279186648990595
