Date,Market,Ticker,"Forward Return (one month, 21-trading day)",fundamental_developed_ridge_train
2016-01-04,Developed,ENZL,-0.03545654220269856,0.00745845956423168
2016-01-04,Developed,EWA,-0.07197943444730083,0.007827288928210236
2016-01-04,Developed,EWG,-0.055148642826368,0.007699000390543318
2016-01-04,Developed,EWH,-0.09806224310041113,0.007313755795314585
2016-01-04,Developed,EWI,-0.14176245210727967,0.005218190614474795
2016-01-04,Developed,EWJ,-0.06374859708193037,0.007758643005518982
2016-01-04,Developed,EWL,-0.05112620664998213,0.007433999277027259
2016-01-04,Developed,EWN,-0.012177985948477854,0.007622101660287023
2016-01-04,Developed,EWO,-0.08164739884393057,0.007744234728703834
2016-01-04,Developed,EWQ,-0.0348189415041783,0.00762756494589955
2016-01-04,Developed,EWU,-0.047247023809523836,0.006640743823217864
2016-01-04,Developed,VOO,-0.04840328197863164,0.00780597123305212
2016-01-05,Developed,ENZL,-0.018436109345200347,0.007462935871205013
2016-01-05,Developed,EWA,-0.041748206131767766,0.007860504932340421
2016-01-05,Developed,EWG,-0.05002174858634178,0.007699771908889705
2016-01-05,Developed,EWH,-0.10825043885313046,0.007319449767639508
2016-01-05,Developed,EWI,-0.12894961571306585,0.0052217885867711245
2016-01-05,Developed,EWJ,-0.0778097982708933,0.007771073539152771
2016-01-05,Developed,EWL,-0.057327122895019726,0.0074255504497265055
2016-01-05,Developed,EWN,-0.002824858757062065,0.007614735421771798
2016-01-05,Developed,EWO,-0.07086044830079541,0.007728750759380274
2016-01-05,Developed,EWQ,-0.02156586966713536,0.0076223575326648235
2016-01-05,Developed,EWU,-0.04214845207012309,0.006614478291354288
2016-01-05,Developed,VOO,-0.04890695892993935,0.007808556905585011
2016-01-06,Developed,ENZL,-0.023855577047066312,0.007438022434711133
2016-01-06,Developed,EWA,-0.03895231699126933,0.007864925532836159
2016-01-06,Developed,EWG,-0.0567781690140845,0.007697785795323351
2016-01-06,Developed,EWH,-0.09529481834425246,0.0073325962777484495
2016-01-06,Developed,EWI,-0.1289473684210527,0.005245233058468973
2016-01-06,Developed,EWJ,-0.07739169675090253,0.007778811225197949
2016-01-06,Developed,EWL,-0.05020007275372862,0.007422945068753607
2016-01-06,Developed,EWN,-0.004314477468839839,0.007621297275216665
2016-01-06,Developed,EWO,-0.05934065934065935,0.007707806608779001
2016-01-06,Developed,EWQ,-0.020009528346831784,0.007627050985628387
2016-01-06,Developed,EWU,-0.039893617021276584,0.006595484162912533
2016-01-06,Developed,VOO,-0.05478634518978276,0.007817995540905037
2016-01-07,Developed,ENZL,-0.01695467883925672,0.007411166754814653
2016-01-07,Developed,EWA,0.002103786816269216,0.007876268947971594
2016-01-07,Developed,EWG,-0.06196677144140095,0.007705081118048026
2016-01-07,Developed,EWH,-0.09173754556500613,0.007330691061699466
2016-01-07,Developed,EWI,-0.1507760532150777,0.005234351352790904
2016-01-07,Developed,EWJ,-0.06506300114547525,0.007778759831292627
2016-01-07,Developed,EWL,-0.04807692307692313,0.007425018893448705
2016-01-07,Developed,EWN,-0.022330097087378653,0.007616519564254728
2016-01-07,Developed,EWO,-0.08172362555720669,0.007719184450775364
2016-01-07,Developed,EWQ,-0.029468599033816382,0.0076211949110102425
2016-01-07,Developed,EWU,-0.03867187500000002,0.006608902067911117
2016-01-07,Developed,VOO,-0.04453144115488139,0.007822815012463818
2016-01-08,Developed,ENZL,0.011709601873536313,0.0074050443948462975
2016-01-08,Developed,EWA,-0.002135231316726105,0.007855901631343231
2016-01-08,Developed,EWG,-0.054421768707482936,0.007698511815253231
2016-01-08,Developed,EWH,-0.08462013588634965,0.007319053574348956
2016-01-08,Developed,EWI,-0.16443252904378913,0.005237078666826364
2016-01-08,Developed,EWJ,-0.06296816479400746,0.00776479317994705
2016-01-08,Developed,EWL,-0.0427927927927928,0.007443231422660512
2016-01-08,Developed,EWN,-0.019136408243375924,0.00762520582646887
2016-01-08,Developed,EWO,-0.07832699619771878,0.007772590857299416
2016-01-08,Developed,EWQ,-0.030686799805163312,0.007620848413792838
2016-01-08,Developed,EWU,-0.041289815178922606,0.0065887349384505115
2016-01-08,Developed,VOO,-0.033943365895882316,0.007818959245243971
2016-01-11,Developed,ENZL,0.006016042780748743,0.0074113834823708695
2016-01-11,Developed,EWA,-0.014114326040931546,0.007869592608081889
2016-01-11,Developed,EWG,-0.058929374718848286,0.007696972724657148
2016-01-11,Developed,EWH,-0.07329192546583863,0.007345788773709903
2016-01-11,Developed,EWI,-0.13837886251679354,0.005242895397322991
2016-01-11,Developed,EWJ,-0.08600650860065095,0.007758568118064873
2016-01-11,Developed,EWL,-0.03678678678678682,0.007435374542364731
2016-01-11,Developed,EWN,-0.03409644422795921,0.007603959752595428
2016-01-11,Developed,EWO,-0.0710466004583652,0.007776216192208228
2016-01-11,Developed,EWQ,-0.03012633624878513,0.007619785370976067
2016-01-11,Developed,EWU,-0.04433111023930947,0.0065866266081614985
2016-01-11,Developed,VOO,-0.03468100890207704,0.007802790395967619
2016-01-12,Developed,ENZL,-0.0013306719893545482,0.007418603342775564
2016-01-12,Developed,EWA,-0.023157894736842155,0.00788254171467303
2016-01-12,Developed,EWG,-0.08060230292294057,0.007676233640007005
2016-01-12,Developed,EWH,-0.07386716325263809,0.0073552622181359386
2016-01-12,Developed,EWI,-0.17206208425720615,0.005251596955274006
2016-01-12,Developed,EWJ,-0.09955597102126656,0.007815543399331154
2016-01-12,Developed,EWL,-0.06335679881437561,0.007412706125915681
2016-01-12,Developed,EWN,-0.05944391179290497,0.0075793414687853845
2016-01-12,Developed,EWO,-0.08465608465608476,0.007775704491266237
2016-01-12,Developed,EWQ,-0.05947242206235026,0.007611494852776653
2016-01-12,Developed,EWU,-0.057624460995688076,0.006581083465625912
2016-01-12,Developed,VOO,-0.05493562231759663,0.00778984229191468
2016-01-13,Developed,ENZL,-0.0067136623027861395,0.007419368364866453
2016-01-13,Developed,EWA,0.007142857142857118,0.00786754697838667
2016-01-13,Developed,EWG,-0.04677565849227983,0.007688766412215575
2016-01-13,Developed,EWH,-0.048719550281074435,0.0073357989541983915
2016-01-13,Developed,EWI,-0.13624100719424448,0.005240846610313686
2016-01-13,Developed,EWJ,-0.08368694012258382,0.007771854439968469
2016-01-13,Developed,EWL,-0.03532506576475003,0.007409824586609812
2016-01-13,Developed,EWN,-0.03277886497064586,0.007587024142308433
2016-01-13,Developed,EWO,-0.042569659442724506,0.007784416064138572
2016-01-13,Developed,EWQ,-0.03276283618581899,0.007613381735528308
2016-01-13,Developed,EWU,-0.01235552012754082,0.006586295975660474
2016-01-13,Developed,VOO,-0.01137577776381127,0.007844829702286402
2016-01-14,Developed,ENZL,0.00876010781671166,0.007408899912692744
2016-01-14,Developed,EWA,0.009097270818754444,0.00786995632613615
2016-01-14,Developed,EWG,-0.04445442299057023,0.007695647412108225
2016-01-14,Developed,EWH,-0.04528535980148885,0.007341384485630925
2016-01-14,Developed,EWI,-0.12499999999999988,0.005254908134936334
2016-01-14,Developed,EWJ,-0.0617140195621797,0.007796721683834169
2016-01-14,Developed,EWL,-0.033791310805792785,0.007409684569795147
2016-01-14,Developed,EWN,-0.02078298695021752,0.007595222832543138
2016-01-14,Developed,EWO,-0.03223330775134303,0.00779268483739907
2016-01-14,Developed,EWQ,-0.017450315075133286,0.007625955718152288
2016-01-14,Developed,EWU,-0.016431924882629012,0.006563696055623989
2016-01-14,Developed,VOO,-0.010884353741496544,0.007795191997629062
2016-01-15,Developed,ENZL,0.03252032520325199,0.00734181497075433
2016-01-15,Developed,EWA,0.08277900960827789,0.007847456499541324
2016-01-15,Developed,EWG,0.013053613053613187,0.007709958568161456
2016-01-15,Developed,EWH,0.0025657472738935816,0.00735176206940515
2016-01-15,Developed,EWI,-0.07321594068582016,0.005273431651776345
2016-01-15,Developed,EWJ,-0.02682634730538913,0.007779877235198031
2016-01-15,Developed,EWL,0.003835826620636862,0.007425328924062796
2016-01-15,Developed,EWN,0.03045431852221658,0.007610147357205943
2016-01-15,Developed,EWO,0.03333333333333344,0.007808510306971424
2016-01-15,Developed,EWQ,0.036518259129564745,0.007636960848581329
2016-01-15,Developed,EWU,0.047250509164969534,0.006554744937019107
2016-01-15,Developed,VOO,0.027365227832901518,0.007809960597804011
2016-01-19,Developed,ENZL,0.023240148198046432,0.007368844710680619
2016-01-19,Developed,EWA,0.061371841155234634,0.007851315422998583
2016-01-19,Developed,EWG,0.0018416206261511192,0.007694888839987315
2016-01-19,Developed,EWH,-0.00765794511805995,0.007370516161916487
2016-01-19,Developed,EWI,-0.07877358490566032,0.00531315916246579
2016-01-19,Developed,EWJ,-0.03445817490494285,0.007805550799199214
2016-01-19,Developed,EWL,-0.011005692599620587,0.0073968696987321125
2016-01-19,Developed,EWN,0.015338941118258287,0.007594040851688213
2016-01-19,Developed,EWO,0.010358565737051741,0.007818620411062318
2016-01-19,Developed,EWQ,0.017786561264822254,0.007611815302474935
2016-01-19,Developed,EWU,0.037728194726166286,0.006508228604365403
2016-01-19,Developed,VOO,0.021842055425793868,0.007816104000910257
2016-01-20,Developed,ENZL,0.04316791298436429,0.007320393444620524
2016-01-20,Developed,EWA,0.06304347826086952,0.00782147484058959
2016-01-20,Developed,EWG,0.016877637130801926,0.007695894402270167
2016-01-20,Developed,EWH,0.033003300330032966,0.007415735891754652
2016-01-20,Developed,EWI,-0.05283757338551864,0.005349736253034414
2016-01-20,Developed,EWJ,-0.0009881422924901127,0.00783294520689764
2016-01-20,Developed,EWL,0.0053991515618974075,0.007391066507349427
2016-01-20,Developed,EWN,0.02548725637181404,0.007580127876038787
2016-01-20,Developed,EWO,0.04578904333605882,0.007829346286142094
2016-01-20,Developed,EWQ,0.03985872855701311,0.007630959738805417
2016-01-20,Developed,EWU,0.058872305140961874,0.006498533811919996
2016-01-20,Developed,VOO,0.033791121047588524,0.007783739707058533
2016-01-21,Developed,ENZL,0.04784366576819421,0.007352644844973821
2016-01-21,Developed,EWA,0.0710732054015637,0.0078402874990501
2016-01-21,Developed,EWG,0.017641597028783762,0.007685128157402823
2016-01-21,Developed,EWH,0.06208718626155864,0.007418086342570428
2016-01-21,Developed,EWI,-0.05278174037089867,0.005319606783588724
2016-01-21,Developed,EWJ,0.01934044135879009,0.007877383716516863
2016-01-21,Developed,EWL,0.011992263056092687,0.0073969665917696156
2016-01-21,Developed,EWN,0.02217841301133561,0.00754478842584969
2016-01-21,Developed,EWO,0.05012126111560234,0.00780729487666351
2016-01-21,Developed,EWQ,0.040581162324649256,0.0076155960779325385
2016-01-21,Developed,EWU,0.04497138184791494,0.006517925213710992
2016-01-21,Developed,VOO,0.04348102472824356,0.007774245436452144
2016-01-22,Developed,ENZL,0.03671562082777037,0.007382930153872737
2016-01-22,Developed,EWA,0.032821229050279184,0.0078645021787127
2016-01-22,Developed,EWG,-0.01958997722095668,0.0076916091358378525
2016-01-22,Developed,EWH,0.02655440414507781,0.00742435221761125
2016-01-22,Developed,EWI,-0.09035580524344566,0.00532378520104438
2016-01-22,Developed,EWJ,-0.04079696394686905,0.007834502398709756
2016-01-22,Developed,EWL,-0.02126044039483665,0.007385121501117786
2016-01-22,Developed,EWN,-0.013942307692307645,0.007541463722448744
2016-01-22,Developed,EWO,0.012688342585249757,0.007803773009361066
2016-01-22,Developed,EWQ,-0.006802721088435271,0.007601564235376365
2016-01-22,Developed,EWU,-0.009527590313616607,0.006509913052121958
2016-01-22,Developed,VOO,0.009654914663012493,0.007786437160266652
2016-01-25,Developed,ENZL,0.05572339711312524,0.007422840386785084
2016-01-25,Developed,EWA,0.0375886524822695,0.007842852637541678
2016-01-25,Developed,EWG,-0.02389705882352955,0.00771420611900823
2016-01-25,Developed,EWH,0.03805774278215224,0.007263298508808347
2016-01-25,Developed,EWI,-0.06977863330125134,0.005154778179631286
2016-01-25,Developed,EWJ,-0.009936984973339724,0.007743409751928658
2016-01-25,Developed,EWL,-0.013006885998469777,0.007449480701608337
2016-01-25,Developed,EWN,-0.0014619883040936088,0.007567242724091878
2016-01-25,Developed,EWO,0.01670644391408116,0.007800050603247023
2016-01-25,Developed,EWQ,0.003935071323167838,0.0076313342397590815
2016-01-25,Developed,EWU,0.003639304488475492,0.0067790717173074454
2016-01-25,Developed,VOO,0.02971674253920087,0.007781388396764197
2016-01-26,Developed,ENZL,0.0566477840719759,0.007378791090850418
2016-01-26,Developed,EWA,0.018776077885952702,0.007825857060720828
2016-01-26,Developed,EWG,-0.031559963931469766,0.007676732115732297
2016-01-26,Developed,EWH,0.023979261179520428,0.007504939523911109
2016-01-26,Developed,EWI,-0.07811764705882351,0.0054385831401997965
