Date,Market,Ticker,"Forward Return (one month, 21-trading day)",technical_emerging_ridge_train
2016-01-07,Emerging,EWZ,0.021276595744681,0.01881188061515492
2016-01-07,Emerging,EZA,0.04686118479221935,0.015612847116920925
2016-01-07,Emerging,GREK,-0.1825549062467473,0.017552710066648252
2016-01-07,Emerging,MCHI,-0.0986876640419947,0.009462118285991899
2016-01-07,Emerging,THD,0.10722891566265068,0.014688810675127844
2016-01-07,Emerging,TUR,0.0410737386804656,0.014644805326773562
2016-01-08,Emerging,ARGT,-0.010448678549477508,0.0018614350258635698
2016-01-08,Emerging,ECH,0.07158273381294955,0.00995598047877864
2016-01-08,Emerging,EIDO,0.10322922181048176,0.010521400057110088
2016-01-08,Emerging,EPHE,0.019915115899445057,0.010721602767404057
2016-01-08,Emerging,EPOL,0.04924491135915954,0.01399435504956792
2016-01-08,Emerging,EPU,0.03420752565564422,0.02065457248429199
2016-01-08,Emerging,ERUS,-0.03040935672514633,0.004666367322491059
2016-01-08,Emerging,EWM,0.06039441248972888,0.016084816025983446
2016-01-08,Emerging,EWT,0.03325415676959609,0.009269158438948334
2016-01-08,Emerging,EWW,-0.0009636232233196652,0.0066291547703143435
2016-01-08,Emerging,EWY,-0.0004620004620004004,0.004248345228098301
2016-01-08,Emerging,EWZ,0.012131715771230622,0.020959614671891405
2016-01-08,Emerging,EZA,0.040024074631357376,0.01742179349457524
2016-01-08,Emerging,GREK,-0.2038545957485192,0.015838738755314812
2016-01-08,Emerging,MCHI,-0.09832134292565944,0.0084023039890871
2016-01-08,Emerging,THD,0.09038308060654444,0.014335921819444205
2016-01-08,Emerging,TUR,0.056164838816882716,0.015621410360179756
2016-01-11,Emerging,ARGT,-0.0012338062924120985,0.0034256982759793067
2016-01-11,Emerging,ECH,0.07520690896005755,0.010680484821977506
2016-01-11,Emerging,EIDO,0.10718057022175276,0.011756322190713361
2016-01-11,Emerging,EPHE,0.049016338779593216,0.009584584468758227
2016-01-11,Emerging,EPOL,0.05134957208689928,0.012451834491592881
2016-01-11,Emerging,EPU,0.06998264893001749,0.021643610980723288
2016-01-11,Emerging,ERUS,0.00297973778307492,0.003922373467621892
2016-01-11,Emerging,EWM,0.0781571369806664,0.01579979602606775
2016-01-11,Emerging,EWT,0.029328287606433363,0.00821981570497566
2016-01-11,Emerging,EWW,-0.014255167498218091,0.007454719132267544
2016-01-11,Emerging,EWY,-0.006397075622572522,0.0051488718693590155
2016-01-11,Emerging,EWZ,0.041933605125218376,0.020937920379620816
2016-01-11,Emerging,EZA,0.07713668620796055,0.01890940489543597
2016-01-11,Emerging,GREK,-0.2306667061576282,0.014771264965111119
2016-01-11,Emerging,MCHI,-0.08696815627508703,0.007174971345825599
2016-01-11,Emerging,THD,0.09330950962874728,0.014316602476548727
2016-01-11,Emerging,TUR,0.03628636809414832,0.015577208931485623
2016-01-12,Emerging,ARGT,-0.020846106683016445,0.0030001014111390844
2016-01-12,Emerging,ECH,0.0688784709700685,0.011595292370993646
2016-01-12,Emerging,EIDO,0.09212557900154406,0.01144029598689984
2016-01-12,Emerging,EPHE,0.0431606905710491,0.010802248644557514
2016-01-12,Emerging,EPOL,0.02835051546391765,0.0145578528792223
2016-01-12,Emerging,EPU,0.08814944541739655,0.020924789080412426
2016-01-12,Emerging,ERUS,-0.008875739644970349,0.003985416139145758
2016-01-12,Emerging,EWM,0.06663957740755788,0.015359441370549908
2016-01-12,Emerging,EWT,0.021327014218009532,0.009081674304965353
2016-01-12,Emerging,EWW,-0.04650613786591118,0.0076766948225615965
2016-01-12,Emerging,EWY,-0.02360219981668199,0.005655654789745025
2016-01-12,Emerging,EWZ,-0.00637681159420289,0.020828717374323017
2016-01-12,Emerging,EZA,0.05403764420157864,0.014648461313046313
2016-01-12,Emerging,GREK,-0.2446734397677793,0.017128401925328527
2016-01-12,Emerging,MCHI,-0.10592315901814298,0.008174794639813642
2016-01-12,Emerging,THD,0.05931382050785027,0.014298473486449359
2016-01-12,Emerging,TUR,0.02434274586173313,0.013570185998512403
2016-01-13,Emerging,ARGT,0.00806952203600253,0.002518940941729846
2016-01-13,Emerging,ECH,0.08664518438954527,0.012293312679200256
2016-01-13,Emerging,EIDO,0.10296411856474252,0.01061306302536721
2016-01-13,Emerging,EPHE,0.061852223336676726,0.01023976876792077
2016-01-13,Emerging,EPOL,0.036012861736334216,0.01572065834837528
2016-01-13,Emerging,EPU,0.1532544378698224,0.02155696423024554
2016-01-13,Emerging,ERUS,0.032471437161756045,0.0047140111161718835
2016-01-13,Emerging,EWM,0.08258011503697626,0.014407788586708149
2016-01-13,Emerging,EWT,0.04306220095693791,0.00948789730288039
2016-01-13,Emerging,EWW,-0.01781895937277267,0.008196231898371249
2016-01-13,Emerging,EWY,-0.010799632352941345,0.0065696360423119615
2016-01-13,Emerging,EWZ,0.04094955489614227,0.018140001940846327
2016-01-13,Emerging,EZA,0.090466037161133,0.011929149556526152
2016-01-13,Emerging,GREK,-0.20053901934215806,0.019135411112084055
2016-01-13,Emerging,MCHI,-0.06408508317425687,0.008678624507269297
2016-01-13,Emerging,THD,0.0370512574390478,0.015150122503701067
2016-01-13,Emerging,TUR,0.03405773597145645,0.01176913380215426
2016-01-14,Emerging,ARGT,0.032837670384138866,0.0002880788416544898
2016-01-14,Emerging,ECH,0.08499288762446655,0.01080181350741983
2016-01-14,Emerging,EIDO,0.0924024640657084,0.010970651030449514
2016-01-14,Emerging,EPHE,0.06303915063039156,0.010583979110934408
2016-01-14,Emerging,EPOL,0.02759948652118105,0.01625203691415471
2016-01-14,Emerging,EPU,0.14731879787860924,0.019840803881588306
2016-01-14,Emerging,ERUS,0.03280609256004685,0.0062096811403741054
2016-01-14,Emerging,EWM,0.07215241183623823,0.014629880781417795
2016-01-14,Emerging,EWT,0.068075117370892,0.009608570625926738
2016-01-14,Emerging,EWW,-0.009647058823529342,0.007613394933141432
2016-01-14,Emerging,EWY,-0.014090909090909045,0.00653285298384138
2016-01-14,Emerging,EWZ,0.022582513028372997,0.019401456330169875
2016-01-14,Emerging,EZA,0.10953957267529346,0.01641325338301438
2016-01-14,Emerging,GREK,-0.16219458668617415,0.017787954549102272
2016-01-14,Emerging,MCHI,-0.03903095558546421,0.008061480656782463
2016-01-14,Emerging,THD,0.039170945046586685,0.015136166824582116
2016-01-14,Emerging,TUR,0.005134788189987249,0.012867754885461387
2016-01-15,Emerging,ARGT,0.09743589743589752,0.0008640174327477802
2016-01-15,Emerging,ECH,0.1295487627365357,0.010043013893051029
2016-01-15,Emerging,EIDO,0.14960212201591516,0.010677450394035436
2016-01-15,Emerging,EPHE,0.10329595650696556,0.011435268390491445
2016-01-15,Emerging,EPOL,0.10821643286573136,0.013597092971063068
2016-01-15,Emerging,EPU,0.1762589928057554,0.019277863855471707
2016-01-15,Emerging,ERUS,0.1613924050632911,0.00600366197100463
2016-01-15,Emerging,EWM,0.11828404831320286,0.013730331611962833
2016-01-15,Emerging,EWT,0.1272102161100197,0.009840366553876666
2016-01-15,Emerging,EWW,0.06612981942410934,0.008074278935570087
2016-01-15,Emerging,EWY,0.04152823920265791,0.006639268874539608
2016-01-15,Emerging,EWZ,0.10222489476849073,0.020365497917682513
2016-01-15,Emerging,EZA,0.2043215761042263,0.0188030331603911
2016-01-15,Emerging,GREK,-0.0943706573202976,0.017163962160840766
2016-01-15,Emerging,MCHI,0.022541561003099453,0.009334774178362617
2016-01-15,Emerging,THD,0.08975879794385122,0.015177424430591247
2016-01-15,Emerging,TUR,0.06328279499011202,0.013820092982259388
2016-01-19,Emerging,ARGT,0.11867704280155646,0.0007985652077869745
2016-01-19,Emerging,ECH,0.1281771968046479,0.009743083381423443
2016-01-19,Emerging,EIDO,0.12237394957983196,0.010595007423271772
2016-01-19,Emerging,EPHE,0.10411704661449472,0.010735437407108658
2016-01-19,Emerging,EPOL,0.11796610169491514,0.01411392270437345
2016-01-19,Emerging,EPU,0.1873862947240752,0.0187219611642288
2016-01-19,Emerging,ERUS,0.12546816479400769,0.008018902915138282
2016-01-19,Emerging,EWM,0.10767326732673288,0.011981145680725388
2016-01-19,Emerging,EWT,0.09328891004283668,0.01005223709112813
2016-01-19,Emerging,EWW,0.06546605013385243,0.00902274059861661
2016-01-19,Emerging,EWY,0.0016147635524799142,0.006628253904685403
2016-01-19,Emerging,EWZ,0.08045977011494232,0.019261682504958022
2016-01-19,Emerging,EZA,0.19473189087488246,0.017488527110836684
2016-01-19,Emerging,GREK,-0.07524758730710301,0.01933340329754435
2016-01-19,Emerging,MCHI,-0.009093414163681368,0.010335262117499439
2016-01-19,Emerging,THD,0.0701515740380878,0.014312534991037192
2016-01-19,Emerging,TUR,0.06675479180436228,0.013627554768884293
2016-01-20,Emerging,ARGT,0.13350958360872436,0.0012592294536182321
2016-01-20,Emerging,ECH,0.13973002553812466,0.010572902438799627
2016-01-20,Emerging,EIDO,0.1001589825119238,0.01024047218523325
2016-01-20,Emerging,EPHE,0.1024054982817868,0.010335612508571153
2016-01-20,Emerging,EPOL,0.12517006802721098,0.014200206185556324
2016-01-20,Emerging,EPU,0.17600964436407485,0.018559277783215467
2016-01-20,Emerging,ERUS,0.16270096463022488,0.006713951105375242
2016-01-20,Emerging,EWM,0.08693860733415737,0.010411363032690486
2016-01-20,Emerging,EWT,0.1082398829839102,0.010551606951140121
2016-01-20,Emerging,EWW,0.07813655410401776,0.009813991580581041
2016-01-20,Emerging,EWY,0.02857142857142869,0.0059582301004635786
2016-01-20,Emerging,EWZ,0.11345319280843168,0.02029451545563777
2016-01-20,Emerging,EZA,0.1875998721636305,0.017592302120122413
2016-01-20,Emerging,GREK,-0.06097763875948348,0.02069953035184431
2016-01-20,Emerging,MCHI,0.026674233825198623,0.010121887384700714
2016-01-20,Emerging,THD,0.09115699259836374,0.01319391068160913
2016-01-20,Emerging,TUR,0.07225720914816036,0.014559958665029508
2016-01-21,Emerging,ARGT,0.14640522875816986,0.0010099485943412256
2016-01-21,Emerging,ECH,0.14801312431644176,0.010780294136668154
2016-01-21,Emerging,EIDO,0.10131233595800526,0.009986205757562122
2016-01-21,Emerging,EPHE,0.13363572923935796,0.009803252880473162
2016-01-21,Emerging,EPOL,0.1534208707671043,0.01536229540095424
2016-01-21,Emerging,EPU,0.19469559975889086,0.017453536604388406
2016-01-21,Emerging,ERUS,0.19808306709265167,0.006870488749417357
2016-01-21,Emerging,EWM,0.10312243221035344,0.010414536801847537
2016-01-21,Emerging,EWT,0.11793136781053648,0.010663207436366739
2016-01-21,Emerging,EWW,0.10203070827142137,0.009221065806201117
2016-01-21,Emerging,EWY,0.036175710594315236,0.006509642670467755
2016-01-21,Emerging,EWZ,0.2176957352005091,0.016876441898849005
2016-01-21,Emerging,EZA,0.1970987070324819,0.017724043134058898
2016-01-21,Emerging,GREK,-0.044614222147594584,0.021539921441185578
2016-01-21,Emerging,MCHI,0.04857384919514285,0.011009953126572384
2016-01-21,Emerging,THD,0.0989945862335655,0.012541228486102321
2016-01-21,Emerging,TUR,0.12971698113207553,0.014983139225875705
2016-01-22,Emerging,ARGT,0.08594730238393966,0.00023224694642512422
2016-01-22,Emerging,ECH,0.08345021037868161,0.011244439814422497
2016-01-22,Emerging,EIDO,0.04564102564102557,0.010810491415566987
2016-01-22,Emerging,EPHE,0.09900650907845132,0.010207370797622885
2016-01-22,Emerging,EPOL,0.10228802153432026,0.01607314980099027
2016-01-22,Emerging,EPU,0.15416178194607275,0.016881907331829406
2016-01-22,Emerging,ERUS,0.07109283196239713,0.006953498894342646
2016-01-22,Emerging,EWM,0.03694968553459122,0.010543895974561436
2016-01-22,Emerging,EWT,0.07449316360207447,0.010512223770112945
2016-01-22,Emerging,EWW,0.04925516578568012,0.009096514638369614
2016-01-22,Emerging,EWY,-0.010720802919708115,0.006897418943227073
2016-01-22,Emerging,EWZ,0.13597560975609754,0.01613453136039676
2016-01-22,Emerging,EZA,0.11507097553609193,0.018263212759059774
2016-01-22,Emerging,GREK,-0.07508890381999632,0.021289583741682015
2016-01-22,Emerging,MCHI,-0.01203171998906205,0.011060143235521272
2016-01-22,Emerging,THD,0.061239871867345023,0.012467448675678663
2016-01-22,Emerging,TUR,0.08243727598566307,0.015778760845019644
2016-01-25,Emerging,ARGT,0.12299807815502885,0.0011650580178775138
2016-01-25,Emerging,ECH,0.09303977272727272,0.010496793586588967
2016-01-25,Emerging,EIDO,0.06642449403217432,0.010746176077150553
2016-01-25,Emerging,EPHE,0.09518935516888448,0.010887792705615395
2016-01-25,Emerging,EPOL,0.10533423362592842,0.015600371194402532
2016-01-25,Emerging,EPU,0.1706886403766923,0.01656863852809458
2016-01-25,Emerging,ERUS,0.13011606597434322,0.006886433645134149
2016-01-25,Emerging,EWM,0.051979208316673235,0.010197730951216961
2016-01-25,Emerging,EWT,0.07933491686460803,0.010782420030787224
2016-01-25,Emerging,EWW,0.07153356197942196,0.008823623076012439
2016-01-25,Emerging,EWY,0.003931544865864778,0.006922798059220071
2016-01-25,Emerging,EWZ,0.15634771732332695,0.01730881432742578
2016-01-25,Emerging,EZA,0.13023255813953494,0.019053202695391486
2016-01-25,Emerging,GREK,-0.08523822180875795,0.02181184706698483
2016-01-25,Emerging,MCHI,0.010329424902289164,0.011289208859214864
2016-01-25,Emerging,THD,0.09294320137693624,0.012146216005970852
2016-01-25,Emerging,TUR,0.10739144845873372,0.014719959197125963
2016-01-26,Emerging,ARGT,0.1195244055068836,0.0005348986032702903
2016-01-26,Emerging,ECH,0.08966244725738393,0.011052221688678913
2016-01-26,Emerging,EIDO,0.050735667174023336,0.009987433888966026
2016-01-26,Emerging,EPHE,0.08653198653198667,0.011759499497483363
2016-01-26,Emerging,EPOL,0.10515740120562622,0.015120786320112711
2016-01-26,Emerging,EPU,0.14449541284403655,0.01788727712126926
2016-01-26,Emerging,ERUS,0.10841232227488162,0.007603219771012878
2016-01-26,Emerging,EWM,0.030066380320187488,0.010267336189035053
2016-01-26,Emerging,EWT,0.08251289263947492,0.010798972853495407
2016-01-26,Emerging,EWW,0.057375089648577626,0.008340721127921828
2016-01-26,Emerging,EWY,-0.0020618556701029744,0.006507991443276607
2016-01-26,Emerging,EWZ,0.13460356484326996,0.01713636032931189
2016-01-26,Emerging,EZA,0.09415971394517264,0.020887711737468458
2016-01-26,Emerging,GREK,-0.10395027006296133,0.019320755293337488
2016-01-26,Emerging,MCHI,-0.0005546311702718798,0.012387792088091919
2016-01-26,Emerging,THD,0.07040149393090568,0.012388641735693751
2016-01-26,Emerging,TUR,0.07623604465709732,0.014205433897871407
2016-01-27,Emerging,ARGT,0.12406015037593975,0.002861485780506802
2016-01-27,Emerging,ECH,0.08353808353808367,0.01096384890245453
2016-01-27,Emerging,EIDO,0.059274399591211065,0.00900765498870849
2016-01-27,Emerging,EPHE,0.06606606606606613,0.012151771930426181
2016-01-27,Emerging,EPOL,0.09017496635262456,0.015762307525627833
2016-01-27,Emerging,EPU,0.14505996573386626,0.01936888169586344
2016-01-27,Emerging,ERUS,0.0458978772231784,0.007503391935376838
2016-01-27,Emerging,EWM,0.02525651144435681,0.009718322808237471
2016-01-27,Emerging,EWT,0.0840018876828692,0.010752314710564388
2016-01-27,Emerging,EWW,0.04887398179204605,0.008260388901263647
2016-01-27,Emerging,EWY,-0.010154627279021387,0.005872840158366948
2016-01-27,Emerging,EWZ,0.10066707095209226,0.016831394740557195
2016-01-27,Emerging,EZA,0.05797967722653907,0.02131669953705151
2016-01-27,Emerging,GREK,-0.08052350666368369,0.019853846426932296
2016-01-27,Emerging,MCHI,0.016051816389749396,0.010592748346088933
2016-01-27,Emerging,THD,0.06387747478520732,0.01154669884750851
2016-01-27,Emerging,TUR,0.034438775510204016,0.014025533187337555
2016-01-28,Emerging,ARGT,0.10419235511713933,0.0021426128706649207
2016-01-28,Emerging,ECH,0.0527758738862234,0.011058127941121916
2016-01-28,Emerging,EIDO,0.07474747474747477,0.01020763960833999
2016-01-28,Emerging,EPHE,0.044204322200392936,0.012153491891335588
2016-01-28,Emerging,EPOL,0.04964075767472242,0.01676689178650627
2016-01-28,Emerging,EPU,0.13518099547511309,0.018921314399005337
2016-01-28,Emerging,ERUS,0.03370165745856357,0.0046203816073224855
2016-01-28,Emerging,EWM,0.006535947712418277,0.009571803010221413
2016-01-28,Emerging,EWT,0.07757009345794398,0.011014538764780946
2016-01-28,Emerging,EWW,0.04279332236068667,0.008248358771604965
2016-01-28,Emerging,EWY,-0.013936486177747457,0.005509112543454359
2016-01-28,Emerging,EWZ,0.10793082886106142,0.016514291896544925
2016-01-28,Emerging,EZA,0.03888248847926268,0.022911268408535683
2016-01-28,Emerging,GREK,-0.05975848408190543,0.018226098327111993
2016-01-28,Emerging,MCHI,0.004744627407200719,0.010537897667070268
2016-01-28,Emerging,THD,0.06048834628190902,0.01224450828984288
2016-01-28,Emerging,TUR,0.03499999999999992,0.014636396093458504
2016-01-29,Emerging,ARGT,0.0837349397590359,0.004554912390567641
2016-01-29,Emerging,ECH,0.044039735099337785,0.011559668312872275
2016-01-29,Emerging,EIDO,0.069423929098966,0.008600415389982425
2016-01-29,Emerging,EPHE,0.032625910674691116,0.01190014992448054
2016-01-29,Emerging,EPOL,0.04434447300771205,0.017161710658226734
2016-01-29,Emerging,EPU,0.13545150501672246,0.018146793636598976
2016-01-29,Emerging,ERUS,0.057034220532319324,0.006800635441564172
2016-01-29,Emerging,EWM,0.0,0.008099364728428165
2016-01-29,Emerging,EWT,0.07226738934055987,0.01027082098997962
2016-01-29,Emerging,EWW,0.03117235147955721,0.00814758345644573
2016-01-29,Emerging,EWY,0.003165272439520805,0.005257202803688668
2016-01-29,Emerging,EWZ,0.08787541713014457,0.01883091033559284
2016-01-29,Emerging,EZA,0.03441734417344189,0.02328582865692206
2016-01-29,Emerging,GREK,-0.06647421152569577,0.01898868100416841
2016-01-29,Emerging,MCHI,0.010032537960954269,0.010888452568841842
2016-01-29,Emerging,THD,0.05730762299513415,0.011565197684732006
2016-01-29,Emerging,TUR,0.0398660986001218,0.01273376857899675
2016-02-01,Emerging,ARGT,0.09320505111244737,0.006089824478937083
2016-02-01,Emerging,ECH,0.04906157392163313,0.012061598961055657
2016-02-01,Emerging,EIDO,0.07491375061606709,0.007794530910125552
2016-02-01,Emerging,EPHE,0.053639846743295035,0.012547480910589456
2016-02-01,Emerging,EPOL,0.04603580562659837,0.017418983779956508
2016-02-01,Emerging,EPU,0.17948717948717952,0.01953477034319714
2016-02-01,Emerging,ERUS,0.09352112676056333,0.004674303754998816
2016-02-01,Emerging,EWM,0.019813084112149548,0.008160157019274583
2016-02-01,Emerging,EWT,0.07317073170731714,0.010128094452028297
2016-02-01,Emerging,EWW,0.052703316674239005,0.007901793076337343
2016-02-01,Emerging,EWY,0.014055769666742268,0.005360604186846222
2016-02-01,Emerging,EWZ,0.1120354963948973,0.018520922034937336
2016-02-01,Emerging,EZA,0.07575338678462806,0.02254238190069033
2016-02-01,Emerging,GREK,-0.04444579189910258,0.015987728712530624
2016-02-01,Emerging,MCHI,0.04411359250068903,0.011667038362233935
2016-02-01,Emerging,THD,0.08377344745947912,0.01161153386168887
2016-02-01,Emerging,TUR,0.062385321100917324,0.012868226553026683
2016-02-02,Emerging,ARGT,0.13180693069306915,0.007379670143113818
2016-02-02,Emerging,ECH,0.10481392966882908,0.011889986049165368
2016-02-02,Emerging,EIDO,0.13631687242798352,0.006794923756723664
2016-02-02,Emerging,EPHE,0.1037549407114624,0.011834030203764844
2016-02-02,Emerging,EPOL,0.10197368421052633,0.01684837797638066
2016-02-02,Emerging,EPU,0.2302820955670697,0.018420979077839503
2016-02-02,Emerging,ERUS,0.16765402843601904,0.004602056353366566
2016-02-02,Emerging,EWM,0.07067551737602518,0.008128569857576552
2016-02-02,Emerging,EWT,0.09465020576131676,0.011585241738436853
2016-02-02,Emerging,EWW,0.0792982456140352,0.008805429323351176
2016-02-02,Emerging,EWY,0.057862809146057126,0.005418878038330931
2016-02-02,Emerging,EWZ,0.2769869513641756,0.016044127903795908
2016-02-02,Emerging,EZA,0.15208455666470932,0.021306294466863274
2016-02-02,Emerging,GREK,0.0229892267402656,0.01905828699583419
2016-02-02,Emerging,MCHI,0.07314998582364618,0.01111341881741719
2016-02-02,Emerging,THD,0.12791134485349342,0.01203486117718465
2016-02-02,Emerging,TUR,0.10227272727272728,0.013508886651886041
2016-02-03,Emerging,ARGT,0.14552238805970166,0.005363854728143982
2016-02-03,Emerging,ECH,0.09932885906040267,0.010357360446134674
2016-02-03,Emerging,EIDO,0.11254980079681287,0.006677797534881697
2016-02-03,Emerging,EPHE,0.08225806451612905,0.011858229402159241
2016-02-03,Emerging,EPOL,0.06653992395437247,0.01688986493837468
2016-02-03,Emerging,EPU,0.2338169642857142,0.01864132430372846
2016-02-03,Emerging,ERUS,0.12251655629139058,0.008712321604428317
2016-02-03,Emerging,EWM,0.06065200909780132,0.006407137231553213
2016-02-03,Emerging,EWT,0.0889982110912344,0.009311443963394464
2016-02-03,Emerging,EWW,0.06628571428571428,0.007846355425253918
2016-02-03,Emerging,EWY,0.053257142857142885,0.004853942790009542
2016-02-03,Emerging,EWZ,0.267337807606264,0.01937435675827923
2016-02-03,Emerging,EZA,0.1189143816452154,0.022629767640909834
2016-02-03,Emerging,GREK,0.027419913692632303,0.019154125830879935
2016-02-03,Emerging,MCHI,0.08664058133035213,0.009530663406230119
2016-02-03,Emerging,THD,0.09466811751904247,0.011720145674971613
2016-02-03,Emerging,TUR,0.04989542874215713,0.015919442064995088
2016-02-04,Emerging,ARGT,0.10191846522781778,0.0053413069877880455
2016-02-04,Emerging,ECH,0.07337045528987884,0.010663068529361299
2016-02-04,Emerging,EIDO,0.08921568627450993,0.007923134738773947
2016-02-04,Emerging,EPHE,0.05395112662646784,0.012098316913538873
2016-02-04,Emerging,EPOL,0.06386975579210996,0.015178127126524615
2016-02-04,Emerging,EPU,0.2228290551611143,0.019469952973034
2016-02-04,Emerging,ERUS,0.16264722378014596,0.008846407128242027
2016-02-04,Emerging,EWM,0.0426806439535754,0.006713556623973474
2016-02-04,Emerging,EWT,0.07297655904467049,0.009436935589332469
2016-02-04,Emerging,EWW,0.06358904729576831,0.007971144399113134
2016-02-04,Emerging,EWY,0.03005158107198924,0.0059032894984273575
2016-02-04,Emerging,EWZ,0.20772946859903385,0.022776572946083828
2016-02-04,Emerging,EZA,0.1175013758943313,0.023123257781902908
2016-02-04,Emerging,GREK,0.11951191321433875,0.01683403362975352
2016-02-04,Emerging,MCHI,0.08636748518204929,0.010750622319647012
2016-02-04,Emerging,THD,0.10753275109170304,0.010368922741465742
2016-02-04,Emerging,TUR,0.05076599579453278,0.013432859454772296
2016-02-05,Emerging,ARGT,0.0958986731001208,0.006090718839311767
2016-02-05,Emerging,ECH,0.07296849087893875,0.01151244784725089
2016-02-05,Emerging,EIDO,0.0324118207816968,0.005909545600274999
2016-02-05,Emerging,EPHE,0.04642289348171702,0.012007474939653042
2016-02-05,Emerging,EPOL,0.05037313432835844,0.015104438081852625
2016-02-05,Emerging,EPU,0.1796246648793567,0.020453873727015404
2016-02-05,Emerging,ERUS,0.13178733031674228,0.008662157479104962
2016-02-05,Emerging,EWM,0.040933435348125435,0.005521584599521141
2016-02-05,Emerging,EWT,0.07730337078651672,0.01008959846643114
2016-02-05,Emerging,EWW,0.06310904872389789,0.008166604697339628
2016-02-05,Emerging,EWY,0.019073569482289,0.005321016953046886
