Date,Market,Ticker,"Forward Return (one month, 21-trading day)",fundamental_emerging_rfr_train
2016-01-25,Emerging,EWY,0.003931544865864778,0.021169474766371738
2016-01-25,Emerging,EWZ,0.15634771732332695,0.11873336274376604
2016-01-25,Emerging,GREK,-0.08523822180875795,0.021152826375970685
2016-01-25,Emerging,KSA,0.06707657909446607,0.016086672295939384
2016-01-25,Emerging,MCHI,0.010329424902289164,0.021169474766371738
2016-01-25,Emerging,THD,0.09294320137693624,0.005928253021957253
2016-01-26,Emerging,ARGT,0.1195244055068836,0.005928253021957253
2016-01-26,Emerging,ECH,0.08966244725738393,0.005928253021957253
2016-01-26,Emerging,EPHE,0.08653198653198667,0.005928253021957253
2016-01-26,Emerging,EPOL,0.10515740120562622,0.021224328399380876
2016-01-26,Emerging,EPU,0.14449541284403655,0.021224328399380876
2016-01-26,Emerging,ERUS,0.10841232227488162,0.021169474766371738
2016-01-26,Emerging,EWM,0.030066380320187488,0.005928253021957253
2016-01-26,Emerging,EWW,0.057375089648577626,0.005928253021957253
2016-01-26,Emerging,EWY,-0.0020618556701029744,0.021169474766371738
2016-01-26,Emerging,EWZ,0.13460356484326996,0.11873336274376604
2016-01-26,Emerging,GREK,-0.10395027006296133,0.021152826375970685
2016-01-26,Emerging,KSA,0.05353200883002196,0.016088001883988658
2016-01-26,Emerging,MCHI,-0.0005546311702718798,0.021169474766371738
2016-01-26,Emerging,THD,0.07040149393090568,0.005928253021957253
2016-01-27,Emerging,ARGT,0.12406015037593975,0.005928253021957253
2016-01-27,Emerging,ECH,0.08353808353808367,0.005928253021957253
2016-01-27,Emerging,EPHE,0.06606606606606613,0.005928253021957253
2016-01-27,Emerging,EPOL,0.09017496635262456,0.021224328399380876
2016-01-27,Emerging,EPU,0.14505996573386626,0.021224328399380876
2016-01-27,Emerging,ERUS,0.0458978772231784,0.021169474766371738
2016-01-27,Emerging,EWM,0.02525651144435681,0.005928253021957253
2016-01-27,Emerging,EWW,0.04887398179204605,0.005928253021957253
2016-01-27,Emerging,EWY,-0.010154627279021387,0.021169474766371738
2016-01-27,Emerging,EWZ,0.10066707095209226,0.11873336274376604
2016-01-27,Emerging,GREK,-0.08052350666368369,0.02115548526983921
2016-01-27,Emerging,KSA,0.043169398907103806,0.016088001883988658
2016-01-27,Emerging,MCHI,0.016051816389749396,0.021169474766371738
2016-01-27,Emerging,THD,0.06387747478520732,0.005928253021957253
2016-01-28,Emerging,ARGT,0.10419235511713933,0.005928253021957253
2016-01-28,Emerging,ECH,0.0527758738862234,0.005928253021957253
2016-01-28,Emerging,EPHE,0.044204322200392936,0.005928253021957253
2016-01-28,Emerging,EPOL,0.04964075767472242,0.021224328399380876
2016-01-28,Emerging,EPU,0.13518099547511309,0.021224328399380876
2016-01-28,Emerging,ERUS,0.03370165745856357,0.021169474766371738
2016-01-28,Emerging,EWM,0.006535947712418277,0.005928253021957253
2016-01-28,Emerging,EWW,0.04279332236068667,0.005928253021957253
2016-01-28,Emerging,EWY,-0.013936486177747457,0.021169474766371738
2016-01-28,Emerging,EWZ,0.10793082886106142,0.11873336274376604
2016-01-28,Emerging,GREK,-0.05975848408190543,0.021152826375970685
2016-01-28,Emerging,KSA,0.005795574288725014,0.015474101436407262
2016-01-28,Emerging,MCHI,0.004744627407200719,0.021169474766371738
2016-01-28,Emerging,THD,0.06048834628190902,0.005928253021957253
2016-01-29,Emerging,ARGT,0.0837349397590359,0.005928253021957253
2016-01-29,Emerging,ECH,0.044039735099337785,0.005928253021957253
2016-01-29,Emerging,EPHE,0.032625910674691116,0.005928253021957253
2016-01-29,Emerging,EPOL,0.04434447300771205,0.021224328399380876
2016-01-29,Emerging,EPU,0.13545150501672246,0.021224328399380876
2016-01-29,Emerging,ERUS,0.057034220532319324,0.021169474766371738
2016-01-29,Emerging,EWM,0.0,0.005928253021957253
2016-01-29,Emerging,EWW,0.03117235147955721,0.005928253021957253
2016-01-29,Emerging,EWY,0.003165272439520805,0.021169474766371738
2016-01-29,Emerging,EWZ,0.08787541713014457,0.11873336274376604
2016-01-29,Emerging,GREK,-0.06647421152569577,0.021166762477212702
2016-01-29,Emerging,KSA,0.04899894625922019,0.01613396013821912
2016-01-29,Emerging,MCHI,0.010032537960954269,0.021169474766371738
2016-01-29,Emerging,THD,0.05730762299513415,0.005928253021957253
2016-02-01,Emerging,ARGT,0.09320505111244737,0.005928253021957253
2016-02-01,Emerging,ECH,0.04906157392163313,0.005928253021957253
2016-02-01,Emerging,EPHE,0.053639846743295035,0.005928253021957253
2016-02-01,Emerging,EPOL,0.04603580562659837,0.021224328399380876
2016-02-01,Emerging,EPU,0.17948717948717952,0.021224328399380876
2016-02-01,Emerging,ERUS,0.09352112676056333,0.021169474766371738
2016-02-01,Emerging,EWM,0.019813084112149548,0.005928253021957253
2016-02-01,Emerging,EWW,0.052703316674239005,0.005928253021957253
2016-02-01,Emerging,EWY,0.014055769666742268,0.021169474766371738
2016-02-01,Emerging,EWZ,0.1120354963948973,0.11873336274376604
2016-02-01,Emerging,GREK,-0.04444579189910258,0.021169474766371738
2016-02-01,Emerging,KSA,0.04899894625922019,0.016068827667886948
2016-02-01,Emerging,MCHI,0.04411359250068903,0.021169474766371738
2016-02-01,Emerging,THD,0.08377344745947912,0.005928253021957253
2016-02-02,Emerging,ARGT,0.13180693069306915,0.005928253021957253
2016-02-02,Emerging,ECH,0.10481392966882908,0.005928253021957253
2016-02-02,Emerging,EPHE,0.1037549407114624,0.005928253021957253
2016-02-02,Emerging,EPOL,0.10197368421052633,0.021224328399380876
2016-02-02,Emerging,EPU,0.2302820955670697,0.021224328399380876
2016-02-02,Emerging,ERUS,0.16765402843601904,0.021169474766371738
2016-02-02,Emerging,EWM,0.07067551737602518,0.005928253021957253
2016-02-02,Emerging,EWW,0.0792982456140352,0.005928253021957253
2016-02-02,Emerging,EWY,0.057862809146057126,0.021169474766371738
2016-02-02,Emerging,EWZ,0.2769869513641756,0.11873336274376604
2016-02-02,Emerging,GREK,0.0229892267402656,0.02115548526983921
2016-02-02,Emerging,KSA,0.07738095238095233,0.016053407493672612
2016-02-02,Emerging,MCHI,0.07314998582364618,0.021169474766371738
2016-02-02,Emerging,THD,0.12791134485349342,0.005928253021957253
2016-02-03,Emerging,ARGT,0.14552238805970166,0.005928253021957253
2016-02-03,Emerging,ECH,0.09932885906040267,0.005928253021957253
2016-02-03,Emerging,EPHE,0.08225806451612905,0.005928253021957253
2016-02-03,Emerging,EPOL,0.06653992395437247,0.021224328399380876
2016-02-03,Emerging,EPU,0.2338169642857142,0.021224328399380876
2016-02-03,Emerging,ERUS,0.12251655629139058,0.021169474766371738
2016-02-03,Emerging,EWM,0.06065200909780132,0.005928253021957253
2016-02-03,Emerging,EWW,0.06628571428571428,0.005928253021957253
2016-02-03,Emerging,EWY,0.053257142857142885,0.021169474766371738
2016-02-03,Emerging,EWZ,0.267337807606264,0.11873336274376604
2016-02-03,Emerging,GREK,0.027419913692632303,0.021169474766371738
2016-02-03,Emerging,KSA,0.04789473684210521,0.006154892903105459
2016-02-03,Emerging,MCHI,0.08664058133035213,0.021169474766371738
2016-02-03,Emerging,THD,0.09466811751904247,0.005928253021957253
2016-02-04,Emerging,ARGT,0.10191846522781778,0.005928253021957253
2016-02-04,Emerging,ECH,0.07337045528987884,0.005928253021957253
2016-02-04,Emerging,EPHE,0.05395112662646784,0.005928253021957253
2016-02-04,Emerging,EPOL,0.06386975579210996,0.021224328399380876
2016-02-04,Emerging,EPU,0.2228290551611143,0.02598517392387845
2016-02-04,Emerging,ERUS,0.16264722378014596,0.021169474766371738
2016-02-04,Emerging,EWM,0.0426806439535754,0.005928253021957253
2016-02-04,Emerging,EWW,0.06358904729576831,0.005928253021957253
2016-02-04,Emerging,EWY,0.03005158107198924,0.021169474766371738
2016-02-04,Emerging,EWZ,0.20772946859903385,0.11873336274376604
2016-02-04,Emerging,GREK,0.11951191321433875,0.021169474766371738
2016-02-04,Emerging,KSA,0.04789473684210521,0.016068827667886948
2016-02-04,Emerging,MCHI,0.08636748518204929,0.021169474766371738
2016-02-04,Emerging,THD,0.10753275109170304,0.005928253021957253
2016-02-05,Emerging,ARGT,0.0958986731001208,0.005928253021957253
2016-02-05,Emerging,ECH,0.07296849087893875,0.005928253021957253
2016-02-05,Emerging,EPHE,0.04642289348171702,0.005928253021957253
2016-02-05,Emerging,EPOL,0.05037313432835844,0.021224328399380876
2016-02-05,Emerging,EPU,0.1796246648793567,0.02598517392387845
2016-02-05,Emerging,ERUS,0.13178733031674228,0.021169474766371738
2016-02-05,Emerging,EWM,0.040933435348125435,0.005928253021957253
2016-02-05,Emerging,EWW,0.06310904872389789,0.005928253021957253
2016-02-05,Emerging,EWY,0.019073569482289,0.021169474766371738
2016-02-05,Emerging,EWZ,0.2424409015942825,0.11873336274376604
2016-02-05,Emerging,GREK,0.1328148981888877,0.021169474766371738
2016-02-05,Emerging,KSA,0.07631578947368411,0.013268253961043931
2016-02-05,Emerging,MCHI,0.07269099201824414,0.021169474766371738
2016-02-05,Emerging,THD,0.09229078923274114,0.005928253021957253
2016-02-08,Emerging,ARGT,0.11872705018359865,0.005928253021957253
2016-02-08,Emerging,ECH,0.08469489829943333,0.005928253021957253
2016-02-08,Emerging,EPHE,0.06950672645739919,0.005928253021957253
2016-02-08,Emerging,EPOL,0.05978602894902441,0.021224328399380876
2016-02-08,Emerging,EPU,0.21717990275526744,0.027229276104634884
2016-02-08,Emerging,ERUS,0.18876664736537352,0.021169474766371738
2016-02-08,Emerging,EWM,0.052995391705069166,0.005928253021957253
2016-02-08,Emerging,EWW,0.09907561033420233,0.005928253021957253
2016-02-08,Emerging,EWY,0.032693187014174674,0.021169474766371738
2016-02-08,Emerging,EWZ,0.286599099099099,0.11873336274376604
2016-02-08,Emerging,GREK,0.17666533270273233,0.021169474766371738
2016-02-08,Emerging,KSA,0.08315677966101688,0.006163236334615012
2016-02-08,Emerging,MCHI,0.0998835177635411,0.021169474766371738
2016-02-08,Emerging,THD,0.10065288356909674,0.005928253021957253
2016-02-09,Emerging,ARGT,0.1273291925465836,0.005928253021957253
2016-02-09,Emerging,ECH,0.09566968781470298,0.005928253021957253
2016-02-09,Emerging,EPHE,0.08354673495518572,0.005928253021957253
2016-02-09,Emerging,EPOL,0.07384230287859816,0.021224328399380876
2016-02-09,Emerging,EPU,0.24310915104740904,0.027229276104634884
2016-02-09,Emerging,ERUS,0.2279855247285887,0.021169474766371738
2016-02-09,Emerging,EWM,0.059666795815575435,0.005928253021957253
2016-02-09,Emerging,EWW,0.1114058355437666,0.005928253021957253
2016-02-09,Emerging,EWY,0.06124335567367688,0.021169474766371738
2016-02-09,Emerging,EWZ,0.3441780821917808,0.11869291292976795
2016-02-09,Emerging,GREK,0.2525963971449072,0.021169474766371738
2016-02-09,Emerging,KSA,0.09508373851971896,0.006046201849022926
2016-02-09,Emerging,MCHI,0.1072695035460991,0.021169474766371738
2016-02-09,Emerging,THD,0.09935956084171993,0.005928253021957253
2016-02-10,Emerging,ARGT,0.13341568869672638,0.005928253021957253
2016-02-10,Emerging,ECH,0.101740294511379,0.005928253021957253
2016-02-10,Emerging,EPHE,0.10330578512396693,0.005928253021957253
2016-02-10,Emerging,EPOL,0.09830932999373808,0.021224328399380876
2016-02-10,Emerging,EPU,0.2324324324324325,0.027249646287360207
2016-02-10,Emerging,ERUS,0.23469994058229385,0.021169474766371738
2016-02-10,Emerging,EWM,0.06753147653567337,0.005928253021957253
2016-02-10,Emerging,EWW,0.13039286575078313,0.005928253021957253
2016-02-10,Emerging,EWY,0.07886870544952851,0.021169474766371738
2016-02-10,Emerging,EWZ,0.3258803801006147,0.11873336274376604
2016-02-10,Emerging,GREK,0.31041385948026945,0.021169474766371738
2016-02-10,Emerging,KSA,0.09508373851971896,0.00923933470969012
2016-02-10,Emerging,MCHI,0.13657678780773752,0.021169474766371738
2016-02-10,Emerging,THD,0.11621572544034865,0.005928253021957253
2016-02-11,Emerging,ARGT,0.1465247338760174,0.005928253021957253
2016-02-11,Emerging,ECH,0.10863697705802956,0.005928253021957253
2016-02-11,Emerging,EPHE,0.09802673456397204,0.005928253021957253
2016-02-11,Emerging,EPOL,0.09273182957393478,0.021224328399380876
2016-02-11,Emerging,EPU,0.22693133047210295,0.02729259510290928
2016-02-11,Emerging,ERUS,0.2465671641791045,0.021169474766371738
2016-02-11,Emerging,EWM,0.04685714285714293,0.005928253021957253
2016-02-11,Emerging,EWW,0.1527605843030453,0.005928253021957253
2016-02-11,Emerging,EWY,0.09223187045294524,0.021169474766371738
2016-02-11,Emerging,EWZ,0.3436406067677946,0.11873336274376604
2016-02-11,Emerging,GREK,0.299277506629261,0.021166762477212702
2016-02-11,Emerging,KSA,0.0842787682333872,0.016068827667886948
2016-02-11,Emerging,MCHI,0.15786332438078188,0.021169474766371738
2016-02-11,Emerging,THD,0.11564501372369618,0.005928253021957253
2016-02-12,Emerging,ARGT,0.11453201970443372,0.005928253021957253
2016-02-12,Emerging,ECH,0.0728171334431631,0.005928253021957253
2016-02-12,Emerging,EPHE,0.08784634760705279,0.005928253021957253
2016-02-12,Emerging,EPOL,0.08193668528864051,0.021224328399380876
2016-02-12,Emerging,EPU,0.15751667521806054,0.02729259510290928
2016-02-12,Emerging,ERUS,0.17122888759464172,0.021169474766371738
2016-02-12,Emerging,EWM,0.03681214421252377,0.005928253021957253
2016-02-12,Emerging,EWW,0.10788582486695676,0.005928253021957253
2016-02-12,Emerging,EWY,0.07526132404181185,0.021169474766371738
2016-02-12,Emerging,EWZ,0.2291904218928165,0.11873336274376604
