Date,Market,Ticker,"Forward Return (one month, 21-trading day)",fundamental_emerging_rfr_train
2016-01-04,Emerging,ARGT,-0.06674405107370872,0.005928253021957253
2016-01-04,Emerging,ECH,0.019849418206707714,0.005940510484223653
2016-01-04,Emerging,EPHE,-0.04995403003371135,0.005928253021957253
2016-01-04,Emerging,EPOL,-0.025324274243360256,0.021224328399380876
2016-01-04,Emerging,EPU,-0.024496461622210086,0.021224328399380876
2016-01-04,Emerging,ERUS,0.0022123893805310324,0.021169474766371738
2016-01-04,Emerging,EWM,0.05351437699680517,0.005928253021957253
2016-01-04,Emerging,EWW,-0.025395411004678133,0.005928253021957253
2016-01-04,Emerging,EWY,-0.026479750778816147,0.021169474766371738
2016-01-04,Emerging,EWZ,-0.011061946902654829,0.11873336274376604
2016-01-04,Emerging,GREK,-0.14020691149387932,-0.026077844179669726
2016-01-04,Emerging,KSA,-0.10672308415608832,0.005928253021957253
2016-01-04,Emerging,MCHI,-0.11501360375958447,0.018877913550908926
2016-01-04,Emerging,THD,0.055513016845329284,0.005928253021957253
2016-01-05,Emerging,ARGT,-0.03360370799536516,0.005928253021957253
2016-01-05,Emerging,ECH,0.03737682636765216,0.00593766753948305
2016-01-05,Emerging,EPHE,-0.04020712762717017,0.005928253021957253
2016-01-05,Emerging,EPOL,0.005667506297229119,0.021224328399380876
2016-01-05,Emerging,EPU,-0.004350190320826619,0.021224328399380876
2016-01-05,Emerging,ERUS,-0.029923830250272117,0.021169474766371738
2016-01-05,Emerging,EWM,0.0582408874801903,0.005928253021957253
2016-01-05,Emerging,EWW,-0.012513966480447005,0.005928253021957253
2016-01-05,Emerging,EWY,-0.011965433192998032,0.021169474766371738
2016-01-05,Emerging,EWZ,0.015812431842966213,0.11870219993677786
2016-01-05,Emerging,GREK,-0.1600954137601065,-0.02607169831400461
2016-01-05,Emerging,KSA,-0.10672308415608832,0.005928253021957253
2016-01-05,Emerging,MCHI,-0.12301980198019805,0.020530921641630902
2016-01-05,Emerging,THD,0.05448963929393713,0.005928253021957253
2016-01-06,Emerging,ARGT,-0.02240566037735869,0.005928253021957253
2016-01-06,Emerging,ECH,0.03253424657534243,0.005929519485131686
2016-01-06,Emerging,EPHE,-0.02691831683168322,0.005928253021957253
2016-01-06,Emerging,EPOL,0.035415325177076566,0.021224328399380876
2016-01-06,Emerging,EPU,0.031526548672566435,0.021224328399380876
2016-01-06,Emerging,ERUS,-0.01941209095951202,0.021169474766371738
2016-01-06,Emerging,EWM,0.05958654235914064,0.005928253021957253
2016-01-06,Emerging,EWW,-0.016879562043795704,0.005928253021957253
2016-01-06,Emerging,EWY,-0.0045207956600362715,0.021169474766371738
2016-01-06,Emerging,EWZ,0.007198228128460826,0.11873336274376604
2016-01-06,Emerging,GREK,-0.16121187846884474,-0.026077844179669726
2016-01-06,Emerging,KSA,-0.072265625,0.005928253021957253
2016-01-06,Emerging,MCHI,-0.11681772406847934,0.02051365600834242
2016-01-06,Emerging,THD,0.05894900135737835,0.005928253021957253
2016-01-07,Emerging,ARGT,-0.014475271411338862,0.005928253021957253
2016-01-07,Emerging,ECH,0.0642299503193755,0.005929519485131686
2016-01-07,Emerging,EPHE,-0.0031928480204342913,0.005928253021957253
2016-01-07,Emerging,EPOL,0.028478964401294608,0.021224328399380876
2016-01-07,Emerging,EPU,0.04635387224420584,0.021224328399380876
2016-01-07,Emerging,ERUS,-0.005757052389176787,0.021169474766371738
2016-01-07,Emerging,EWM,0.05982905982905984,0.005928253021957253
2016-01-07,Emerging,EWW,0.001424163304058812,0.005928253021957253
2016-01-07,Emerging,EWY,0.004824259131633424,0.021169474766371738
2016-01-07,Emerging,EWZ,0.021276595744681,0.11873336274376604
2016-01-07,Emerging,GREK,-0.1825549062467473,-0.02187592350572998
2016-01-07,Emerging,KSA,-0.045982819605861584,0.005929519485131686
2016-01-07,Emerging,MCHI,-0.0986876640419947,0.021169474766371738
2016-01-07,Emerging,THD,0.10722891566265068,0.005928253021957253
2016-01-08,Emerging,ARGT,-0.010448678549477508,0.005928253021957253
2016-01-08,Emerging,ECH,0.07158273381294955,0.005929519485131686
2016-01-08,Emerging,EPHE,0.019915115899445057,0.005928253021957253
2016-01-08,Emerging,EPOL,0.04924491135915954,0.021224328399380876
2016-01-08,Emerging,EPU,0.03420752565564422,0.021224328399380876
2016-01-08,Emerging,ERUS,-0.03040935672514633,0.021169474766371738
2016-01-08,Emerging,EWM,0.06039441248972888,0.005928253021957253
2016-01-08,Emerging,EWW,-0.0009636232233196652,0.005928253021957253
2016-01-08,Emerging,EWY,-0.0004620004620004004,0.021169474766371738
2016-01-08,Emerging,EWZ,0.012131715771230622,0.11873336274376604
2016-01-08,Emerging,GREK,-0.2038545957485192,0.003418609167645876
2016-01-08,Emerging,KSA,-0.06467913087417876,0.005928253021957253
2016-01-08,Emerging,MCHI,-0.09832134292565944,0.02073390269685048
2016-01-08,Emerging,THD,0.09038308060654444,0.005928253021957253
2016-01-11,Emerging,ARGT,-0.0012338062924120985,0.005928253021957253
2016-01-11,Emerging,ECH,0.07520690896005755,0.005929519485131686
2016-01-11,Emerging,EPHE,0.049016338779593216,0.005928253021957253
2016-01-11,Emerging,EPOL,0.05134957208689928,0.021224328399380876
2016-01-11,Emerging,EPU,0.06998264893001749,0.021224328399380876
2016-01-11,Emerging,ERUS,0.00297973778307492,0.021169474766371738
2016-01-11,Emerging,EWM,0.0781571369806664,0.005928253021957253
2016-01-11,Emerging,EWW,-0.014255167498218091,0.005928253021957253
2016-01-11,Emerging,EWY,-0.006397075622572522,0.021169474766371738
2016-01-11,Emerging,EWZ,0.041933605125218376,0.11873336274376604
2016-01-11,Emerging,GREK,-0.2306667061576282,-0.025482328904512012
2016-01-11,Emerging,KSA,-0.05609382967873522,0.005928253021957253
2016-01-11,Emerging,MCHI,-0.08696815627508703,0.021169474766371738
2016-01-11,Emerging,THD,0.09330950962874728,0.005928253021957253
2016-01-12,Emerging,ARGT,-0.020846106683016445,0.005928253021957253
2016-01-12,Emerging,ECH,0.0688784709700685,0.00593766753948305
2016-01-12,Emerging,EPHE,0.0431606905710491,0.005928253021957253
2016-01-12,Emerging,EPOL,0.02835051546391765,0.021224328399380876
2016-01-12,Emerging,EPU,0.08814944541739655,0.021224328399380876
2016-01-12,Emerging,ERUS,-0.008875739644970349,0.021169474766371738
2016-01-12,Emerging,EWM,0.06663957740755788,0.005928253021957253
2016-01-12,Emerging,EWW,-0.04650613786591118,0.005928253021957253
2016-01-12,Emerging,EWY,-0.02360219981668199,0.021169474766371738
2016-01-12,Emerging,EWZ,-0.00637681159420289,0.11873336274376604
2016-01-12,Emerging,GREK,-0.2446734397677793,-0.02607169831400461
2016-01-12,Emerging,KSA,-0.031397174254316984,0.005929519485131686
2016-01-12,Emerging,MCHI,-0.10592315901814298,0.021169474766371738
2016-01-12,Emerging,THD,0.05931382050785027,0.005928253021957253
2016-01-13,Emerging,ARGT,0.00806952203600253,0.005928253021957253
2016-01-13,Emerging,ECH,0.08664518438954527,0.00593766753948305
2016-01-13,Emerging,EPHE,0.061852223336676726,0.005928253021957253
2016-01-13,Emerging,EPOL,0.036012861736334216,0.021224328399380876
2016-01-13,Emerging,EPU,0.1532544378698224,0.021224328399380876
2016-01-13,Emerging,ERUS,0.032471437161756045,0.021169474766371738
2016-01-13,Emerging,EWM,0.08258011503697626,0.005928253021957253
2016-01-13,Emerging,EWW,-0.01781895937277267,0.005928253021957253
2016-01-13,Emerging,EWY,-0.010799632352941345,0.021169474766371738
2016-01-13,Emerging,EWZ,0.04094955489614227,0.11873336274376604
2016-01-13,Emerging,GREK,-0.20053901934215806,-0.026058808124519852
2016-01-13,Emerging,KSA,-0.02795358649789037,0.00593766753948305
2016-01-13,Emerging,MCHI,-0.06408508317425687,0.021169474766371738
2016-01-13,Emerging,THD,0.0370512574390478,0.005928253021957253
2016-01-14,Emerging,ARGT,0.032837670384138866,0.005928253021957253
2016-01-14,Emerging,ECH,0.08499288762446655,0.005928253021957253
2016-01-14,Emerging,EPHE,0.06303915063039156,0.005928253021957253
2016-01-14,Emerging,EPOL,0.02759948652118105,0.021224328399380876
2016-01-14,Emerging,EPU,0.14731879787860924,0.021224328399380876
2016-01-14,Emerging,ERUS,0.03280609256004685,0.021169474766371738
2016-01-14,Emerging,EWM,0.07215241183623823,0.005928253021957253
2016-01-14,Emerging,EWW,-0.009647058823529342,0.005928253021957253
2016-01-14,Emerging,EWY,-0.014090909090909045,0.021169474766371738
2016-01-14,Emerging,EWZ,0.022582513028372997,0.11873336274376604
2016-01-14,Emerging,GREK,-0.16219458668617415,0.003418609167645876
2016-01-14,Emerging,KSA,-0.02795358649789037,0.016064801374623516
2016-01-14,Emerging,MCHI,-0.03903095558546421,0.021169474766371738
2016-01-14,Emerging,THD,0.039170945046586685,0.005928253021957253
2016-01-15,Emerging,ARGT,0.09743589743589752,0.005928253021957253
2016-01-15,Emerging,ECH,0.1295487627365357,0.005929519485131686
2016-01-15,Emerging,EPHE,0.10329595650696556,0.005928253021957253
2016-01-15,Emerging,EPOL,0.10821643286573136,0.021224328399380876
2016-01-15,Emerging,EPU,0.1762589928057554,0.021224328399380876
2016-01-15,Emerging,ERUS,0.1613924050632911,0.021169474766371738
2016-01-15,Emerging,EWM,0.11828404831320286,0.005928253021957253
2016-01-15,Emerging,EWW,0.06612981942410934,0.005928253021957253
2016-01-15,Emerging,EWY,0.04152823920265791,0.021169474766371738
2016-01-15,Emerging,EWZ,0.10222489476849073,0.11873336274376604
2016-01-15,Emerging,GREK,-0.0943706573202976,0.0037159118073901523
2016-01-15,Emerging,KSA,0.0032661948829613148,0.00593766753948305
2016-01-15,Emerging,MCHI,0.022541561003099453,0.021169474766371738
2016-01-15,Emerging,THD,0.08975879794385122,0.005928253021957253
2016-01-19,Emerging,ARGT,0.11867704280155646,0.005928253021957253
2016-01-19,Emerging,ECH,0.1281771968046479,0.005928253021957253
2016-01-19,Emerging,EPHE,0.10411704661449472,0.005928253021957253
2016-01-19,Emerging,EPOL,0.11796610169491514,0.021224328399380876
2016-01-19,Emerging,EPU,0.1873862947240752,0.021224328399380876
2016-01-19,Emerging,ERUS,0.12546816479400769,0.021169474766371738
2016-01-19,Emerging,EWM,0.10767326732673288,0.005928253021957253
2016-01-19,Emerging,EWW,0.06546605013385243,0.005928253021957253
2016-01-19,Emerging,EWY,0.0016147635524799142,0.021169474766371738
2016-01-19,Emerging,EWZ,0.08045977011494232,0.11873336274376604
2016-01-19,Emerging,GREK,-0.07524758730710301,0.02115548526983921
2016-01-19,Emerging,KSA,0.01041666666666674,0.006087050387722807
2016-01-19,Emerging,MCHI,-0.009093414163681368,0.02114356434951916
2016-01-19,Emerging,THD,0.0701515740380878,0.005928253021957253
2016-01-20,Emerging,ARGT,0.13350958360872436,0.005928253021957253
2016-01-20,Emerging,ECH,0.13973002553812466,0.005928253021957253
2016-01-20,Emerging,EPHE,0.1024054982817868,0.005928253021957253
2016-01-20,Emerging,EPOL,0.12517006802721098,0.021224328399380876
2016-01-20,Emerging,EPU,0.17600964436407485,0.021224328399380876
2016-01-20,Emerging,ERUS,0.16270096463022488,0.021169474766371738
2016-01-20,Emerging,EWM,0.08693860733415737,0.005928253021957253
2016-01-20,Emerging,EWW,0.07813655410401776,0.005928253021957253
2016-01-20,Emerging,EWY,0.02857142857142869,0.021169474766371738
2016-01-20,Emerging,EWZ,0.11345319280843168,0.11873336274376604
2016-01-20,Emerging,GREK,-0.06097763875948348,0.02115548526983921
2016-01-20,Emerging,KSA,0.07830626450116007,0.016071708971152506
2016-01-20,Emerging,MCHI,0.026674233825198623,0.021169474766371738
2016-01-20,Emerging,THD,0.09115699259836374,0.005928253021957253
2016-01-21,Emerging,ARGT,0.14640522875816986,0.005928253021957253
2016-01-21,Emerging,ECH,0.14801312431644176,0.005928253021957253
2016-01-21,Emerging,EPHE,0.13363572923935796,0.005928253021957253
2016-01-21,Emerging,EPOL,0.1534208707671043,0.021224328399380876
2016-01-21,Emerging,EPU,0.19469559975889086,0.021224328399380876
2016-01-21,Emerging,ERUS,0.19808306709265167,0.021169474766371738
2016-01-21,Emerging,EWM,0.10312243221035344,0.005928253021957253
2016-01-21,Emerging,EWW,0.10203070827142137,0.005928253021957253
2016-01-21,Emerging,EWY,0.036175710594315236,0.021169474766371738
2016-01-21,Emerging,EWZ,0.2176957352005091,0.11873336274376604
2016-01-21,Emerging,GREK,-0.044614222147594584,0.021152826375970685
2016-01-21,Emerging,KSA,0.0866141732283463,0.016086672295939384
2016-01-21,Emerging,MCHI,0.04857384919514285,0.021169474766371738
2016-01-21,Emerging,THD,0.0989945862335655,0.005928253021957253
2016-01-22,Emerging,ARGT,0.08594730238393966,0.005928253021957253
2016-01-22,Emerging,ECH,0.08345021037868161,0.005928253021957253
2016-01-22,Emerging,EPHE,0.09900650907845132,0.005928253021957253
2016-01-22,Emerging,EPOL,0.10228802153432026,0.021224328399380876
2016-01-22,Emerging,EPU,0.15416178194607275,0.021224328399380876
2016-01-22,Emerging,ERUS,0.07109283196239713,0.021169474766371738
2016-01-22,Emerging,EWM,0.03694968553459122,0.005928253021957253
2016-01-22,Emerging,EWW,0.04925516578568012,0.005928253021957253
2016-01-22,Emerging,EWY,-0.010720802919708115,0.021169474766371738
2016-01-22,Emerging,EWZ,0.13597560975609754,0.11873336274376604
2016-01-22,Emerging,GREK,-0.07508890381999632,0.021152826375970685
2016-01-22,Emerging,KSA,0.0483250961010433,0.02034941178055554
2016-01-22,Emerging,MCHI,-0.01203171998906205,0.021169474766371738
2016-01-22,Emerging,THD,0.061239871867345023,0.005928253021957253
2016-01-25,Emerging,ARGT,0.12299807815502885,0.005928253021957253
2016-01-25,Emerging,ECH,0.09303977272727272,0.005928253021957253
2016-01-25,Emerging,EPHE,0.09518935516888448,0.005928253021957253
2016-01-25,Emerging,EPOL,0.10533423362592842,0.021224328399380876
2016-01-25,Emerging,EPU,0.1706886403766923,0.021224328399380876
2016-01-25,Emerging,ERUS,0.13011606597434322,0.021169474766371738
2016-01-25,Emerging,EWM,0.051979208316673235,0.005928253021957253
2016-01-25,Emerging,EWW,0.07153356197942196,0.005928253021957253
