Date,Market,Ticker,"Forward Return (one month, 21-trading day)",economic_emerging_ridge_train
2016-01-11,Emerging,ECH,0.07520690896005755,0.014538503258807232
2016-01-11,Emerging,EIDO,0.10718057022175276,0.01022633555972648
2016-01-11,Emerging,EPHE,0.049016338779593216,0.00622157462532773
2016-01-11,Emerging,EPOL,0.05134957208689928,0.009377203830441185
2016-01-11,Emerging,EPU,0.06998264893001749,0.010820408154385905
2016-01-11,Emerging,ERUS,0.00297973778307492,0.019910641924934178
2016-01-11,Emerging,EWM,0.0781571369806664,0.008533257227685742
2016-01-11,Emerging,EWT,0.029328287606433363,0.015433414718114767
2016-01-11,Emerging,EWW,-0.014255167498218091,0.011421169178703165
2016-01-11,Emerging,EWY,-0.006397075622572522,0.010059726393952952
2016-01-11,Emerging,EWZ,0.041933605125218376,0.015441190214956251
2016-01-11,Emerging,EZA,0.07713668620796055,0.01483804606357359
2016-01-11,Emerging,GREK,-0.2306667061576282,0.012798083165743119
2016-01-11,Emerging,MCHI,-0.08696815627508703,0.008485740396416495
2016-01-11,Emerging,THD,0.09330950962874728,0.010533884235725741
2016-01-11,Emerging,TUR,0.03628636809414832,0.007972066527102254
2016-01-12,Emerging,ARGT,-0.020846106683016445,0.011489290484663933
2016-01-12,Emerging,ECH,0.0688784709700685,0.014538377518711539
2016-01-12,Emerging,EIDO,0.09212557900154406,0.01022619980601697
2016-01-12,Emerging,EPHE,0.0431606905710491,0.0062212935224964724
2016-01-12,Emerging,EPOL,0.02835051546391765,0.00937706971532303
2016-01-12,Emerging,EPU,0.08814944541739655,0.010820189560780286
2016-01-12,Emerging,ERUS,-0.008875739644970349,0.01991061984091362
2016-01-12,Emerging,EWM,0.06663957740755788,0.008533142350843827
2016-01-12,Emerging,EWT,0.021327014218009532,0.015433213784882605
2016-01-12,Emerging,EWW,-0.04650613786591118,0.011421047747495841
2016-01-12,Emerging,EWY,-0.02360219981668199,0.010059473996814634
2016-01-12,Emerging,EWZ,-0.00637681159420289,0.015441184698914916
2016-01-12,Emerging,EZA,0.05403764420157864,0.014838040547532254
2016-01-12,Emerging,GREK,-0.2446734397677793,0.012797945591376553
2016-01-12,Emerging,MCHI,-0.10592315901814298,0.008485436899503433
2016-01-12,Emerging,THD,0.05931382050785027,0.010536432496896092
2016-01-12,Emerging,TUR,0.02434274586173313,0.007971975318802085
2016-01-13,Emerging,ARGT,0.00806952203600253,0.011489254944538035
2016-01-13,Emerging,ECH,0.08664518438954527,0.014538330297701501
2016-01-13,Emerging,EIDO,0.10296411856474252,0.010226148849840492
2016-01-13,Emerging,EPHE,0.061852223336676726,0.006221188349813173
2016-01-13,Emerging,EPOL,0.036012861736334216,0.009377019370355604
2016-01-13,Emerging,EPU,0.1532544378698224,0.010820107704590524
2016-01-13,Emerging,ERUS,0.032471437161756045,0.019910611284535588
2016-01-13,Emerging,EWM,0.08258011503697626,0.008533099181923442
2016-01-13,Emerging,EWT,0.04306220095693791,0.015433138516168201
2016-01-13,Emerging,EWW,-0.01781895937277267,0.011421002133739241
2016-01-13,Emerging,EWY,-0.010799632352941345,0.010059379531608464
2016-01-13,Emerging,EWZ,0.04094955489614227,0.015441182322539538
2016-01-13,Emerging,EZA,0.090466037161133,0.014838038171156876
2016-01-13,Emerging,GREK,-0.20053901934215806,0.012797893956078903
2016-01-13,Emerging,MCHI,-0.06408508317425687,0.008485323373629727
2016-01-13,Emerging,THD,0.0370512574390478,0.010537388441165562
2016-01-13,Emerging,TUR,0.03405773597145645,0.007971940978456923
2016-01-14,Emerging,ARGT,0.032837670384138866,0.011489302315513584
2016-01-14,Emerging,ECH,0.08499288762446655,0.014538393250750873
2016-01-14,Emerging,EIDO,0.0924024640657084,0.010226216785529752
2016-01-14,Emerging,EPHE,0.06303915063039156,0.0062213286092753246
2016-01-14,Emerging,EPOL,0.02759948652118105,0.009377086490703792
2016-01-14,Emerging,EPU,0.14731879787860924,0.01082021686030066
2016-01-14,Emerging,ERUS,0.03280609256004685,0.019910622659712683
2016-01-14,Emerging,EWM,0.07215241183623823,0.008533156729563484
2016-01-14,Emerging,EWT,0.068075117370892,0.015433238884313447
2016-01-14,Emerging,EWW,-0.009647058823529342,0.011421062942743572
2016-01-14,Emerging,EWY,-0.014090909090909045,0.010059505507502942
2016-01-14,Emerging,EWZ,0.022582513028372997,0.015441185453712461
2016-01-14,Emerging,EZA,0.10953957267529346,0.0148380413023298
2016-01-14,Emerging,GREK,-0.16219458668617415,0.012797962797702686
2016-01-14,Emerging,MCHI,-0.03903095558546421,0.008485474776086535
2016-01-14,Emerging,THD,0.039170945046586685,0.010536113890695253
2016-01-14,Emerging,TUR,0.005134788189987249,0.007971986748948143
2016-01-15,Emerging,ARGT,0.09743589743589752,0.011489207446682546
2016-01-15,Emerging,ECH,0.1295487627365357,0.014538267278293913
2016-01-15,Emerging,EIDO,0.14960212201591516,0.010226080867145895
2016-01-15,Emerging,EPHE,0.10329595650696556,0.006221048324255638
2016-01-15,Emerging,EPOL,0.10821643286573136,0.009376952199835246
2016-01-15,Emerging,EPU,0.1762589928057554,0.010819998661976133
2016-01-15,Emerging,ERUS,0.1613924050632911,0.01991059964266867
2016-01-15,Emerging,EWM,0.11828404831320286,0.008533041546930244
2016-01-15,Emerging,EWT,0.1272102161100197,0.01543303822698726
2016-01-15,Emerging,EWW,0.06612981942410934,0.011420941250049093
2016-01-15,Emerging,EWY,0.04152823920265791,0.010059253734140353
2016-01-15,Emerging,EWZ,0.10222489476849073,0.015441178892656577
2016-01-15,Emerging,EZA,0.2043215761042263,0.014838034741273915
2016-01-15,Emerging,GREK,-0.0943706573202976,0.012797825070968487
2016-01-15,Emerging,MCHI,0.022541561003099453,0.008485172248357611
2016-01-15,Emerging,THD,0.08975879794385122,0.010538663326022955
2016-01-15,Emerging,TUR,0.06328279499011202,0.007971895074869381
2016-01-19,Emerging,ARGT,0.11867704280155646,0.011489431931587284
2016-01-19,Emerging,ECH,0.1281771968046479,0.014538566029190974
2016-01-19,Emerging,EIDO,0.12237394957983196,0.010226403365889338
2016-01-19,Emerging,EPHE,0.10411704661449472,0.006221715526587484
2016-01-19,Emerging,EPOL,0.11796610169491514,0.009377270812567463
2016-01-19,Emerging,EPU,0.1873862947240752,0.010820517620176015
2016-01-19,Emerging,ERUS,0.12546816479400769,0.019910652567374083
2016-01-19,Emerging,EWM,0.10767326732673288,0.008533314535012139
2016-01-19,Emerging,EWT,0.09328891004283668,0.015433515302621704
2016-01-19,Emerging,EWW,0.06546605013385243,0.011421229782175892
2016-01-19,Emerging,EWY,0.0016147635524799142,0.010059852859312568
2016-01-19,Emerging,EWZ,0.08045977011494232,0.015441192525470705
2016-01-19,Emerging,EZA,0.19473189087488246,0.014838048374088043
2016-01-19,Emerging,GREK,-0.07524758730710301,0.012798151887502182
2016-01-19,Emerging,MCHI,-0.009093414163681368,0.008485892559509548
2016-01-19,Emerging,THD,0.0701515740380878,0.010532610611218546
2016-01-19,Emerging,TUR,0.06675479180436228,0.007972111931678008
2016-01-20,Emerging,ARGT,0.13350958360872436,0.01148958387769945
2016-01-20,Emerging,ECH,0.13973002553812466,0.014538769573572459
2016-01-20,Emerging,EIDO,0.1001589825119238,0.010226623409717408
2016-01-20,Emerging,EPHE,0.1024054982817868,0.006222175062382641
2016-01-20,Emerging,EPOL,0.12517006802721098,0.009377488156486091
2016-01-20,Emerging,EPU,0.17600964436407485,0.010820874159425826
2016-01-20,Emerging,ERUS,0.16270096463022488,0.01991068531748426
2016-01-20,Emerging,EWM,0.08693860733415737,0.008533500179993997
2016-01-20,Emerging,EWT,0.1082398829839102,0.01543384274284754
2016-01-20,Emerging,EWW,0.07813655410401776,0.011421426226795513
2016-01-20,Emerging,EWY,0.02857142857142869,0.010060265096694183
2016-01-20,Emerging,EWZ,0.11345319280843168,0.015441197976496533
2016-01-20,Emerging,EZA,0.1875998721636305,0.01483805382511387
2016-01-20,Emerging,GREK,-0.06097763875948348,0.01279837493122963
2016-01-20,Emerging,MCHI,0.026674233825198623,0.008486388994067067
2016-01-20,Emerging,THD,0.09115699259836374,0.010528473679430052
2016-01-20,Emerging,TUR,0.07225720914816036,0.007972258577967939
2016-01-21,Emerging,ARGT,0.14640522875816986,0.011489849425546003
2016-01-21,Emerging,ECH,0.14801312431644176,0.014539127966582103
2016-01-21,Emerging,EIDO,0.10131233595800526,0.010227011491587345
2016-01-21,Emerging,EPHE,0.13363572923935796,0.006222994082558017
2016-01-21,Emerging,EPOL,0.1534208707671043,0.009377871380178888
2016-01-21,Emerging,EPU,0.19469559975889086,0.01082150784913999
2016-01-21,Emerging,ERUS,0.19808306709265167,0.019910736385806767
2016-01-21,Emerging,EWM,0.10312243221035344,0.008533826365088537
2016-01-21,Emerging,EWT,0.11793136781053648,0.0154344240722081
2016-01-21,Emerging,EWW,0.10203070827142137,0.011421771844598609
2016-01-21,Emerging,EWY,0.036175710594315236,0.010060999008803391
2016-01-21,Emerging,EWZ,0.2176957352005091,0.015441199923250194
2016-01-21,Emerging,EZA,0.1970987070324819,0.014838055771867533
2016-01-21,Emerging,GREK,-0.044614222147594584,0.012798768411074165
2016-01-21,Emerging,MCHI,0.04857384919514285,0.008487274409330003
2016-01-21,Emerging,THD,0.0989945862335655,0.01052116339512918
2016-01-21,Emerging,TUR,0.12971698113207553,0.0079725145893927
2016-01-22,Emerging,ARGT,0.08594730238393966,0.011490467456686483
2016-01-22,Emerging,ECH,0.08345021037868161,0.01453997602825303
2016-01-22,Emerging,EIDO,0.04564102564102557,0.01022793310953254
2016-01-22,Emerging,EPHE,0.09900650907845132,0.006224983380969142
2016-01-22,Emerging,EPOL,0.10228802153432026,0.009378780961642842
2016-01-22,Emerging,EPU,0.15416178194607275,0.010823037978081426
2016-01-22,Emerging,ERUS,0.07109283196239713,0.01991082302859009
2016-01-22,Emerging,EWM,0.03694968553459122,0.008534594629346769
2016-01-22,Emerging,EWT,0.07449316360207447,0.015435824474629458
2016-01-22,Emerging,EWW,0.04925516578568012,0.011422588254781818
2016-01-22,Emerging,EWY,-0.010720802919708115,0.010062777445894941
2016-01-22,Emerging,EWZ,0.13597560975609754,0.015441164863834272
2016-01-22,Emerging,EZA,0.11507097553609193,0.014838020712451609
2016-01-22,Emerging,GREK,-0.07508890381999632,0.01279970340288741
2016-01-22,Emerging,MCHI,-0.01203171998906205,0.008489428206318135
2016-01-22,Emerging,THD,0.061239871867345023,0.01050372964788713
2016-01-22,Emerging,TUR,0.08243727598566307,0.007973108993366292
2016-01-25,Emerging,ARGT,0.12299807815502885,0.011490697126035426
2016-01-25,Emerging,ECH,0.09303977272727272,0.01454029648569819
2016-01-25,Emerging,EIDO,0.06642449403217432,0.010228282598054979
2016-01-25,Emerging,EPHE,0.09518935516888448,0.006225754259976924
2016-01-25,Emerging,EPOL,0.10533423362592842,0.009379125699625361
2016-01-25,Emerging,EPU,0.1706886403766923,0.01082362763278862
2016-01-25,Emerging,ERUS,0.13011606597434322,0.01991084297039894
2016-01-25,Emerging,EWM,0.051979208316673235,0.00853488359247173
2016-01-25,Emerging,EWT,0.07933491686460803,0.01543636292907309
2016-01-25,Emerging,EWW,0.07153356197942196,0.011422896220066453
2016-01-25,Emerging,EWY,0.003931544865864778,0.01006346510248119
2016-01-25,Emerging,EWZ,0.15634771732332695,0.015441136772406168
2016-01-25,Emerging,EZA,0.13023255813953494,0.014837992621023506
2016-01-25,Emerging,GREK,-0.08523822180875795,0.012800058169787534
2016-01-25,Emerging,MCHI,0.010329424902289164,0.008490264009371466
2016-01-25,Emerging,THD,0.09294320137693624,0.010497091245259159
2016-01-25,Emerging,TUR,0.10739144845873372,0.007973329337581322
2016-01-26,Emerging,ARGT,0.1195244055068836,0.011490762106580307
2016-01-26,Emerging,ECH,0.08966244725738393,0.014540387704130159
2016-01-26,Emerging,EIDO,0.050735667174023336,0.010228382206508985
2016-01-26,Emerging,EPHE,0.08653198653198667,0.006225975650871978
2016-01-26,Emerging,EPOL,0.10515740120562622,0.009379223935166669
2016-01-26,Emerging,EPU,0.14449541284403655,0.010823796649606731
2016-01-26,Emerging,ERUS,0.10841232227488162,0.0199108473393907
2016-01-26,Emerging,EWM,0.030066380320187488,0.00853496570900101
2016-01-26,Emerging,EWT,0.08251289263947492,0.015436517148943247
2016-01-26,Emerging,EWW,0.057375089648577626,0.011422983828246518
2016-01-26,Emerging,EWY,-0.0020618556701029744,0.010063662441979745
2016-01-26,Emerging,EWZ,0.13460356484326996,0.015441127259725105
2016-01-26,Emerging,EZA,0.09415971394517264,0.014837983108342442
2016-01-26,Emerging,GREK,-0.10395027006296133,0.012800159303700091
2016-01-26,Emerging,MCHI,-0.0005546311702718798,0.008490504163406706
2016-01-26,Emerging,THD,0.07040149393090568,0.010495196439315
2016-01-26,Emerging,TUR,0.07623604465709732,0.007973391623149428
2016-01-27,Emerging,ARGT,0.12406015037593975,0.011490869776516388
2016-01-27,Emerging,ECH,0.08353808353808367,0.014540539397789525
2016-01-27,Emerging,EIDO,0.059274399591211065,0.010228547977521724
2016-01-27,Emerging,EPHE,0.06606606606606613,0.006226345756801896
2016-01-27,Emerging,EPOL,0.09017496635262456,0.009379387402612495
2016-01-27,Emerging,EPU,0.14505996573386626,0.01082407887872467
2016-01-27,Emerging,ERUS,0.0458978772231784,0.0199108533111133
2016-01-27,Emerging,EWM,0.02525651144435681,0.008535102130864893
2016-01-27,Emerging,EWT,0.0840018876828692,0.015436774550728869
2016-01-27,Emerging,EWW,0.04887398179204605,0.011423129464378066
2016-01-27,Emerging,EWY,-0.010154627279021387,0.010063992192829987
2016-01-27,Emerging,EWZ,0.10066707095209226,0.01544110993982667
2016-01-27,Emerging,EZA,0.05797967722653907,0.014837965788444008
2016-01-27,Emerging,GREK,-0.08052350666368369,0.012800327634231628
2016-01-27,Emerging,MCHI,0.016051816389749396,0.00849090575141781
2016-01-27,Emerging,THD,0.06387747478520732,0.01049204030498282
2016-01-27,Emerging,TUR,0.034438775510204016,0.00797349477126897
2016-01-28,Emerging,ARGT,0.10419235511713933,0.011490697126035426
2016-01-28,Emerging,ECH,0.0527758738862234,0.01454029648569819
2016-01-28,Emerging,EIDO,0.07474747474747477,0.010228282598054979
2016-01-28,Emerging,EPHE,0.044204322200392936,0.006225754259976924
2016-01-28,Emerging,EPOL,0.04964075767472242,0.009379125699625361
2016-01-28,Emerging,EPU,0.13518099547511309,0.01082362763278862
2016-01-28,Emerging,ERUS,0.03370165745856357,0.01991084297039894
2016-01-28,Emerging,EWM,0.006535947712418277,0.00853488359247173
2016-01-28,Emerging,EWT,0.07757009345794398,0.01543636292907309
2016-01-28,Emerging,EWW,0.04279332236068667,0.011422896220066453
2016-01-28,Emerging,EWY,-0.013936486177747457,0.01006346510248119
2016-01-28,Emerging,EWZ,0.10793082886106142,0.015441136772406168
2016-01-28,Emerging,EZA,0.03888248847926268,0.014837992621023506
2016-01-28,Emerging,GREK,-0.05975848408190543,0.012800058169787534
2016-01-28,Emerging,MCHI,0.004744627407200719,0.008490264009371466
2016-01-28,Emerging,THD,0.06048834628190902,0.010497091245259159
2016-01-28,Emerging,TUR,0.03499999999999992,0.007973329337581322
2016-01-29,Emerging,ARGT,0.0837349397590359,0.011491437583088805
2016-01-29,Emerging,ECH,0.044039735099337785,0.014541351246277628
2016-01-29,Emerging,EIDO,0.069423929098966,0.010229437862668915
2016-01-29,Emerging,EPHE,0.032625910674691116,0.006228368355879452
2016-01-29,Emerging,EPOL,0.04434447300771205,0.00938026451812456
2016-01-29,Emerging,EPU,0.13545150501672246,0.010825614339869751
2016-01-29,Emerging,ERUS,0.057034220532319324,0.019910857361942504
2016-01-29,Emerging,EWM,0.0,0.008535829321401626
2016-01-29,Emerging,EWT,0.07226738934055987,0.01543817238358429
2016-01-29,Emerging,EWW,0.03117235147955721,0.01142390773345529
2016-01-29,Emerging,EWY,0.003165272439520805,0.010065791086818165
2016-01-29,Emerging,EWZ,0.08787541713014457,0.015440984875456294
2016-01-29,Emerging,EZA,0.03441734417344189,0.014837840724073632
2016-01-29,Emerging,GREK,-0.06647421152569577,0.012801231707862288
2016-01-29,Emerging,MCHI,0.010032537960954269,0.00849310286884205
2016-01-29,Emerging,THD,0.05730762299513415,0.010475038431763634
2016-01-29,Emerging,TUR,0.0398660986001218,0.007974037511520591
2016-02-01,Emerging,ARGT,0.09320505111244737,0.011491219496430321
2016-02-01,Emerging,ECH,0.04906157392163313,0.014541036992686628
2016-02-01,Emerging,EIDO,0.07491375061606709,0.010229092858023911
2016-02-01,Emerging,EPHE,0.053639846743295035,0.006227576995026354
2016-02-01,Emerging,EPOL,0.04603580562659837,0.009379924545470212
2016-02-01,Emerging,EPU,0.17948717948717952,0.010825014940141637
2016-02-01,Emerging,ERUS,0.09352112676056333,0.01991086142835293
2016-02-01,Emerging,EWM,0.019813084112149548,0.008535548428044966
2016-02-01,Emerging,EWT,0.07317073170731714,0.015437627217533233
2016-02-01,Emerging,EWW,0.052703316674239005,0.011423606712136011
2016-02-01,Emerging,EWY,0.014055769666742268,0.010065087878986538
2016-02-01,Emerging,EWZ,0.1120354963948973,0.015441039820883346
2016-02-01,Emerging,EZA,0.07575338678462806,0.014837895669500684
2016-02-01,Emerging,GREK,-0.04444579189910258,0.012800881112116556
2016-02-01,Emerging,MCHI,0.04411359250068903,0.008492242737450001
2016-02-01,Emerging,THD,0.08377344745947912,0.010481641908764803
2016-02-01,Emerging,TUR,0.062385321100917324,0.007973829302473392
2016-02-02,Emerging,ARGT,0.13180693069306915,0.01149051147166804
2016-02-02,Emerging,ECH,0.10481392966882908,0.014540037210718589
2016-02-02,Emerging,EIDO,0.13631687242798352,0.010227999781600543
2016-02-02,Emerging,EPHE,0.1037549407114624,0.006225129735448351
2016-02-02,Emerging,EPOL,0.10197368421052633,0.009378846735412262
2016-02-02,Emerging,EPU,0.2302820955670697,0.010823150064133268
2016-02-02,Emerging,ERUS,0.16765402843601904,0.019910827385352794
2016-02-02,Emerging,EWM,0.07067551737602518,0.008534649856425436
2016-02-02,Emerging,EWT,0.09465020576131676,0.015435926879018812
2016-02-02,Emerging,EWW,0.0792982456140352,0.011422647075054812
2016-02-02,Emerging,EWY,0.057862809146057126,0.010062908063513815
2016-02-02,Emerging,EWZ,0.2769869513641756,0.015441160137800206
2016-02-02,Emerging,EZA,0.15208455666470932,0.014838015986417544
2016-02-02,Emerging,GREK,0.0229892267402656,0.012799771073064946
2016-02-02,Emerging,MCHI,0.07314998582364618,0.008489586837544624
2016-02-02,Emerging,THD,0.12791134485349342,0.010502464405731857
2016-02-02,Emerging,TUR,0.10227272727272728,0.007973151245021005
2016-02-03,Emerging,ARGT,0.14552238805970166,0.011490144567182546
2016-02-03,Emerging,ECH,0.09932885906040267,0.014539530447174237
2016-02-03,Emerging,EIDO,0.11254980079681287,0.010227448295682718
2016-02-03,Emerging,EPHE,0.08225806451612905,0.006223929097503461
2016-02-03,Emerging,EPOL,0.06653992395437247,0.009378302567701006
2016-02-03,Emerging,EPU,0.2338169642857142,0.010822228602216719
2016-02-03,Emerging,ERUS,0.12251655629139058,0.01991078356613505
2016-02-03,Emerging,EWM,0.06065200909780132,0.008534191609880185
2016-02-03,Emerging,EWT,0.0889982110912344,0.015435084291106385
2016-02-03,Emerging,EWW,0.06628571428571428,0.011422159555683287
2016-02-03,Emerging,EWY,0.053257142857142885,0.010061835629706212
2016-02-03,Emerging,EWZ,0.267337807606264,0.015441190313782207
2016-02-03,Emerging,EZA,0.1189143816452154,0.014838046162399546
2016-02-03,Emerging,GREK,0.027419913692632303,0.012799211455806491
2016-02-03,Emerging,MCHI,0.08664058133035213,0.008488286184109968
2016-02-03,Emerging,THD,0.09466811751904247,0.010512913545387585
2016-02-03,Emerging,TUR,0.04989542874215713,0.00797279870590396
2016-02-04,Emerging,ARGT,0.10191846522781778,0.011489860876075534
2016-02-04,Emerging,ECH,0.07337045528987884,0.01453914349883997
2016-02-04,Emerging,EIDO,0.08921568627450993,0.01022702832904904
2016-02-04,Emerging,EPHE,0.05395112662646784,0.006223029865251039
2016-02-04,Emerging,EPOL,0.06386975579210996,0.009377888004061776
2016-02-04,Emerging,EPU,0.2228290551611143,0.010821535484196993
2016-02-04,Emerging,ERUS,0.16264722378014596,0.01991073840722743
2016-02-04,Emerging,EWM,0.0426806439535754,0.008533840481398009
2016-02-04,Emerging,EWT,0.07297655904467049,0.015434449405360168
2016-02-04,Emerging,EWW,0.06358904729576831,0.011421786815223314
2016-02-04,Emerging,EWY,0.03005158107198924,0.010061031049912104
2016-02-04,Emerging,EWZ,0.20772946859903385,0.015441199785151797
2016-02-04,Emerging,EZA,0.1175013758943313,0.014838055633769135
2016-02-04,Emerging,GREK,0.11951191321433875,0.012798785485845647
2016-02-04,Emerging,MCHI,0.08636748518204929,0.008487313110933405
2016-02-04,Emerging,THD,0.10753275109170304,0.01052084581756782
2016-02-04,Emerging,TUR,0.05076599579453278,0.007972525620674941
2016-02-05,Emerging,ARGT,0.0958986731001208,0.011490211917337506
2016-02-05,Emerging,ECH,0.07296849087893875,0.014539622925657681
2016-02-05,Emerging,EIDO,0.0324118207816968,0.01022754880938748
2016-02-05,Emerging,EPHE,0.04642289348171702,0.006224146243663108
2016-02-05,Emerging,EPOL,0.05037313432835844,0.00937840176655137
2016-02-05,Emerging,EPU,0.1796246648793567,0.010822395589116018
2016-02-05,Emerging,ERUS,0.13178733031674228,0.01991079286790328
2016-02-05,Emerging,EWM,0.040933435348125435,0.008534275371365958
2016-02-05,Emerging,EWT,0.07730337078651672,0.01543523710679718
2016-02-05,Emerging,EWW,0.06310904872389789,0.01142224857658665
2016-02-05,Emerging,EWY,0.019073569482289,0.010062029741564747
